"","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"f_m9",0,0,-360.009621700251,12.153304396855,12.5389205081554,1.38808202012957,720.019243400502,24.3066087937099
"f_m6b",-2.03365535939386,2.26700434663186,-362.043277059645,12.3293406815455,11.1185652847359,1.27260805047084,724.08655411929,24.658681363091
"f_m8",-2.32084715446295,2.20816039673839,-362.330468854714,12.2680434253426,11.4845776390595,1.2905559304821,724.660937709428,24.5360868506852
"f_m10",-3.07781421025114,2.72267952097571,-363.087435910502,12.324715796587,13.9402339256644,1.51226205373284,726.174871821005,24.649431593174
