"","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"f_m6b",0,0,-365.85153702459,12.766174757468,13.0896695379802,1.51124549941276,731.703074049181,25.5323495149361
"f_m8",-0.699608779540071,0.151812088427914,-366.551145804131,12.7802450088555,13.7077321284697,1.57608124740167,733.102291608262,25.5604900177111
"f_m7",-1.12170696472856,0.472158158819851,-366.973243989319,12.8890018599027,14.4614747802267,1.664260012774,733.946487978639,25.7780037198054
"f_m9",-1.64732451777156,0.50747042679334,-367.498861542362,12.8869650382452,14.9542625108904,1.69927421423635,734.997723084724,25.7739300764904
"f_m10",-1.92207985225854,1.18741240406868,-367.773616876849,12.6580349405667,15.6959515454528,1.77930940792858,735.547233753698,25.3160698811335
