"","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"f_m8_pr",0,0,-56.7450073241309,2.66316921725147,5.40008575323387,1.1079563068249,113.490014648262,5.32633843450293
"f_m6_pr",-1.31154128279796,0.922768724182575,-58.0565486069289,3.10235622981742,6.70247958157884,1.55118235008435,116.113097213858,6.20471245963483
