"","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"f_m10",0,0,-323.266243969386,11.2418911791808,17.2383853698082,2.68735838431214,646.532487938772,22.4837823583617
"f_m6b",-0.836978692293801,2.76457332765691,-324.103222661679,11.5683528514586,13.7427217791741,1.65437857304765,648.206445323359,23.1367057029172
"f_m8",-1.5745142866578,2.7778678600299,-324.840758256044,11.5855536927305,14.536027752692,1.76501067263962,649.681516512087,23.1711073854611
"f_m7",-1.93376922372616,2.77988700517641,-325.200013193112,11.5305031867068,15.3304390483859,1.81607498351462,650.400026386224,23.0610063734136
"f_m9",-2.66872780933387,2.79433183739618,-325.93497177872,11.5446381192073,15.9835366410699,1.91858752478173,651.869943557439,23.0892762384146
