"","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"f_m10",0,0,-324.948729289257,9.64645109672364,9.96922068985358,1.94326845390709,649.897458578514,19.2929021934473
"f_m6b",-0.121928372398212,2.66624066139488,-325.070657661655,10.0441345509309,7.45749305935164,1.17847677725813,650.14131532331,20.0882691018618
"f_m8",-0.690197278624275,2.67610143859009,-325.638926567881,10.0618346654586,7.94927505769823,1.23867710344981,651.277853135762,20.1236693309171
"f_m7",-1.07520502645697,2.71054634360257,-326.023934315714,10.0328180332036,8.36487934593547,1.37494988955968,652.047868631428,20.0656360664073
"f_m9",-1.57925309617506,2.69507449739285,-326.527982385432,10.03525047814,8.80862714812277,1.38639578461527,653.055964770864,20.07050095628
