"","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"kin_model_brm1c_dad",0,0,-1088.40121507787,23.4134876029462,29.4654937026206,3.94488977779075,2176.80243015573,46.8269752058923
"kin_model_brm1b_dad",-0.142230336727492,0.693032060052507,-1088.54344541459,23.4769641258508,29.7606999948572,3.90588647673385,2177.08689082919,46.9539282517017
"kin_model_brm2b_dad",-1.21601454713962,0.480352448832374,-1089.61722962501,23.5492743083058,30.5833268896937,4.11296799885455,2179.23445925001,47.0985486166116
"kin_model_brm2c_dad",-1.50771749610118,0.5248054214949,-1089.90893257397,23.5693297051476,30.9530964461215,4.11432942772479,2179.81786514794,47.1386594102953
