"","residence_camp","ref","sex","birthplace","age","children_alive","median_dist","max_dist","region"
"275","Boleiké2","D346","F","Boucy-boucy","Personne âgée",NA,3153.5359391922,3835.63900570648,"Dongou"
"276","Boleiké2","D347","M","Manfouté","Personne âgée",NA,3153.5359391922,3835.63900570648,"Dongou"
"277","Boleiké2","D348","F","Boucy-boucy","Enfant",NA,NA,-Inf,"Dongou"
"278","Boleiké2","D349","F","Boucy-boucy","Adolescent",NA,NA,-Inf,"Dongou"
"279","Cacao","D35","M","Maoangouma","Adulte",NA,9205.90966195031,32231.654925458,"Dongou"
"280","Boleiké2","D350","F","Boucy-boucy","Adolescent",NA,36246.9668213965,36246.9668213965,"Dongou"
"281","Boleiké2","D351","M","Boucy-boucy","Enfant",NA,NA,-Inf,"Dongou"
"282","Boleiké2","D352","F","Boucy-boucy","Personne âgée",NA,3153.5359391922,3835.63900570648,"Dongou"
"283","Boleiké2","D353","M","Manfouté","Personne âgée",NA,8326.94156514961,787278.824863911,"Dongou"
"284","Boleiké2","D354","F","Boucy-boucy","Enfant",NA,NA,-Inf,"Dongou"
"285","Boleiké2","D355","F",NA,"Enfant",NA,NA,-Inf,"Dongou"
"286","Boleiké2","D356","F","Modzaka","Enfant",NA,3542.60569289689,60270.5111027494,"Dongou"
"287","Boleiké2","D357","F","Dongou","Adolescent",NA,5468.42929526356,787278.824863911,"Dongou"
"288","Boleiké2","D358","F","Boucy-boucy","Adulte",NA,47966.4255988405,70891.0368428096,"Dongou"
"289","Boleiké2","D359","M","Bangui","Adulte",NA,31172.1601862826,124031.410187518,"Dongou"
"290","Cacao","D36","F","Bondzale","Enfant",NA,NA,-Inf,"Dongou"
"291","Boleiké2","D360","M","Dongou","Personne âgée",NA,3249.5723800873,36246.9668213965,"Dongou"
"292","Boleiké2","D361","F","Boucy-boucy","Personne âgée",NA,10954.7949853279,70891.0368428096,"Dongou"
"293","Kokosso","D362","M","Boucy-boucy","Enfant",NA,NA,-Inf,"Dongou"
"294","Kokosso","D363","F","Manfoueté","Personne âgée",NA,66623.6721967116,70184.0486742242,"Dongou"
"295","Kokosso","D364","M","Boucy-boucy","Enfant",NA,NA,-Inf,"Dongou"
"296","Kokosso","D365","F","Boucy-boucy","Adolescent",NA,70184.0486742242,70184.0486742242,"Dongou"
"297","Kokosso","D366","F","Mindjoukou","Personne âgée",NA,72463.5262517471,74743.0038292701,"Dongou"
"298","Kokosso","D367","M","Bolomo","Personne âgée",NA,63063.295719199,74743.0038292701,"Dongou"
"299","Boleiké1","D368","F","Boucy-boucy","Personne âgée",NA,62381.7170751608,787325.27486999,"Dongou"
"300","Boleiké1","D369","M","Manfoueté","Personne âgée",NA,50328.0457255812,787325.27486999,"Dongou"
"301","Cacao","D37","M","Bondzale","Adolescent",NA,NA,-Inf,"Dongou"
"302","Boleiké3","D370","F","Boucy-boucy","Enfant",NA,NA,-Inf,"Dongou"
"303","Boleiké3","D371","F","Boucy-boucy","Enfant",NA,NA,-Inf,"Dongou"
"304","Boleiké3","D372","F","Boucy-boucy","Enfant",NA,NA,-Inf,"Dongou"
"305","Boleiké3","D373","F","Boucy-boucy","Adulte",NA,70296.5310618646,70296.5310618646,"Dongou"
"306","Boleiké3","D374","F","Boucy-boucy","Enfant",NA,NA,-Inf,"Dongou"
"307","Boleiké3","D375","M","Boucy-boucy","Adolescent",NA,NA,-Inf,"Dongou"
"308","Boleiké3","D376","M","Manfoueté","Adulte",NA,53078.2939946717,70296.5310618646,"Dongou"
"309","Boleiké3","D377","M","Boucy-boucy","Enfant",NA,NA,-Inf,"Dongou"
"310","Boleiké3","D378","M","Boucy-boucy","Enfant",NA,NA,-Inf,"Dongou"
"311","Boleiké3","D379","M","Boucy-boucy","Personne âgée",NA,70296.5310618646,786394.595400031,"Dongou"
"312","Bokoko","D38","F","Ndzoumbele","Adulte",NA,24216.8830787717,30077.0339964807,"Dongou"
"313","Boleiké3","D380","F","Boucy-boucy","Personne âgée",NA,47467.927761981,70296.5310618646,"Dongou"
"314","Boleiké3","D381","F","Boucy-boucy","Adulte","2",24639.3244620974,59628.6908087267,"Dongou"
"315","Boleiké3","D382","F","Boucy-boucy","Enfant",NA,NA,-Inf,"Dongou"
"316","Mokombo1","D383","M","Dongou","Enfant",NA,NA,-Inf,"Dongou"
"317","Mokombo1","D384","F","Dongou","Adulte",NA,NA,-Inf,"Dongou"
"318","Mokombo1","D385","F","Dongou","Enfant",NA,NA,-Inf,"Dongou"
"319","Mokombo1","D386","M","Longa","Adulte",NA,NA,-Inf,"Dongou"
"320","Mokombo2","D387","M","Dongou","Enfant",NA,NA,-Inf,"Dongou"
"321","Mokombo2","D388","F","Village Mapoté","Personne âgée",NA,NA,-Inf,"Dongou"
"322","Mokombo2","D389","F","Dongou","Enfant",NA,NA,-Inf,"Dongou"
"323","Bokoko","D39","M","Ndzoumbele","Adulte","3",24216.8830787717,30077.0339964807,"Dongou"
"324","Mokombo2","D390","F","Dongou","Enfant",NA,NA,-Inf,"Dongou"
"325","Bagorhé","D391","F","Boucy-boucy","Personne âgée",NA,NA,-Inf,"Dongou"
"326","Bagorhé","D392","F","Boucy-boucy","Enfant",NA,NA,-Inf,"Dongou"
"327","Bagorhé","D393","M","Boucy-boucy","Enfant",NA,NA,-Inf,"Dongou"
"328","Bagorhé","D394","F","Boucy-boucy","Adulte","2",NA,-Inf,"Dongou"
"329","Bagorhé","D395","M","Mimbelli","Personne âgée",NA,NA,-Inf,"Dongou"
"330","Bagorhé","D396","M","Mimbelli","Adolescent",NA,NA,-Inf,"Dongou"
"331","Mossimbi2","D397","M","Dongou","Enfant",NA,NA,-Inf,"Dongou"
"332","Mossimbi2","D398","M","Dongou","Enfant",NA,NA,-Inf,"Dongou"
"333","Mossimbi2","D399","F","Dongou","Enfant",NA,NA,-Inf,"Dongou"
"334","Safou","D4","M","Boucy-boucy","Personne âgée",NA,24207.9944442135,29698.4559851022,"Dongou"
"335","Bokoko","D40","F","Moangouma","Adulte","1",14121.602425643,181865.085990585,"Dongou"
"336","Mossimbi2","D400","F","Dongou","Enfant",NA,NA,-Inf,"Dongou"
"337","Mossimbi2","D401","F","Dongou","Adolescent",NA,NA,-Inf,"Dongou"
"338","Mossimbi2","D402","F","Botanga","Adulte",NA,NA,-Inf,"Dongou"
"339","Mossimbi2","D403","F","Botanga","Enfant",NA,NA,-Inf,"Dongou"
"340","Mossimbi2","D404","M","Dongou","Adulte",NA,NA,-Inf,"Dongou"
"341","Mossimbi2","D405","F","Dongou","Enfant",NA,NA,-Inf,"Dongou"
"342","Mossimbi2","D406","F","Dongou","Enfant",NA,NA,-Inf,"Dongou"
"343","Mossimbi2","D407","F","Dongou","Enfant",NA,NA,-Inf,"Dongou"
"344","Mossimbi2","D408","M","Dongou","Enfant",NA,NA,-Inf,"Dongou"
"345","Mossimbi2","D409","F","Dongou","Adulte",NA,NA,-Inf,"Dongou"
"346","Bokoko","D41","M","Bodzale","Enfant",NA,2757.22990425393,2757.22990425393,"Dongou"
"347","Mossimbi2","D410","M","Dongou","Adulte",NA,NA,-Inf,"Dongou"
"348","Mossimbi2","D411","F","Dongou","Enfant",NA,NA,-Inf,"Dongou"
"349","Mossimbi2","D412","F","Dongou","Enfant",NA,NA,-Inf,"Dongou"
"350","Mossimbi2","D413","F","Dongou","Adolescent",NA,NA,-Inf,"Dongou"
"351","Mossimbi2","D414","F","Dongou","Adulte",NA,NA,-Inf,"Dongou"
"352","Mossimbi2","D415","M","Dongou","Adulte",NA,NA,-Inf,"Dongou"
"353","Mossimbi2","D416","F","Mossimbi","Adulte",NA,NA,-Inf,"Dongou"
"354","Mossimbi2","D417","F","Dongou","Enfant",NA,NA,-Inf,"Dongou"
"355","Mossimbi2","D418","M","Dongou","Enfant",NA,NA,-Inf,"Dongou"
"356","Mossimbi2","D419","F","Dongou","Adolescent",NA,NA,-Inf,"Dongou"
"357","Bokoko","D42","M","Manfoueté","Adulte",NA,8846.60691980053,18356.7321610628,"Dongou"
"358","Mossimbi1","D420","F","Dongou","Adulte",NA,NA,-Inf,"Dongou"
"359","Mossimbi1","D421","M","Dongou","Enfant",NA,NA,-Inf,"Dongou"
"360","Mossimbi1","D422","F","Dongou","Enfant",NA,NA,-Inf,"Dongou"
"361","Mokombo1","D423","F","Dongou","Enfant",NA,NA,-Inf,"Dongou"
"362","Mokombo1","D424","F","Mokombo 1","Adulte",NA,NA,-Inf,"Dongou"
"363","Mokombo1","D425","M","Dongou","Enfant",NA,NA,-Inf,"Dongou"
"364","Bokoko","D43","M",NA,"Adulte","1",8868.99405753267,181865.085990585,"Dongou"
"365","Tangassi","D44","M","Moangouma","Adulte","2",12982.2390537895,37196.4659246346,"Dongou"
"366","Tangassi","D45","F","Moangouma","Enfant",NA,12275.0503092527,34579.689811197,"Dongou"
"367","Tangassi","D46","M","Moangouma","Enfant",NA,18626.2502546338,24977.4502000149,"Dongou"
"368","Ngomba","D47","F","Boucy-boucy","Personne âgée",NA,34633.5082142848,186865.294503936,"Dongou"
"369","Ngomba","D48","M","Boucy-boucy","Adulte","3",25776.7110981918,207234.411161474,"Dongou"
"370","Ngomba","D49","M","Modzaka","Adolescent",NA,18742.2042082562,99603.3897777679,"Dongou"
"371","Safou","D5","M","Impfondo","Enfant",NA,NA,-Inf,"Dongou"
"372","Ngomba","D50","F","Impfondo","Adolescent",NA,4736.20439998417,34633.5082142848,"Dongou"
"373","Ngomba","D51","M","Moangouma","Personne âgée",NA,36584.5535907172,186865.294503936,"Dongou"
"374","Ngomba","D52","F","Modzaka","Adulte",NA,20357.7723742173,207234.411161474,"Dongou"
"375","Tali","D53","F","Dongou","Adulte",NA,13263.0031172574,188783.058476869,"Dongou"
"376","Tali","D54","M","Moangouma","Enfant",NA,12527.6981916953,188783.058476869,"Dongou"
"377","Tali","D55","F","Moangouma","Enfant",NA,12527.6981916953,188783.058476869,"Dongou"
"378","Tali","D56","M","Moangouma","Adulte","3",34328.8225721408,188783.058476869,"Dongou"
"379","Tali","D57","F","Moangouma","Enfant",NA,11171.9643416621,188783.058476869,"Dongou"
"380","Tali","D58","F","Moangouma","Adolescent","3",11171.9643416621,34328.8225721408,"Dongou"
"381","Tali","D59","M","Moangouma","Enfant",NA,12527.6981916953,188783.058476869,"Dongou"
"382","Safou","D6","M","Impfondo","Enfant",NA,NA,-Inf,"Dongou"
"383","Tali","D60","M","Moangouma","Enfant",NA,12527.6981916953,188783.058476869,"Dongou"
"384","Tali","D61","F","Moangouma","Adolescent","3",8933.67475547239,58111.2770133697,"Dongou"
"385","Tali","D62","F","Moangouma","Enfant",NA,23428.260381918,188783.058476869,"Dongou"
"386","Tali","D63","F","Moangouma","Enfant",NA,12527.6981916953,188783.058476869,"Dongou"
"387","Tali","D64","M","Moangouma","Enfant",NA,5339.65131924945,188783.058476869,"Dongou"
"388","Tali","D65","M","Dongou","Adulte",NA,32247.2135472098,209598.895271934,"Dongou"
"389","Tali","D66","M","Moangouma","Enfant",NA,5339.65131924945,188783.058476869,"Dongou"
"390","Tali","D67","F","Moangouma","Adolescent","4",12527.6981916953,188783.058476869,"Dongou"
"391","Tali","D68","F","Dongou","Personne âgée",NA,26068.3382748122,188783.058476869,"Dongou"
"392","Tali","D69","F","Moangouma","Enfant",NA,97061.3548980594,188783.058476869,"Dongou"
"393","Tangassi","D7","M","Moangouma","Personne âgée",NA,12982.2390537895,134474.529161805,"Dongou"
"394","Bokombo6","D70","M","Ikouangala","Enfant",NA,72787.5194539379,153077.051704543,"Dongou"
"395","Bokombo6","D71","M","Ikouangala","Enfant",NA,NA,-Inf,"Dongou"
"396","Bokombo6","D72","F",NA,"Adulte",NA,71252.1275469094,153077.051704543,"Dongou"
"397","Bokombo6","D73","M","Ikouangala","Adolescent",NA,50058.3154714276,80693.5044424441,"Dongou"
"398","Bokombo6","D74","M","Dongou","Adulte",NA,64881.5344654317,80693.5044424441,"Dongou"
"399","Bokombo6","D75","F","Dongou","Enfant",NA,NA,-Inf,"Dongou"
"400","Bokombo6","D76","F",NA,"Adulte",NA,64881.5344654317,80693.5044424441,"Dongou"
"401","Bokombo6","D77","M","Bangui","Adulte",NA,15996.4830985369,77622.720628387,"Dongou"
"402","Bokombo6","D78","F","Bangui","Personne âgée",NA,35102.6298758382,113085.273049256,"Dongou"
"403","Bokombo6","D79","F","Ikouangala","Enfant",NA,NA,-Inf,"Dongou"
"404","Safou","D8","F","Losso","Adulte",NA,29698.4559851022,29698.4559851022,"Dongou"
"405","Bokombo6","D80","M","Dongou","Enfant",NA,NA,-Inf,"Dongou"
"406","Bokombo6","D81","M","Dongou","Enfant",NA,NA,-Inf,"Dongou"
"407","Bokombo4","D82","F","Loudi","Enfant",NA,NA,-Inf,"Dongou"
"408","Bokombo6","D83","F","Dongou","Adulte",NA,11631.9842556873,64881.5344654317,"Dongou"
"409","Bokombo4","D84","F","Manfoueté","Adulte",NA,NA,-Inf,"Dongou"
"410","Bokombo3","D85","M","Dongou","Enfant",NA,NA,-Inf,"Dongou"
"411","Bokombo4","D86","F","Ikouangala","Enfant",NA,NA,-Inf,"Dongou"
"412","Bokombo4","D87","F","Ikouangala","Adulte",NA,19440.9745111851,19440.9745111851,"Dongou"
"413","Bokombo4","D88","M","Ikouangala","Adulte",NA,14883.5498939188,19440.9745111851,"Dongou"
"414","Bokombo3","D89","F","Ikouangala","Enfant",NA,NA,-Inf,"Dongou"
"415","Tangassi","D9","F","Dongou","Personne âgée",NA,12275.0503092527,107851.700027099,"Dongou"
"416","Bokombo3","D90","F","Dongou","Adulte",NA,19453.7506002642,65114.034404681,"Dongou"
"417","Bokombo5","D91","F","Ikouangala","Adulte",NA,19304.6525880626,64950.0156119648,"Dongou"
"418","Bokombo5","D92","F","Manfoueté","Personne âgée",NA,42127.3341000137,64950.0156119648,"Dongou"
"419","Bokombo3","D93","M","Ikouangala","Enfant",NA,10286.447116239,10286.447116239,"Dongou"
"420","Bokombo3","D94","M","Sambala","Adulte",NA,66672.0140061053,77390.2411022632,"Dongou"
"421","Bokombo4","D95","M","Ikouangala","Enfant",NA,NA,-Inf,"Dongou"
"422","Bokombo4","D96","F","Manfoueté","Enfant",NA,NA,-Inf,"Dongou"
"423","Bokombo4","D97","F","Manfoueté","Enfant",NA,NA,-Inf,"Dongou"
"424","Bokombo4","D98","M","Manfoueté","Enfant",NA,NA,-Inf,"Dongou"
"425","Bokombo4","D99","M","Bétou","Adulte",NA,96753.5842861607,112946.223898052,"Dongou"
"426","Bateké2","M65","M","Macao","Enfant",NA,26986.3058374308,26986.3058374308,"Macao"
"427","Bakouengué","M30","F","Macao","Enfant",NA,24028.6714267261,162000.298192499,"Macao"
"428","Boua1","M64","F","Bangui","Enfant",NA,44075.8318486753,115691.860861513,"Macao"
"429","Kakélo6","M151","F","Bangui","Adulte",NA,15062.268635119,50376.2539772928,"Macao"
"430","Boua2","M75","F","Bangui","FALSE",NA,9863.62628293346,48714.5232436876,"Macao"
"431","Kakélo6","M113","F","Bangui","Enfant",NA,27327.593512902,50376.2539772928,"Macao"
"432","Kakélo4","M167","M","Bangui","Adulte","2",82763.4618925051,123385.048481804,"Macao"
"433","Boua1","M90","F","Bangui","Adulte",NA,10120.0868718259,89004.8307634215,"Macao"
"434","Kakélo6","M111","F","Bangui","Adulte","2",9994.62427391797,136588.681769081,"Macao"
"435","Kakélo4","M119","F","Bangui","Adolescent",NA,9632.9110919078,50714.8513661867,"Macao"
"436","Boua2","M78","F","Bangui","Enfant",NA,10180.0960465773,10180.0960465773,"Macao"
"437","Boua2","M80","F","Bangui","Enfant",NA,48714.5232436876,48714.5232436876,"Macao"
"438","Kakélo2","M132","F","Bangui","Adulte",NA,14631.1288382643,94426.4274009964,"Macao"
"439","Kakélo2","M135","F","Bangui","Enfant",NA,NA,-Inf,"Macao"
"440","Kakélo5","M142","M","Bangui","Adolescent",NA,10120.0868718259,151034.58260435,"Macao"
"441","Kakélo2","M134","F","Bangui","Enfant",NA,NA,-Inf,"Macao"
"442","Boua1","M63","F","Bangui","Personne âgée",NA,10120.0868718259,125796.580993017,"Macao"
"443","Bateké1","M11","M","Djoubou","Adulte",NA,123026.740058616,253807.993763848,"Macao"
"444","Kakélo4","M162","F","Bangui","Adulte",NA,39087.7995010578,50714.8513661867,"Macao"
"445","Bakouengué","M27","F","Macao","Enfant",NA,8016.84589738934,24156.7445854683,"Macao"
"446","Bakouengué","M29","F","Macao","Enfant",NA,24028.6714267261,162000.298192499,"Macao"
"447","Boua2","M130","M","Bangui","Adulte",NA,44811.9718369735,125790.273432866,"Macao"
"448","Boua2","M126","M","Bangui","Adulte",NA,9863.62628293346,88847.6532120732,"Macao"
"449","Boua2","M72","M","Bangui","Enfant",NA,35669.9055820117,48714.5232436876,"Macao"
"450","Kakélo5","M101","F","Bangui","Enfant",NA,11567.8787351302,50486.2716079486,"Macao"
"451","Boua1","M138","F","Bangui","Enfant",NA,NA,-Inf,"Macao"
"452","Boua1","M68","F","Bangui","Adulte",NA,10038.0800338818,89004.8307634215,"Macao"
"453","Molapa_MA","M20","M","Macao","Enfant",NA,63337.1112124924,109043.327784915,"Macao"
"454","Moyimbi","M10","M","Macao","Enfant",NA,21664.4863618594,35003.7855742702,"Macao"
"455","Kakélo6","M152","M","Bangui","Enfant",NA,NA,-Inf,"Macao"
"456","Mopendé","M36","F","Papé","Personne âgée",NA,16600.904756644,31106.7974446578,"Macao"
"457","Kakélo1","M94","M","Bangui","Personne âgée",NA,10804.3359712803,10804.3359712803,"Macao"
"458","Bakouengué","M32","F","Bayanga","Adulte","1",24156.7445854683,145616.51698184,"Macao"
"459","Boua2","M124","M","Bangui","Enfant",NA,NA,-Inf,"Macao"
"460","Kakélo2","M84","F","Bangui","Adulte",NA,26883.3171597733,51756.9057453129,"Macao"
"461","Kakélo2","M85","F","Bangui","Enfant",NA,10679.8033303923,10679.8033303923,"Macao"
"462","Bateké2","M15","F","Maca","Adolescent","0",101233.410515895,163283.936279555,"Macao"
"463","Moyimbi","M2","M","Dongou","Adulte","6",99684.9111335056,140070.127602649,"Macao"
"464","Boua2","M74","M","Bangui","Adulte",NA,9944.53369670127,54223.313255282,"Macao"
"465","Moyimbi","M5","F","Mobongo","Adulte","2",21664.4863618594,35003.7855742702,"Macao"
"466","Bakouengué","M26","F","Macao","Adulte","4",14846.3528565018,187419.104985318,"Macao"
"467","Kakélo6","M154","F","Bangui","Adulte",NA,26586.5988673144,79143.7079046463,"Macao"
"468","Movossovosso","M81","M","Dongou","Personne âgée",NA,26623.5030145846,124896.55965898,"Macao"
"469","Boua1","M93","M","Bangui","Adolescent",NA,9789.30192040848,10411.3955637844,"Macao"
"470","Moyimbi","M9","M","Macao","Enfant",NA,8325.18714944852,8325.18714944852,"Macao"
"471","Boua2","M127","F","Bangui","Adulte",NA,9863.62628293346,48714.5232436876,"Macao"
"472","Kakélo4","M116","F","Bangui","Adulte","4",11509.7489234474,50714.8513661867,"Macao"
"473","Moyimbi","M4","M","Macao","Enfant",NA,NA,-Inf,"Macao"
"474","Kakélo1","M96","M","Bangui","Adulte",NA,56885.2387038386,152580.864963556,"Macao"
"475","Kakélo4","M164","M","Bangui","Enfant",NA,50714.8513661867,50714.8513661867,"Macao"
"476","Kakélo6","M105","M","Bangui","Enfant",NA,8148.95067736465,50376.2539772928,"Macao"
"477","Kakélo6","M112","F","Bangui","Enfant",NA,9994.62427391797,50376.2539772928,"Macao"
"478","Papé","M49","F","Papé","Adolescent",NA,22565.004986027,34925.8157462238,"Macao"
"479","Kakélo4","M168","M","Bangui","Enfant",NA,NA,-Inf,"Macao"
"480","Boua2","M128","F","Bangui","Enfant",NA,9617.93209006675,48714.5232436876,"Macao"
"481","Kakélo3","M140","M","Bangui","Adulte",NA,87767.0066811824,151911.371992012,"Macao"
"482","Atanga","M178","M","Macao","Enfant",NA,7933.23578343522,16245.3167618125,"Macao"
"483","Kakélo6","M103","M","Bangui","Adulte","2",50376.2539772928,136588.681769081,"Macao"
"484","Boua1","M92","F","Bangui","Adulte","2",9789.30192040848,48740.7224788328,"Macao"
"485","Boua2","M77","M","Bangui","Enfant",NA,10180.0960465773,10180.0960465773,"Macao"
"486","Boua1","M91","M","Bangui","Enfant",NA,NA,-Inf,"Macao"
"487","Boua2","M76","","Bangui","Enfant",NA,9863.62628293346,48714.5232436876,"Macao"
"488","Kakélo6","M108","F","Bangui","Adulte","2",11840.2978704713,150717.801659371,"Macao"
"489","Bakouengué","M31","M","Berandjokou","Adulte","6",65289.7993787792,163645.148169634,"Macao"
"490","Kakélo5","M99","F","Bangui","Adulte","1",9708.38146432112,79354.8803328113,"Macao"
"491","Boua2","M79","F","Bangui","Enfant",NA,NA,-Inf,"Macao"
"492","Kakélo5","M144","M","Bangui","Enfant",NA,14892.4264606274,50486.2716079486,"Macao"
"493","Kakélo6","M110","M","Bangui","Enfant",NA,9994.62427391797,50376.2539772928,"Macao"
"494","Kakélo6","M106","M","Bangui","Enfant",NA,50376.2539772928,136588.681769081,"Macao"
"495","Kakélo6","M155","M","Bangui","Enfant",NA,NA,-Inf,"Macao"
"496","Molapa_MA","M24","M","Bangui","Adulte","0",109043.327784915,118055.666746253,"Macao"
"497","Kakélo4","M117","F","Bangui","Enfant",NA,6860.38936489674,11509.7489234474,"Macao"
"498","Kakélo2","M83","M","Bangui","Adulte","6",9085.00963425744,94426.4274009964,"Macao"
"499","Bateké1","M13","F","Macao","Enfant",NA,13738.6679023473,20395.0632459383,"Macao"
"500","Bateké1","M12","F","Macao","Adulte","1",13738.6679023473,20395.0632459383,"Macao"
"501","Kakélo4","M163","M","Bangui","Enfant",NA,39087.7995010578,50714.8513661867,"Macao"
"502","Kakélo6","M150","M","Macao","Adulte",NA,50376.2539772928,123770.103643903,"Macao"
"503","Kakélo4","M169","M","Bangui","Enfant",NA,NA,-Inf,"Macao"
"504","Mopendé","M41","F","Papé","Adulte",NA,31106.7974446578,96112.5056847316,"Macao"
"505","Kakélo4","M115","M","","Adulte",NA,10773.9144786646,161012.496432562,"Macao"
"506","Kakélo2","M131","M","Bangui","Adulte","3",8919.50767534176,94426.4274009964,"Macao"
"507","Molapa_MA","M25","F","Macao","Adulte",NA,15770.5056321365,25618.6685608506,"Macao"
"508","Boua2","M123","F","Bangui","Enfant",NA,9617.93209006675,48714.5232436876,"Macao"
"509","Boua1","M137","F","Dongou","Adulte",NA,9172.8837897126,94999.900951864,"Macao"
"510","Kakélo1","M97","F","Bangui","Adulte",NA,19573.7178723197,52276.2931404123,"Macao"
"511","Papé","M50","F","Papé","Enfant",NA,34925.8157462238,120742.710053692,"Macao"
"512","Papé","M45","F","Papé","Enfant",NA,7999.76880740233,34925.8157462238,"Macao"
"513","Atanga","M172","F","Macao","Adolescent",NA,13311.2377146769,92437.1250102338,"Macao"
"514","Kakélo4","M166","F","Bangui","Enfant",NA,39087.7995010578,50714.8513661867,"Macao"
"515","Boua2","M122","F","Bangui","Adulte",NA,9863.62628293346,88847.6532120732,"Macao"
"516","Kakélo4","M161","M","Bangui","Adulte",NA,27460.7476359288,50714.8513661867,"Macao"
"517","Boua2","M125","F","Bangui","Enfant",NA,NA,-Inf,"Macao"
"518","Kakélo4","M165","F","Bangui","Enfant",NA,NA,-Inf,"Macao"
"519","Kakélo2","M89","M","Bangui","Adolescent",NA,26605.6277532863,152464.817627459,"Macao"
"520","Moyimbi","M1","F","Dongou","Adulte","6",21664.4863618594,35003.7855742702,"Macao"
"521","Kakélo6","M107","M","Bayanga","Adulte","2",47606.6738901498,123770.103643903,"Macao"
"522","Moyimbi","M7","M","Macao","Adulte","2",44213.6944223371,163902.054715485,"Macao"
"523","Mopendé","M33","M","Papé","Personne âgée",NA,115387.370365531,335683.187372384,"Macao"
"524","Mopendé","M37","M","Papé","Adolescent",NA,23853.8511006509,96112.5056847316,"Macao"
"525","Malomba","M55","M","Bangui","Personne âgée",NA,106995.521779831,991439.155356293,"Macao"
"526","Malomba","M61","M","Molapa_MA","Enfant",NA,13335.8780184324,120714.687162654,"Macao"
"527","Atanga","M177","F","Macao","Adulte",NA,10820.7070825687,108144.948418122,"Macao"
"528","Mopendé","M39","M","Papé","Adulte","5",5854.89421936622,31106.7974446578,"Macao"
"529","Kakélo1","M147","F","Bangui","Enfant",NA,NA,-Inf,"Macao"
"530","Boua1","M67","M","Bangui","Adulte",NA,10038.0800338818,48740.7224788328,"Macao"
"531","Atanga","M171","F","Macao","Adulte","4",13414.890310879,108144.948418122,"Macao"
"532","Kakélo3","M149","F","Bangui","Enfant",NA,39782.1488324413,51588.0979370855,"Macao"
"533","Kakélo6","M159","F","Bangui","Adulte",NA,10323.2572939251,79143.7079046463,"Macao"
"534","Moyimbi","M3","F","Macao","Enfant",NA,21664.4863618594,35003.7855742702,"Macao"
"535","Moyimbi","M6","M","Macao","Enfant",NA,35003.7855742702,35003.7855742702,"Macao"
"536","Kakélo4","M118","M","Bangui","Enfant",NA,11509.7489234474,11509.7489234474,"Macao"
"537","Bateké2","M16","F","Moudjanda","Personne âgée",NA,23844.5575076308,103965.669291493,"Macao"
"538","Molapa_MA","M23","F","Macao","Enfant",NA,23856.6692375096,25618.6685608506,"Macao"
"539","Boua2","M129","M","Bangui","Enfant",NA,NA,-Inf,"Macao"
"540","Atanga","M176","F","Thanry","Adolescent","0",62504.4259645128,92437.1250102338,"Macao"
"541","Papé","M47","F","Loundoungou","Enfant",NA,34925.8157462238,159481.515967249,"Macao"
"542","Molapa_MA","M19","F","Bangui","Adulte",NA,44477.8898866715,118055.666746253,"Macao"
"543","Boua1","M62","M","Bangui","Personne âgée","5",44783.2668958355,125796.580993017,"Macao"
"544","Kakélo2","M86","M","Bangui","Enfant",NA,31218.3545378526,51756.9057453129,"Macao"
"545","Boua1","M69","M","Bangui","Adulte",NA,48740.7224788328,89004.8307634215,"Macao"
"546","Kakélo1","M146","F","Bangui","Enfant",NA,40327.7848905732,52276.2931404123,"Macao"
"547","Kakélo6","M158","M","Bangui","Adulte",NA,26586.5988673144,79143.7079046463,"Macao"
"548","Atanga","M170","F","Macao","Personne âgée",NA,13207.5851184748,92437.1250102338,"Macao"
"549","Atanga","M179","M","","Enfant",NA,7933.23578343522,16245.3167618125,"Macao"
"550","Boua2","M73","M","Bangui","Enfant",NA,9863.62628293346,48714.5232436876,"Macao"
"551","Kakélo2","M88","M","Bangui","Personne âgée",NA,31218.3545378526,79979.2802496208,"Macao"
"552","Malomba","M56","F","Macao","Personne âgée",NA,11332.0805519649,38589.2466746511,"Macao"
"553","Kakélo4","M120","F","Bangui","Adolescent",NA,9632.9110919078,50714.8513661867,"Macao"
"554","Boua2","M121","M","Bangui","Adulte",NA,40909.4204302595,170037.463520114,"Macao"
"555","Kakélo1","M139","M","Bangui","Adulte",NA,9092.36198692398,162788.934773936,"Macao"
"556","Moyimbi","M8","F","Macao","Adulte","2",21664.4863618594,35003.7855742702,"Macao"
"557","Mopendé","M43","F","Papé","Enfant",NA,31106.7974446578,120415.583962639,"Macao"
"558","Kakélo1","M145","F","Bangui","Adulte",NA,9172.8837897126,93888.6320769628,"Macao"
"559","Kakélo6","M153","M","Bangui","Adulte",NA,10323.2572939251,93370.4812926552,"Macao"
"560","Kakélo5","M102","F","Bangui","FALSE","0",38895.5447594034,50486.2716079486,"Macao"
"561","Kakélo6","M104","F","Bangui","Adulte","2",10411.3955637844,136588.681769081,"Macao"
"562","Boua2","M136","F","Bangui","Adulte",NA,9011.84018413536,88847.6532120732,"Macao"
"563","Mopendé","M66","F","Macao","Enfant",NA,NA,-Inf,"Macao"
"564","Movossovosso","M82","F","Bangui","Personne âgée",NA,6828.59401062003,94832.2102969174,"Macao"
"565","Kakélo3","M141","F","Bangui","Personne âgée",NA,NA,-Inf,"Macao"
