"","Nom.du.campement.coded","Old_person","Enfant...Notez.si.la.personne.est.un.enfant.","MY.REFERENCE","Sexe","Est.ce.que.la.personne.à.des.enfants.....La.personne.à.des.enfants....Oui.","Est.ce.que.la.personne.à.des.enfants.....La.personne.à.des.enfants....Combien.d.enfants.en.vie","Est.ce.que.la.personne.à.des.enfants.....La.personne.à.des.enfants....Combien.d.enfants.morts","Lieu.de.naissance.coded","Tranche.d.age","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","median","max"
"60","Mbila",0,"Adulte","MI169","F",1,6,0,"Mbili","Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61539.5175405109,36694.1180608076,36841.5597820256,27946.1628586738,0,0,0,0,0,0,0,0,0,0,0,0,36767.8389214166,61539.5175405109
"61","Mbila",0,"Enfant","MI170","M",0,NA,NA,"Mossombo","Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,-Inf
"62","Mbila",0,"Enfant","MI171","M",0,NA,NA,"Mossombo","Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,-Inf
"63","Mbila",0,"Enfant","MI172","M",0,NA,NA,"Pokola","Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,-Inf
"64","Mbila",0,"Enfant","MI173","F",0,NA,NA,"Mossombo","Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,-Inf
"65","Mbila",0,"Enfant","MI174","F",0,NA,NA,"Mossombo","Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,-Inf
"66","Mbila",0,"Adulte","MI175","M",1,4,2,"Minganga","Adulte",0,142943.533366212,0,0,0,0,0,0,137271.680369523,0,0,0,0,0,0,0,0,244497.821707524,0,0,0,121671.545802977,0,0,0,0,0,0,86171.5392219654,0,0,0,0,0,0,0,0,0,91908.4937194605,0,0,0,0,0,0,61539.5175405109,36694.1180608076,36841.5597820256,27946.1628586738,0,77953.4264565527,80648.0972881953,0,0,0,0,0,0,0,0,0,83409.8182550804,244497.821707524
"67","Mbila",0,"Adulte","MI176","F",1,4,2,"Mossombo","Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14603.8990702511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61539.5175405109,36694.1180608076,36841.5597820256,27946.1628586738,0,0,0,0,0,0,0,0,0,0,0,0,36694.1180608076,61539.5175405109
"68","Mbila",0,"Adulte","MI177","M",1,3,0,"Mossombo","Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14603.8990702511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61539.5175405109,36694.1180608076,36841.5597820256,27946.1628586738,0,0,0,0,0,0,0,0,0,0,27948.5326423743,0,32321.3253515909,61539.5175405109
"69","Misseké_MI",0,"Adulte","MI145","M",1,2,0,"Attention","Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73423.0076580283,22849.662017912,23633.8134814937,17117.8989489782,16862.126657249,0,0,0,0,0,0,0,0,0,0,0,22849.662017912,73423.0076580283
"70","Misseké_MI",0,"Adulte","MI146","F",1,2,0,"Attention","Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23633.8134814937,17117.8989489782,16862.126657249,0,0,0,0,0,0,0,0,0,0,0,17117.8989489782,23633.8134814937
"71","Misseké_MI",0,"Enfant","MI147","M",0,NA,NA,"Attention","Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,-Inf
"72","Misseké_MI",0,"Enfant","MI148","M",0,NA,NA,"Attention","Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,-Inf
"73","Misseké_MI",1,"Personne âgée","MI149","M",1,3,5,"Ikelemba","Personne âgée",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146487.257806652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73423.0076580283,22849.662017912,23633.8134814937,17117.8989489782,16862.126657249,0,0,0,0,0,0,0,0,0,0,0,23241.7377497029,146487.257806652
"74","Misseké_MI",0,"Adulte","MI150","M",1,3,1,"Attention","Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73423.0076580283,22849.662017912,23633.8134814937,17117.8989489782,16862.126657249,0,0,0,0,0,0,0,0,0,0,0,22849.662017912,73423.0076580283
"75","Misseké_MI",0,"Adulte","MI151","F",1,3,NA,"Attention","Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73423.0076580283,22849.662017912,23633.8134814937,17117.8989489782,16862.126657249,0,0,0,0,0,0,0,0,0,0,0,22849.662017912,73423.0076580283
"76","Misseké_MI",0,"Enfant","MI152","F",0,NA,NA,"Attention","Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,-Inf
"77","Misseké_MI",0,"Enfant","MI153","F",0,NA,NA,"Attention","Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,-Inf
"78","Mongo",0,"Adulte","MI134","M",1,5,0,"Minganga","Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6143.72012624872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75418.3640866476,22113.3533488251,22213.2999245403,13433.7039439327,14674.5662616089,0,0,0,0,0,0,0,0,0,0,0,18393.959805217,75418.3640866476
"79","Mongo",0,"Enfant","MI135","F",0,NA,NA,"Minganga","Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,-Inf
"80","Mongo",0,"Adulte","MI136","F",1,5,2,"Mossombo","Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75418.3640866476,22113.3533488251,22213.2999245403,13433.7039439327,14674.5662616089,0,0,0,0,0,0,0,0,0,13434.2192604915,0,18393.959805217,75418.3640866476
"81","Mongo",1,"Personne âgée","MI137","F",1,4,2,"Mossombo","Personne âgée",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75418.3640866476,22113.3533488251,22213.2999245403,13433.7039439327,14674.5662616089,0,0,0,0,0,0,0,0,0,0,0,22113.3533488251,75418.3640866476
"82","Mongo",0,"Adulte","MI138","M",1,5,2,"Mbili","Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100788.534058252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75418.3640866476,22113.3533488251,22213.2999245403,13433.7039439327,14674.5662616089,0,0,0,0,0,0,0,0,0,0,0,22163.3266366827,100788.534058252
"83","Mongo",0,"Enfant","MI139","F",0,NA,NA,"Mbili","Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,-Inf
"84","Mongo",0,"Enfant","MI140","M",0,NA,NA,"Mbili","Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,-Inf
"85","Mongo",0,"Enfant","MI141","M",0,NA,NA,"Mossombo","Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,-Inf
"86","Mongo",0,"Enfant","MI142","M",0,NA,NA,"Mbili","Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,-Inf
"87","Mongo",0,"Adulte","MI143","M",0,NA,NA,"Mossombo","Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104446.903592996,0,0,0,0,0,0,75418.3640866476,22113.3533488251,22213.2999245403,13433.7039439327,14674.5662616089,0,0,0,0,0,0,0,0,0,0,0,22163.3266366827,104446.903592996
"88","Mossombo",0,"Adulte","MI144","M",1,2,1,"Mossombo","Adulte",0,0,0,0,0,0,0,0,118722.969081108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80668.5832116848,18070.2815895458,17845.0548772748,8565.79159249428,19519.0130261955,64529.2789148512,0,0,0,0,0,0,0,0,0,0,19519.0130261955,118722.969081108
"89","Ngata",0,"","MI182","F",0,NA,NA,"Mbili","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,-Inf
"90","Ngata",1,"Personne âgée","MI183","F",1,6,3,"Mbili","Personne âgée",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14532.8916970913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61607.9510970179,36649.0094919975,36793.045491175,27891.5466333987,0,0,0,0,0,0,0,0,0,0,0,0,36649.0094919975,61607.9510970179
"91","Ngata",0,"Adulte","MI184","M",0,NA,NA,"Ikelemba","Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,-Inf
"92","Ngata",0,"Adolescent","MI185","M",1,1,0,"Mbili","Adolescent",0,0,0,0,0,0,0,0,137232.11808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14532.8916970913,86217.9367968865,0,0,0,0,0,0,0,0,92527.8749693256,91914.8742901533,0,0,0,0,0,0,61607.9510970179,36649.0094919975,36793.045491175,27891.5466333987,0,0,0,0,0,0,0,0,0,0,0,0,61607.9510970179,137232.11808
"93","Ngata",0,"Enfant","MI194","F",0,NA,NA,"Mbili","Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,-Inf
