"","Nomducampement","Old_person","Adulte","Enfant","MY.REFERENCE","Sexe","Lieu.de.naissance.coded","Est.ce.que.la.personne.à.des.enfants.....La.personne.à.des.enfants....Combien.d.enfants.en.vie","Tranche.d.age","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","median","max"
"104","Bokombo1",0,0,1,"D192","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,7404.69054192718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6498.46793330118,11714.2267287846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7404.69054192718,11714.2267287846
"105","Bokombo1",0,1,0,"D193","M","Ikouangala",NA,"Adulte",0,0,0,0,0,0,0,0,10603.1419252897,10173.1261712404,10050.1797761957,9410.93299261464,8295.80292917949,7404.69054192718,6567.53089270693,0,0,0,0,0,0,0,0,0,0,0,0,18404.1286822817,6498.46793330118,11714.2267287846,0,0,0,0,63814.6618497907,0,0,0,78745.9651334468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10111.6529737181,78745.9651334468
"106","Bokombo1",0,0,1,"D194","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11714.2267287846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11714.2267287846,11714.2267287846
"107","Bokombo1",0,0,1,"D195","F","Ikouangala",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,7404.69054192718,0,0,0,0,0,0,0,0,0,0,0,0,0,18404.1286822817,6498.46793330118,11714.2267287846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9559.45863535589,18404.1286822817
"108","Bokombo1",0,1,0,"D196","F","Boucy-boucy",3,"Adulte",0,0,0,0,0,0,0,0,10603.1419252897,10173.1261712404,10050.1797761957,9410.93299261464,8295.80292917949,7404.69054192718,6567.53089270693,0,0,0,0,0,0,0,0,0,0,0,0,18404.1286822817,6498.46793330118,0,0,0,0,0,63814.6618497907,0,0,0,78745.9651334468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10050.1797761957,78745.9651334468
"109","Mabanga2",0,0,1,"D197","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5658.04995366291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5658.04995366291,5658.04995366291
"110","Mabanga2",0,0,1,"D198","M","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,3060.32235436805,2751.33707646763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5658.04995366291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3060.32235436805,5658.04995366291
"111","Mabanga2",0,0,1,"D199","M","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,3060.32235436805,2751.33707646763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5658.04995366291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3060.32235436805,5658.04995366291
"112","Safou",0,0,1,"D2","M","Impfondo",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"113","Tangassi",0,0,1,"D20","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"114","Mabanga2",0,1,0,"D200","M","Manfoueté",8,"Adulte",0,0,0,0,0,0,0,8664.36228135575,3781.50815444936,3060.32235436805,2751.33707646763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26859.1751010659,0,5658.04995366291,0,0,0,0,0,0,0,0,0,0,43290.8434983525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5658.04995366291,43290.8434983525
"115","Mabanga2",0,0,1,"D201","M","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,3781.50815444936,3060.32235436805,2751.33707646763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3060.32235436805,3781.50815444936
"116","Mabanga2",0,0,1,"D202","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,3781.50815444936,3060.32235436805,2751.33707646763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3060.32235436805,3781.50815444936
"117","Mabanga2",0,0,1,"D203","M","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,3060.32235436805,2751.33707646763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26859.1751010659,0,5658.04995366291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4359.18615401548,26859.1751010659
"118","Mabanga2",0,1,0,"D204","F","Manfoueté",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,2751.33707646763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5658.04995366291,0,0,0,0,0,0,0,0,0,34448.7851400482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5658.04995366291,34448.7851400482
"119","Bélé",0,1,0,"D205","F","Dongou",1,"Adulte",0,0,0,0,0,0,0,0,0,2791.4066964964,2505.35874039323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5333.64677504892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2791.4066964964,5333.64677504892
"120","Bélé",0,0,1,"D206","M","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5333.64677504892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5333.64677504892,5333.64677504892
"121","Bélé",0,1,0,"D207","M","Dongou",NA,"Adulte",0,0,0,0,0,0,0,8295.80292917949,3497.38461590737,2791.4066964964,2505.35874039323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26396.9267075426,0,0,0,0,0,0,72109.9021879649,0,0,61582.2623655985,0,35063.672240396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17346.364818361,72109.9021879649
"122","Bélé",0,0,1,"D208","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19627.4237488695,26396.9267075426,0,5333.64677504892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19627.4237488695,26396.9267075426
"123","Bélé",0,0,0,"D209","M","Boleiké",NA,"Adolescent",0,0,0,0,0,0,0,0,0,2791.4066964964,2505.35874039323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19627.4237488695,26396.9267075426,12376.5971844311,5333.64677504892,0,0,0,0,0,0,0,0,0,35063.672240396,0,0,0,0,0,0,0,0,0,0,24693.3636136938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16002.0104666503,35063.672240396
"124","Tangassi",0,0,1,"D21","M","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19585.6422834691,12275.0503092527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15930.3462963609,19585.6422834691
"125","Bélé",0,1,0,"D210","F","Manfoueté",2,"Adulte",0,0,0,0,0,0,0,8295.80292917949,3497.38461590737,2791.4066964964,2505.35874039323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26396.9267075426,0,5333.64677504892,0,0,0,0,0,0,0,0,0,35063.672240396,0,0,0,0,0,0,0,0,0,0,24693.3636136938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6814.7248521142,35063.672240396
"126","Bélé",0,0,1,"D211","M","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5333.64677504892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5333.64677504892,5333.64677504892
"127","Bélé",0,1,0,"D212","F","Boucy-boucy",1,"Adulte",0,0,0,0,0,0,0,0,0,0,2505.35874039323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19627.4237488695,26396.9267075426,12376.5971844311,5333.64677504892,0,0,0,0,0,0,0,0,0,35063.672240396,0,0,0,0,0,0,0,0,0,0,24693.3636136938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19627.4237488695,35063.672240396
"128","Bélé",0,1,0,"D213","M","Dongou",1,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19627.4237488695,26396.9267075426,12376.5971844311,0,0,0,0,0,72109.9021879649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23012.175228206,72109.9021879649
"129","Bélé",0,1,0,"D214","M","Boucy-boucy",3,"Adulte",0,0,0,0,0,0,0,0,3497.38461590737,2791.4066964964,2505.35874039323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72109.9021879649,0,0,61582.2623655985,0,0,0,0,0,0,0,0,0,0,0,0,24693.3636136938,787953.284553584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13847.8572175168,0,0,0,0,0,0,0,19270.6104156053,787953.284553584
"130","Bélé",0,0,0,"D215","M","Boucy-boucy",NA,"Adolescent",0,0,0,0,0,0,0,0,3497.38461590737,2791.4066964964,2505.35874039323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26396.9267075426,0,0,0,0,0,0,0,0,0,0,0,35063.672240396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3497.38461590737,35063.672240396
"131","Bélé",0,0,1,"D216","M","Djoumbélé",NA,"Enfant",0,0,0,0,0,0,0,0,3497.38461590737,2791.4066964964,2505.35874039323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26396.9267075426,0,5333.64677504892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3497.38461590737,26396.9267075426
"132","Bélé",0,0,1,"D217","M","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,3497.38461590737,2791.4066964964,2505.35874039323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5333.64677504892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3144.39565620188,5333.64677504892
"133","Bélé",0,0,1,"D218","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5333.64677504892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5333.64677504892,5333.64677504892
"134","Bélé",0,1,0,"D219","F",NA,3,"Adulte",0,0,0,0,0,0,0,8295.80292917949,3497.38461590737,2791.4066964964,2505.35874039323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5333.64677504892,0,0,0,0,0,0,0,0,0,35063.672240396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4415.51569547814,35063.672240396
"135","Tangassi",0,1,0,"D22","F","Boucy-boucy",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12275.0503092527,0,40297.0946600054,0,6762.36652573667,0,0,34579.689811197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23427.3700602249,40297.0946600054
"136","Mokelegnegné",0,1,0,"D220","F","Boucy-boucy",3,"Adulte",0,0,0,0,0,0,0,0,0,0,0,2514.98629376875,2505.35874039323,2988.70771345522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222146.174721695,0,0,0,0,0,0,0,0,36226.8389252529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2988.70771345522,222146.174721695
"137","Mokelegnegné",0,1,0,"D221","M","Djoumbelé",3,"Adulte",0,0,0,0,0,0,0,10050.1797761957,0,0,0,2514.98629376875,2505.35874039323,2988.70771345522,0,39508.7736551987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63169.4925365754,73718.4232287039,0,0,0,0,0,0,0,0,0,0,0,0,123472.925954022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96391.1601056391,0,39508.7736551987,123472.925954022
"138","Mokelegnegné",0,0,1,"D222","M","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2925.08005972534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2925.08005972534,2925.08005972534
"139","Mokelegnegné",0,0,1,"D223","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2925.08005972534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2925.08005972534,2925.08005972534
"140","Massendjo",0,1,0,"D224","F","Boucy-boucy",2,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74090.6193816399,0,0,0,0,0,0,0,0,104765.263542413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18396.4026715583,0,0,0,74090.6193816399,104765.263542413
"141","Mokelegnegné",0,0,1,"D225","F","Mabanga",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2925.08005972534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2925.08005972534,2925.08005972534
"142","Ndzoumbele",0,1,0,"D226","M","Bangui",4,"Adulte",0,0,0,0,0,0,0,0,0,0,0,2834.3803949911,2791.4066964964,3223.42620362349,0,0,0,0,0,0,0,0,0,0,0,0,0,27589.1354724031,0,0,0,0,0,0,73789.2882476169,0,35071.0231828385,0,0,0,0,0,0,0,0,0,0,0,0,0,25045.2370922633,790524.105499889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26317.1862823332,790524.105499889
"143","Massendjo",0,0,1,"D227","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"144","Ndzoumbele",0,1,0,"D228","F","Boucy-boucy",2,"Adulte",0,0,0,0,0,0,0,0,0,0,0,2834.3803949911,2791.4066964964,3223.42620362349,0,0,0,0,0,0,0,0,0,0,0,0,0,27589.1354724031,12995.5639725197,2607.82450737035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3028.9032993073,27589.1354724031
"145","Massendjo",0,0,1,"D229","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74090.6193816399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74090.6193816399,74090.6193816399
"146","Tangassi",0,1,0,"D23","M","Boucy-boucy",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12275.0503092527,27109.7541607748,0,0,0,0,0,34579.689811197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27109.7541607748,34579.689811197
"147","Ndzoumbele",0,0,1,"D230","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"148","Ndzoumbele",0,0,1,"D231","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"149","Ndzoumbele",0,1,0,"D232","F","Boucy-boucy",2,"Adulte",0,0,0,0,0,0,0,0,0,0,0,2834.3803949911,2791.4066964964,3223.42620362349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12995.5639725197,0,0,0,0,0,73789.2882476169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3223.42620362349,73789.2882476169
"150","Ndzoumbele",0,0,1,"D233","M","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27589.1354724031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27589.1354724031,27589.1354724031
"151","Ndzoumbele",0,0,1,"D234","M","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,10173.1261712404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27589.1354724031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18881.1308218218,27589.1354724031
"152","Mabanga1",0,0,1,"D235","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"153","Mabanga1",0,0,1,"D236","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"154","Mabanga1",0,0,1,"D237","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,2140.44170579944,0,0,0,0,0,0,0,0,0,0,0,0,20837.7484789239,27586.0464578209,13588.9132260765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17213.3308525002,27586.0464578209
"155","Mabanga1",0,0,1,"D238","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"156","Mabanga1",0,1,0,"D239","M","Manfoueté",4,"Adulte",0,0,0,0,0,0,0,0,3544.52508164835,2834.3803949911,2514.98629376875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27586.0464578209,0,0,0,0,0,0,73207.2178183462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788623.668405881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15565.2857697346,788623.668405881
"157","Cacao",0,1,0,"D24","M","Botanga",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15633.2957253897,0,0,0,0,0,0,32231.654925458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23932.4753254238,32231.654925458
"158","Mabanga1",0,1,0,"D240","F","Boucy-boucy",NA,"Adulte",0,0,0,0,0,0,0,0,3544.52508164835,2834.3803949911,2514.98629376875,0,0,2140.44170579944,0,0,0,0,0,0,0,0,0,0,0,0,0,27586.0464578209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2834.3803949911,27586.0464578209
"159","Mabanga1",0,1,0,"D241","M","Boucy-boucy",NA,"Adulte",0,0,0,0,0,0,0,0,3544.52508164835,2834.3803949911,2514.98629376875,0,0,2140.44170579944,0,0,0,0,0,0,0,0,0,0,0,0,0,27586.0464578209,13588.9132260765,0,0,0,0,0,73207.2178183462,0,0,0,0,34133.983218443,0,0,0,0,0,0,0,0,0,0,23519.2679299373,788623.668405881,238881.347947113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20582.0174579469,0,0,0,22050.6426939421,788623.668405881
"160","Mabanga1",0,0,1,"D242","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"161","Mabanga1",0,0,1,"D243","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
