"","Nomducampement","Old_person","Adulte","Enfant","MY.REFERENCE","Sexe","Lieu.de.naissance.coded","Est.ce.que.la.personne.à.des.enfants.....La.personne.à.des.enfants....Combien.d.enfants.en.vie","Tranche.d.age","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","median","max"
"49","Bokombo6",0,0,1,"D142","M",NA,NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,6352.45743146931,0,0,0,0,0,0,0,0,0,0,0,0,12758.0635163911,19234.9026806827,6473.81066838884,10505.9049949835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10505.9049949835,19234.9026806827
"50","Bokombo6",1,1,0,"D143","F","Mafoueté",NA,"Personne âgée",0,0,0,0,0,0,0,0,9425.83579585972,9015.86613051078,8905.00801456038,8413.83337070554,7263.6200529529,6352.45743146931,5396.98248393366,0,0,0,0,0,0,0,0,0,0,0,12758.0635163911,19234.9026806827,6473.81066838884,10505.9049949835,213692.346099126,35998.8220861696,0,0,0,0,0,0,0,0,0,80693.5044424441,0,113085.273049256,0,0,0,0,0,153077.051704543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9965.8703954216,213692.346099126
"51","Bokombo6",0,0,0,"D144","F","Ikouangala",NA,"Adolescent",0,0,0,0,0,0,0,0,0,0,0,0,0,6352.45743146931,0,0,0,0,0,0,0,0,0,0,0,0,12758.0635163911,19234.9026806827,6473.81066838884,10505.9049949835,0,0,0,0,64881.5344654317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11631.9842556873,64881.5344654317
"52","Bokombo6",1,1,0,"D145","F","Dongou",NA,"Personne âgée",0,0,0,0,0,0,0,0,9425.83579585972,9015.86613051078,8905.00801456038,0,0,6352.45743146931,5396.98248393366,0,0,0,0,0,0,0,0,0,0,0,0,19234.9026806827,6473.81066838884,10505.9049949835,0,0,0,0,64881.5344654317,0,0,0,77622.720628387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9220.85096318525,77622.720628387
"53","Bokombo6",0,0,1,"D146","M","Ikouangala",NA,"Enfant",0,0,0,0,0,0,0,0,9425.83579585972,9015.86613051078,8905.00801456038,8413.83337070554,7263.6200529529,6352.45743146931,5396.98248393366,0,0,0,0,0,0,0,0,0,0,0,0,19234.9026806827,0,10505.9049949835,0,0,44855.0497545116,0,64881.5344654317,33265.9697663412,0,0,77622.720628387,39233.4773684956,0,80693.5044424441,0,0,0,105138.66997168,0,0,0,153077.051704543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19234.9026806827,153077.051704543
"54","Bokombo6",0,0,0,"D147","M","Boucy-boucy",NA,"Adolescent",0,0,0,0,0,0,0,0,9425.83579585972,9015.86613051078,8905.00801456038,8413.83337070554,7263.6200529529,0,0,0,0,0,0,0,0,0,0,0,0,0,12758.0635163911,19234.9026806827,6473.81066838884,10505.9049949835,213692.346099126,35998.8220861696,44855.0497545116,54277.0436324484,64881.5344654317,0,0,0,0,39233.4773684956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12758.0635163911,213692.346099126
"55","Bokombo6",0,1,0,"D148","F","Manfoueté",NA,"Adulte",0,0,0,0,0,0,0,0,9425.83579585972,9015.86613051078,8905.00801456038,8413.83337070554,7263.6200529529,6352.45743146931,0,0,0,0,0,0,0,0,0,0,0,0,12758.0635163911,19234.9026806827,6473.81066838884,10505.9049949835,213692.346099126,35998.8220861696,44855.0497545116,54277.0436324484,64881.5344654317,0,0,0,77622.720628387,39233.4773684956,0,80693.5044424441,0,113085.273049256,0,105138.66997168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27616.8623834261,213692.346099126
"56","Bokombo6",0,1,0,"D149","M","Mimbelli",3,"Adulte",0,0,0,0,0,0,0,0,9425.83579585972,9015.86613051078,8905.00801456038,8413.83337070554,7263.6200529529,6352.45743146931,0,0,0,0,0,0,0,0,0,0,0,0,0,19234.9026806827,6473.81066838884,0,0,0,0,0,64881.5344654317,0,0,0,0,0,0,0,0,0,0,105138.66997168,0,0,0,0,0,782109.571461187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867975.15843956,0,0,9220.85096318525,867975.15843956
"57","Tangassi",0,0,1,"D15","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"58","Bokombo6",0,0,1,"D150","M","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19234.9026806827,6473.81066838884,10505.9049949835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10505.9049949835,19234.9026806827
"59","Bokombo6",0,0,0,"D151","M","Ikouangala",NA,"Adolescent",0,0,0,0,0,0,0,0,9425.83579585972,9015.86613051078,8905.00801456038,8413.83337070554,7263.6200529529,6352.45743146931,5396.98248393366,0,0,0,0,0,0,0,0,0,0,0,0,19234.9026806827,6473.81066838884,10505.9049949835,0,0,0,0,0,0,0,0,77622.720628387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8905.00801456038,77622.720628387
"60","Bokombo6",0,1,0,"D152","F","Ikouangala",2,"Adulte",0,0,0,0,0,0,0,0,9425.83579585972,9015.86613051078,8905.00801456038,8413.83337070554,7263.6200529529,6352.45743146931,5396.98248393366,0,0,0,0,0,0,0,0,0,0,0,0,19234.9026806827,0,10505.9049949835,0,0,0,0,64881.5344654317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8960.43707253558,64881.5344654317
"61","Bokombo6",0,1,0,"D153","M","Manfoueté",2,"Adulte",0,0,0,0,0,0,0,0,0,0,8905.00801456038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12758.0635163911,19234.9026806827,6473.81066838884,10505.9049949835,0,0,0,0,64881.5344654317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11631.9842556873,64881.5344654317
"62","Bokombo4",0,0,1,"D154","M","Ikouangala",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6611.59398735747,10326.1252766524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8468.85963200492,10326.1252766524
"63","Bokombo5",0,1,0,"D155","M","Sambala",12,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,6283.07872518024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6523.1688550731,0,0,0,0,0,64950.0156119648,0,0,0,0,0,0,80645.3511033993,0,113042.302631287,0,105071.459819934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72797.683357682,113042.302631287
"64","Bokombo3",0,0,0,"D156","F","Ikouangala",NA,"Adolescent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19453.7506002642,6592.19038016339,10286.447116239,0,0,0,0,65114.034404681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14870.0988582516,65114.034404681
"65","Bokombo3",0,1,0,"D157","F","Ikouangala",5,"Adulte",0,0,0,0,0,0,0,0,9196.92351274369,8784.68637014536,8673.03736072497,8185.9847241713,7033.65950594991,6121.54574779817,5166.76897095461,0,0,0,0,0,0,0,0,0,0,0,0,19453.7506002642,6592.19038016339,10286.447116239,0,0,0,0,65114.034404681,0,0,0,0,0,0,80582.5187882869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8728.86186543516,80582.5187882869
"66","Bokombo5",0,0,1,"D158","M","Ikouangala",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19304.6525880626,6523.1688550731,10448.0449667098,0,0,0,0,64950.0156119648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14876.3487773862,64950.0156119648
"67","Bokombo5",0,0,1,"D159","M","Ikouangala",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19304.6525880626,6523.1688550731,10448.0449667098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10448.0449667098,19304.6525880626
"68","Tangassi",0,0,1,"D16","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"69","Bokombo5",0,1,0,"D160","F","Bangui",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,6283.07872518024,0,0,0,0,0,0,0,0,0,0,0,0,0,19304.6525880626,6523.1688550731,10448.0449667098,0,0,0,0,64950.0156119648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10448.0449667098,64950.0156119648
"70","Bokombo5",0,0,1,"D161","M","Ikouangala",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19304.6525880626,6523.1688550731,10448.0449667098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10448.0449667098,19304.6525880626
"71","Bokombo5",0,1,0,"D162","F","Manfoueté",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,6283.07872518024,0,0,0,0,0,0,0,0,0,0,0,0,0,19304.6525880626,0,0,0,0,0,0,64950.0156119648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19304.6525880626,64950.0156119648
"72","Bokombo4",0,0,1,"D163","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19440.9745111851,0,10326.1252766524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14883.5498939188,19440.9745111851
"73","Bokombo4",0,0,1,"D164","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19440.9745111851,0,10326.1252766524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14883.5498939188,19440.9745111851
"74","Bokombo4",0,0,1,"D165","M","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6611.59398735747,10326.1252766524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8468.85963200492,10326.1252766524
"75","Bokombo4",0,0,1,"D166","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,8817.18370152087,8704.2857803465,8205.18279673866,7055.10601080221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6611.59398735747,10326.1252766524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8454.73428854258,10326.1252766524
"76","Bokombo4",0,1,0,"D167","F","Boucy-boucy",NA,"Adulte",0,0,0,0,0,0,0,0,9231.7126960029,8817.18370152087,8704.2857803465,8205.18279673866,7055.10601080221,6144.26805744313,5200.48293622521,0,0,0,0,0,0,0,0,0,0,0,0,19440.9745111851,0,10326.1252766524,0,0,0,54480.8664489706,65088.1183555963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8817.18370152087,65088.1183555963
"77","Bokombo4",0,1,0,"D168","M","Boucy-boucy",6,"Adulte",0,0,0,0,0,0,0,0,0,8817.18370152087,8704.2857803465,8205.18279673866,7055.10601080221,6144.26805744313,5200.48293622521,0,0,0,0,0,0,0,0,0,0,0,0,19440.9745111851,0,10326.1252766524,0,0,0,54480.8664489706,65088.1183555963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8760.73474093369,65088.1183555963
"78","Bokombo4",0,1,0,"D169","M","Manfoueté",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,6144.26805744313,0,0,0,0,0,0,0,0,0,0,0,0,0,19440.9745111851,6611.59398735747,10326.1252766524,0,0,0,0,65088.1183555963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10326.1252766524,65088.1183555963
"79","Cacao",0,1,0,"D17","F","Moangouma",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15633.2957253897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15633.2957253897,15633.2957253897
"80","Bokombo4",0,0,1,"D170","M","Ikouangala",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6611.59398735747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6611.59398735747,6611.59398735747
"81","Bokombo4",0,0,1,"D171","M","Manfoueté",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6611.59398735747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6611.59398735747,6611.59398735747
"82","Bokombo4",0,0,1,"D172","F","Ikouangala",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19440.9745111851,6611.59398735747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13026.2842492713,19440.9745111851
"83","Bokombo4",0,0,1,"D173","M","Ikouangala",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19440.9745111851,0,0,0,0,0,0,0,0,0,0,0,0,0,80560.9446742692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000.9595927272,80560.9446742692
"84","Bokombo3",0,1,0,"D174","M","Sambala",NA,"Adulte",0,0,18101.1348375999,0,0,0,0,0,0,0,0,0,0,6121.54574779817,0,0,0,0,0,0,0,0,0,0,0,0,0,19453.7506002642,6592.19038016339,10286.447116239,0,0,0,0,65114.034404681,0,0,0,77390.2411022632,39115.0904721189,0,0,0,112899.999649248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19453.7506002642,112899.999649248
"85","Bokombo3",0,0,1,"D175","M","Impfondo",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,6121.54574779817,0,0,0,0,0,0,0,0,0,0,0,0,0,19453.7506002642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104939.666627277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111340.063758823,62196.7086137707,111340.063758823
"86","Bokombo3",0,0,0,"D176","M","Ikouangala",NA,"Adolescent",0,0,0,0,0,0,11009.4573668447,0,0,0,0,0,0,6121.54574779817,0,0,0,0,0,0,0,0,0,0,0,0,0,19453.7506002642,0,10286.447116239,0,0,0,0,65114.034404681,0,0,0,77390.2411022632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15231.6039835545,77390.2411022632
"87","Bokombo4",0,1,0,"D177","F","Ikouangala",5,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,6144.26805744313,0,0,0,0,0,0,0,0,0,0,0,0,0,19440.9745111851,6611.59398735747,0,0,0,0,0,65088.1183555963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13026.2842492713,65088.1183555963
"88","Bokombo2",0,0,0,"D178","M","Manfoueté",NA,"Adolescent",0,0,17695.1811542511,0,0,0,0,0,0,0,0,0,0,6531.40763408982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6381.63241713026,10673.7074409004,0,0,0,0,0,0,0,0,0,0,0,80784.6146749581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10673.7074409004,80784.6146749581
"89","Bokombo1",1,1,0,"D179","F","Manfoueté",NA,"Personne âgée",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6498.46793330118,0,0,0,0,0,63814.6618497907,0,0,0,0,0,0,80767.8335424014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63814.6618497907,80767.8335424014
"90","Tangassi",0,0,1,"D18","M","Moangouma",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"91","Bokombo2",0,1,0,"D180","F","Manfoueté",NA,"Adulte",0,0,0,0,0,0,0,0,0,9193.61731621518,9083.53336429902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19064.2647373608,0,10673.7074409004,0,0,0,0,0,0,0,0,0,0,0,80784.6146749581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10673.7074409004,80784.6146749581
"92","Bokombo2",0,0,1,"D181","F","Ikouangala",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6381.63241713026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6381.63241713026,6381.63241713026
"93","Bokombo2",0,0,0,"D182","F","Ikouangala",NA,"Adolescent",0,0,17695.1811542511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19064.2647373608,0,10673.7074409004,0,0,0,0,64701.870602043,0,0,0,0,39330.526059355,0,0,0,0,0,105295.323128092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29197.3953983579,105295.323128092
"94","Bokombo1",0,0,1,"D183","M","Dongou",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12157.3219877252,18404.1286822817,6498.46793330118,11714.2267287846,0,0,0,0,63814.6618497907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12157.3219877252,63814.6618497907
"95","Bokombo1",0,0,1,"D184","F","Dongou",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12157.3219877252,18404.1286822817,6498.46793330118,11714.2267287846,0,0,0,0,63814.6618497907,0,0,0,78745.9651334468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15280.7253350035,78745.9651334468
"96","Bokombo1",0,0,1,"D185","M","Dongou",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18404.1286822817,6498.46793330118,11714.2267287846,0,0,0,0,63814.6618497907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15059.1777055332,63814.6618497907
"97","Bokombo1",0,0,1,"D186","M","Dongou",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12157.3219877252,18404.1286822817,6498.46793330118,0,0,0,0,0,63814.6618497907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15280.7253350035,63814.6618497907
"98","Bokombo1",0,0,1,"D187","M","Ikouangala",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18404.1286822817,6498.46793330118,0,0,0,0,0,63814.6618497907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18404.1286822817,63814.6618497907
"99","Bokombo1",0,1,0,"D188","F","Dongou",4,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6498.46793330118,0,0,0,0,0,0,0,0,0,78745.9651334468,0,0,80767.8335424014,0,0,0,0,0,0,0,154284.491523127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79756.8993379241,154284.491523127
"100","Bokombo1",1,1,0,"D189","F","Boucy-boucy",NA,"Personne âgée",0,0,0,0,0,0,0,0,10603.1419252897,10173.1261712404,10050.1797761957,9410.93299261464,8295.80292917949,7404.69054192718,6567.53089270693,0,0,0,0,0,0,0,0,0,0,0,0,18404.1286822817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9730.55638440519,18404.1286822817
"101","Tangassi",0,0,1,"D19","M","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"102","Bokombo1",0,0,1,"D190","F","Boucy-boucy",NA,"Enfant",0,0,0,0,0,0,0,0,10603.1419252897,10173.1261712404,10050.1797761957,9410.93299261464,8295.80292917949,7404.69054192718,6567.53089270693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11714.2267287846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9730.55638440519,11714.2267287846
"103","Bokombo1",0,1,0,"D191","M","Ikouangala",4,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12157.3219877252,18404.1286822817,6498.46793330118,11714.2267287846,0,0,0,0,63814.6618497907,0,0,0,78745.9651334468,0,0,80767.8335424014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18404.1286822817,80767.8335424014
