"","Nom.du.campement","Old_person","Adulte","Enfant...Notez.si.la.personne.est.un.enfant.","MY.REFERENCE","Sexe","Lieu.de.naissance.coded","Est.ce.que.la.personne.à.des.enfants.....La.personne.à.des.enfants....Combien.d.enfants.en.vie","Tranche.d.age","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","median","max"
"46","Essembo3",0,0,"Oui","E14","F","Essembo",NA,"Enfant",10275.0890789261,9026.49090692525,9001.65071215168,8905.02884124443,8890.21328437708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13244.7800260204,0,0,0,0,0,48705.5734973461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9026.49090692525,48705.5734973461
"47","Bopongo",0,0,"Oui","E140","F","Enyelle",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"48","Bopongo",0,1,"Non","E141","F","Enyelle",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2357.56544914674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6708.88196601732,0,0,0,0,0,0,23352.2033650519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6708.88196601732,23352.2033650519
"49","Bopongo",0,1,"Non","E142","F","Enyelle",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19929.2193508071,0,0,0,0,0,0,14843.8214571404,0,0,0,0,0,2357.56544914674,2531.45169856961,2617.16566830872,2813.93587762802,3079.55857038282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23352.2033650519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30029.1167153904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3079.55857038282,30029.1167153904
"50","Bopongo",0,1,"Non","E143","F","Enyelle",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14843.8214571404,0,0,0,0,0,2357.56544914674,2531.45169856961,2617.16566830872,2813.93587762802,3079.55857038282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23352.2033650519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30029.1167153904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2946.74722400542,30029.1167153904
"51","Bopongo",0,0,"Oui","E144","F","Enyelle",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"52","Bopongo",0,1,"Non","E145","M","Enyelle",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2357.56544914674,2531.45169856961,2617.16566830872,2813.93587762802,3079.55857038282,0,81882.2150312243,0,0,0,0,0,0,128616.80901772,0,34279.7378552076,6708.88196601732,0,0,0,0,0,0,23352.2033650519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4894.22026820007,128616.80901772
"53","Coconacoco1",0,0,"Oui","E146","F","Bongoye",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"54","Coconacoco1",0,1,"Non","E147","F","Bongoye",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2582.18169629846,0,0,0,53266.426700519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27924.3041984087,53266.426700519
"55","Coconacoco1",0,1,"Non","E148","M","Enyelle",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2582.18169629846,0,0,0,0,0,0,0,0,0,0,0,6652.88690832192,0,0,0,0,0,0,24242.0491909355,0,0,112379.664722652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237698.279295052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24242.0491909355,237698.279295052
"56","Coconacoco1",0,0,"Oui","E149","M","Enyelle",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"57","Essembo3",0,0,"Oui","E15","F","Bétou",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13244.7800260204,0,0,0,0,31907.5396058015,48705.5734973461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31907.5396058015,48705.5734973461
"58","Coconacoco1",0,0,"Oui","E150","M","Enyelle",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"59","Coconacoco1",0,0,"Non","E151","M","Enyelle",NA,"Adolescent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2582.18169629846,0,0,0,0,0,0,0,0,0,0,0,6652.88690832192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457244.124059387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6652.88690832192,457244.124059387
"60","Coconacoco1",0,1,"Non","E152","F","Enyelle",NA,"Adulte",9607.62189023133,10735.5263891123,0,0,0,0,0,0,0,0,0,0,0,0,19675.6752030935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2582.18169629846,0,0,0,0,0,0,0,0,0,0,0,6652.88690832192,0,0,0,0,0,0,24242.0491909355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10171.5741396718,24242.0491909355
"61","Coconacoco1",0,1,"Non","E153","M","Enyelle",NA,"Adulte",9607.62189023133,10735.5263891123,10774.0532101874,10828.4185018962,10798.0589953498,0,0,0,0,0,0,0,0,0,19675.6752030935,0,0,0,0,0,0,13984.8613850432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6652.88690832192,0,0,0,0,0,68181.0915340655,24242.0491909355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,10813.238748623,68181.0915340655
"62","Coconacoco1",0,0,"Oui","E154","M","Bongoye",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"63","Coconacoco1",0,0,"Oui","E155","M","Enyelle",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"64","Coconacoco1",0,1,"Non","E156","F","Enyelle",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73903.6858013115,81208.4510824006,0,53266.426700519,0,0,108170.384045428,0,0,0,33392.0266317909,6652.88690832192,0,0,0,0,0,0,24242.0491909355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53266.426700519,108170.384045428
"65","Coconacoco1",0,0,"Oui","E157","M","Bongoye",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"66","Coconacoco1",0,1,"Non","E158","F","Enyelle",NA,"Adulte",9607.62189023133,10735.5263891123,10774.0532101874,0,0,0,0,0,0,0,0,0,0,0,19675.6752030935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2582.18169629846,0,81208.4510824006,0,0,0,0,0,0,0,0,0,6652.88690832192,0,0,0,0,0,68181.0915340655,24242.0491909355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10774.0532101874,81208.4510824006
"67","Coconacoco1",0,0,"Oui","E159","M","Bongoye",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"68","Essembo3",0,0,"Oui","E16","F","Bétou",NA,"Enfant",10275.0890789261,9026.49090692525,9001.65071215168,8905.02884124443,8890.21328437708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13244.7800260204,0,0,0,0,0,48705.5734973461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9026.49090692525,48705.5734973461
"69","Coconacoco1",0,0,"Oui","E160","M","Enyelle",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2582.18169629846,0,0,0,0,0,0,0,0,0,0,0,6652.88690832192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4617.53430231019,6652.88690832192
"70","Coconacoco1",0,0,"Non","E161","F","Bongoye",NA,"Adolescent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53266.426700519,0,0,0,0,0,0,0,6652.88690832192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29959.6568044204,53266.426700519
"71","Coconacoco1",1,1,"Non","E162","F","Enyelle",NA,"Personne âgée",9607.62189023133,10735.5263891123,10774.0532101874,0,0,0,0,0,0,12598.2848102374,0,0,0,0,19675.6752030935,19580.9689624321,19524.6936489018,0,0,0,0,13984.8613850432,24904.7393500902,0,0,0,0,0,0,0,0,2582.18169629846,0,81208.4510824006,0,0,0,0,0,0,127962.015700203,0,0,6652.88690832192,0,0,0,0,0,0,24242.0491909355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16754.7775169725,127962.015700203
"72","Coconacoco1",0,0,"Oui","E163","M","Enyelle",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2582.18169629846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2582.18169629846,2582.18169629846
"73","Coconacoco1",0,1,"Non","E164","M","Mimbelli",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2582.18169629846,0,0,0,0,0,0,0,0,0,0,0,6652.88690832192,0,0,0,0,0,0,24242.0491909355,0,0,112379.664722652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15447.4680496287,112379.664722652
"74","Coconacoco1",0,0,"","E165","M","Coconacoco1",NA,"FALSE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"75","Coconacoco1",0,0,"Oui","E166","F","Mimbelli",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"76","Kombo1",1,1,"Non","E167","F","Kombo3",NA,"Personne âgée",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2357.56544914674,0,0,0,0,2542.59355596808,0,0,0,0,0,0,0,0,0,0,0,7005.84173453645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2542.59355596808,7005.84173453645
"77","Kombo1",0,0,"Oui","E168","M","",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2357.56544914674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005.84173453645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4681.70359184159,7005.84173453645
"78","Kombo1",0,0,"Oui","E169","M","",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2357.56544914674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005.84173453645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4681.70359184159,7005.84173453645
"79","Essembo3",0,0,"Oui","E17","M","Essembo4",NA,"Enfant",10275.0890789261,9026.49090692525,9001.65071215168,8905.02884124443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13244.7800260204,0,0,0,0,0,48705.5734973461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9650.78999292567,48705.5734973461
"80","Kombo1",0,0,"Oui","E170","M","",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2357.56544914674,0,0,0,0,2542.59355596808,0,0,0,0,0,0,0,0,0,0,0,7005.84173453645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2542.59355596808,7005.84173453645
"81","Kombo1",0,1,"Non","E171","F","Enyelle",2,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2357.56544914674,0,0,0,0,2542.59355596808,0,0,0,0,0,0,0,0,0,0,0,7005.84173453645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2542.59355596808,7005.84173453645
"82","Kombo1",0,0,"Oui","E172","M","Kombo2",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19537.3847515182,19449.3197348906,0,0,0,0,0,0,0,0,0,0,2357.56544914674,0,0,0,0,2542.59355596808,0,0,0,0,0,0,0,0,0,0,0,7005.84173453645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005.84173453645,19537.3847515182
"83","Kombo3",0,1,"Non","E173","M","Kombo3",1,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19518.8784520749,19432.0499759604,19359.2800027723,18946.8512903319,19129.8396164815,0,0,0,0,0,0,0,2617.16566830872,0,0,0,0,2617.30121187744,0,0,0,0,0,0,0,0,0,39195.5723493091,31667.9184107686,7093.19336956691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19244.5598096269,39195.5723493091
"84","Kombo1",0,0,"Oui","E174","M","Enyelle",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2357.56544914674,0,0,0,0,2542.59355596808,0,0,0,0,0,0,0,0,0,0,0,7005.84173453645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2542.59355596808,7005.84173453645
"85","Kombo1",1,1,"Non","E175","F","Enyelle",3,"Personne âgée",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2357.56544914674,0,0,0,0,2542.59355596808,0,0,0,0,0,0,0,0,0,0,0,7005.84173453645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2542.59355596808,7005.84173453645
"86","Coconacoco1",0,1,"Non","E176","M","Coconacoco1",1,"Adulte",9607.62189023133,10735.5263891123,10774.0532101874,10828.4185018962,10798.0589953498,0,0,12955.0782307496,12977.8931118836,12598.2848102374,12746.0179465365,10953.7693739688,14139.5606041099,15990.3990597066,19675.6752030935,19580.9689624321,19524.6936489018,19160.4939004812,19371.0216308264,19358.9152112673,17846.3781995436,13984.8613850432,24904.7393500902,21946.8644534212,0,0,0,0,0,0,0,0,0,81208.4510824006,0,0,0,0,0,117610.508735199,127962.015700203,40880.1029341965,33392.0266317909,6652.88690832192,14499.6710792516,58453.4686234327,75486.6758008606,80486.8777610219,41361.8841592677,68181.0915340655,24242.0491909355,65940.1153026189,91658.0122988631,112379.664722652,68435.0786106986,100441.161297675,44944.9802882073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19580.9689624321,127962.015700203
"87","Kombo3",0,1,"Non","E177","F","Enyelle",0,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2617.16566830872,0,0,0,0,2617.30121187744,0,0,0,0,0,0,0,0,0,39195.5723493091,31667.9184107686,7093.19336956691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7093.19336956691,39195.5723493091
"88","Kombo3",0,1,"Non","E178","F","Molapa_EN",1,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2617.16566830872,0,0,0,0,2617.30121187744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25912.7851588169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2617.30121187744,25912.7851588169
"89","Kombo3",0,0,"Oui","E179","F","Kombo3",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2617.16566830872,0,0,0,0,2617.30121187744,0,0,0,0,0,0,0,0,0,0,0,7093.19336956691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2617.30121187744,7093.19336956691
"90","Essembo4",1,1,"Non","E18","F","Enyelle",5,"Personne âgée",10028.8647641748,8773.88902760722,8752.44321399952,8647.3194405183,8621.10521153866,8049.97464181772,8093.84473206825,6208.26797882981,0,6601.61311866511,6466.41355575099,0,5304.1293069476,3255.60333069605,0,0,0,0,0,0,0,16093.2466025043,5747.42713296562,0,19160.4939004812,19622.1657079122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12965.2473476724,0,0,0,0,0,49033.494201892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8634.21232602848,49033.494201892
"91","Kombo3",0,1,"Non","E180","F","Enyelle",0,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2617.16566830872,0,0,0,0,2617.30121187744,0,0,0,0,0,0,0,0,0,0,0,7093.19336956691,0,0,0,0,0,0,25912.7851588169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4855.24729072217,25912.7851588169
"92","Kombo2",0,0,"Oui","E181","M","Kombo2",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2531.45169856961,0,0,0,0,2616.32902109827,0,0,0,0,0,0,0,0,0,0,0,7089.40877028868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2616.32902109827,7089.40877028868
"93","Kombo2",0,1,"Non","E182","F","Enyelle",2,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2531.45169856961,0,0,0,0,2616.32902109827,0,79839.8454371039,0,0,0,0,0,0,0,0,31751.9115183544,7089.40877028868,0,0,0,0,0,0,25823.6831635475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16456.5459669181,79839.8454371039
"94","Kombo2",0,0,"Oui","E183","M","Kombo2",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2531.45169856961,0,0,0,0,2616.32902109827,0,0,0,0,0,0,0,0,0,0,0,7089.40877028868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2616.32902109827,7089.40877028868
