"Region","men_mean","men_median","women_mean","women_median","t_statistic","t_p_value","wilcox_statistic","wilcox_p_value","men_n","women_n"
"Macao",19613.5937787765,9646.48533076925,8207.15609542975,8919.50767534176,2.15448921652276,0.0425352355965383,846.5,0.070836963097588,22,61
