"Region","men_mean","men_median","women_mean","women_median","t_statistic","t_p_value","wilcox_statistic","wilcox_p_value","men_n","women_n"
"Dongou",NA,NA,117937.836025651,117937.836025651,NA,NA,NA,NA,0,1
"Macao",19613.5937787765,9646.48533076925,8207.15609542975,8919.50767534176,2.15448921652276,0.0425352355965383,846.5,0.070836963097588,22,61
"Enyelle",24375.5630354071,3139.53928314682,15432.2562277623,3093.35346390866,0.538767965235928,0.602795043064498,71.5,0.860330210235157,8,17
"Betou",5698.59648882935,5708.90439786797,6216.11159561771,1211.96981216187,-0.154324151031054,0.8801202567939,43,0.338796506298744,6,11
"Minganga",11669.5407963493,9048.21930866274,14689.2332957664,9185.81149924313,-1.09668655513116,0.274594066249121,2538.5,0.61203614347478,60,89
