"men_mean","men_median","women_mean","women_median","t_statistic","p_value","wilcox_result","wilcox_p_value"
96925.9007842712,35930.1704162001,49479.5679850968,24181.0382498007,2.22247590304672,0.0277657258092169,4004.5,0.004902941252609
