"residence_camp","ref","sex","birthplace","age","name","distance","activity","region"
"Coconacoco1","E162","F","Enyelle","Personne âgée","V41",127962.015700203,"bantu_work","enyelle"
"Coconacoco1","E162","F","Enyelle","Personne âgée","V51",24242.0491909355,"bantu_work","enyelle"
"Coconacoco1","E164","M","Mimbelli","Adulte","V54",112379.664722652,"bantu_work","enyelle"
"Coconacoco1","E176","M","Coconacoco1","Adulte","V34",81208.4510824006,"bantu_work","enyelle"
"Coconacoco1","E176","M","Coconacoco1","Adulte","V41",127962.015700203,"bantu_work","enyelle"
"Coconacoco1","E176","M","Coconacoco1","Adulte","V48",80486.8777610219,"bantu_work","enyelle"
"Kombo2","E186","F","Kombo1","Adulte","V48",80952.4794161211,"bantu_work","enyelle"
"Bopongo","E197","F","Bissambi","Adulte","V61",250156.828172004,"bantu_work","enyelle"
"Lokoko6","E2","F","Enyelle","Personne âgée","V44",4450.69474488852,"bantu_work","enyelle"
"Essembo3","E20","F","Bétou","Adulte","V44",13244.7800260204,"bantu_work","enyelle"
"Bopongo","E200","F","Mimbelli","Adulte","V44",6708.88196601732,"bantu_work","enyelle"
"Bopongo","E202","M","Mimbelli","Personne âgée","V34",81882.2150312243,"bantu_work","enyelle"
"Bopongo","E202","M","Mimbelli","Personne âgée","V58",841325.91730373,"bantu_work","enyelle"
"Bopongo","E205","M","Midjoukou","Personne âgée","V34",81882.2150312243,"bantu_work","enyelle"
"Bopongo","E205","M","Midjoukou","Personne âgée","V41",128616.80901772,"bantu_work","enyelle"
"Bopongo","E205","M","Midjoukou","Personne âgée","V46",58543.9197384673,"bantu_work","enyelle"
"Coconacoco1","E220","F","Enyelle","Adulte","V44",6652.88690832192,"bantu_work","enyelle"
"Coconacoco1","E221","M","Dongou","Adulte","V58",840993.687050383,"bantu_work","enyelle"
"Coconacoco1","E223","F","Coconacoco1","Adulte","V44",6652.88690832192,"bantu_work","enyelle"
"Coconacoco1","E231","M","Enyelle","Personne âgée","V34",81208.4510824006,"bantu_work","enyelle"
"Coconacoco1","E231","M","Enyelle","Personne âgée","V88",857473.099030219,"bantu_work","enyelle"
"Coconacoco1","E237","F","Coconacoco1","Adulte","V44",6652.88690832192,"bantu_work","enyelle"
"Coconacoco1","E239","M","Kombo1","Adulte","V44",6652.88690832192,"bantu_work","enyelle"
"Coconacoco2","E241","F","Coconacoco2","Personne âgée","V44",7091.28187354173,"bantu_work","enyelle"
"Coconacoco2","E246","M","Mimbelli","Adulte","V34",81029.9133483854,"bantu_work","enyelle"
"Coconacoco2","E246","M","Mimbelli","Adulte","V41",127770.29352969,"bantu_work","enyelle"
"Coconacoco2","E246","M","Mimbelli","Adulte","V57",44564.7007626967,"bantu_work","enyelle"
"Coconacoco2","E246","M","Mimbelli","Adulte","V60",163486.629307835,"bantu_work","enyelle"
"Coconacoco2","E246","M","Mimbelli","Adulte","V68",302295.468865634,"bantu_work","enyelle"
"Coconacoco2","E246","M","Mimbelli","Adulte","V71",225491.607016495,"bantu_work","enyelle"
"Ngouanguébé","E25","M","Enyelle","Adulte","V22",12387.8460156948,"bantu_work","enyelle"
"Ngouanguébé","E25","M","Enyelle","Adulte","V44",12462.9599598933,"bantu_work","enyelle"
"Coconacoco2","E255","M","Mimbelli","Adulte","V34",81029.9133483854,"bantu_work","enyelle"
"Coconacoco2","E262","M","Mimbelli","Adulte","V36",53065.970043412,"bantu_work","enyelle"
"Coconacoco2","E266","F","Enyelle","Adulte","V43",33475.606540725,"bantu_work","enyelle"
"Coconacoco2","E279","M","Mimbelli","Adulte","V33",73727.1940624267,"bantu_work","enyelle"
"Essembo5","E29","F","Enyelle","Adulte","V34",90705.457147266,"bantu_work","enyelle"
"Essembo5","E29","F","Enyelle","Adulte","V41",137357.536142891,"bantu_work","enyelle"
"Essembo5","E31","M","Enyelle","Personne âgée","V41",137357.536142891,"bantu_work","enyelle"
"Essembo5","E31","M","Enyelle","Personne âgée","V82",256778.224352562,"bantu_work","enyelle"
"Essembo1","E32","M","Essembo1","Adulte","V44",13380.3346973944,"bantu_work","enyelle"
"Essembo1","E35","M","Enyelle","Adolescent","V44",13380.3346973944,"bantu_work","enyelle"
"Essembo1","E35","M","Enyelle","Adolescent","V61",270077.732206686,"bantu_work","enyelle"
"Essembo1","E37","F","Enyelle","Personne âgée","V44",13380.3346973944,"bantu_work","enyelle"
"Misseké","E39","F","Mokinda","Adulte","V44",9716.33069989258,"bantu_work","enyelle"
"Misseké","E41","F","Essembo","Adulte","V44",9716.33069989258,"bantu_work","enyelle"
"Misseké","E44","F","Enyelle","Adulte","V51",33690.2187778622,"bantu_work","enyelle"
"Mossomé","E45","M","Bétou","Adulte","V44",7001.53454423299,"bantu_work","enyelle"
"Mossomé","E47","F","Enyelle","Adulte","V44",7001.53454423299,"bantu_work","enyelle"
"Mossomé","E47","F","Enyelle","Adulte","V51",32081.8784471813,"bantu_work","enyelle"
"Mossomé","E48","F","","Adulte","V44",7001.53454423299,"bantu_work","enyelle"
"Likeko","E5","F","Enyelle","Personne âgée","V44",13602.8003664751,"bantu_work","enyelle"
"Mossomé","E50","F","Landza","Adulte","V22",12331.2572009051,"bantu_work","enyelle"
"Mossomé","E50","F","Landza","Adulte","V44",7001.53454423299,"bantu_work","enyelle"
"Mossomé","E50","F","Landza","Adulte","V51",32081.8784471813,"bantu_work","enyelle"
"Lokoko6","E51","F","Bétou","Adulte","V44",4450.69474488852,"bantu_work","enyelle"
"Lokoko4","E53","M","Enyelle","Adulte","V44",4347.54775612813,"bantu_work","enyelle"
"Lokoko4","E54","F","Mokinda","Personne âgée","V22",13540.9661181204,"bantu_work","enyelle"
"Lokoko4","E54","F","Mokinda","Personne âgée","V44",4347.54775612813,"bantu_work","enyelle"
"Lokoko2","E58","M","Bétou","Adulte","V43",35309.5206499062,"bantu_work","enyelle"
"Lokoko4","E59","F","Enyelle","Adulte","V44",4347.54775612813,"bantu_work","enyelle"
"Lokoko4","E60","F","Enyelle","Adolescent","V44",4347.54775612813,"bantu_work","enyelle"
"Mossomé","E64","M","Enyelle","Adulte","V82",250463.993267774,"bantu_work","enyelle"
"Lokoko2","E68","F","Enyelle","Adulte","V44",4233.33634140066,"bantu_work","enyelle"
"Lokoko6","E70","F","Lokoko6","Adulte","V44",4450.69474488852,"bantu_work","enyelle"
"Lokoko6","E72","M","Essembo","Adolescent","V44",4450.69474488852,"bantu_work","enyelle"
"Lokoko1","E78","M","Bétou","Adulte","V41",134228.206462348,"bantu_work","enyelle"
"Lokoko1","E78","M","Bétou","Adulte","V96",114745.143966473,"bantu_work","enyelle"
"Likeko","E8","F","Enyelle","Adulte","V44",13602.8003664751,"bantu_work","enyelle"
"Likeko","E9","F","Essembo","Adulte","V44",13602.8003664751,"bantu_work","enyelle"
"Lokoko4","E92","F","Lokoko4","Adulte","V44",4347.54775612813,"bantu_work","enyelle"
"Lokoko1","E94","M","Enyelle","Adulte","V56",90858.1928830056,"bantu_work","enyelle"
"Lokoko1","E94","M","Enyelle","Adulte","V58",849647.153430404,"bantu_work","enyelle"
"Lokoko1","E97","F","Bétou","Adulte","V44",3019.91995986196,"bantu_work","enyelle"
"Lokoko1","E98","F","Bissambi","Adulte","V44",3019.91995986196,"bantu_work","enyelle"
"Lokoko1","E99","F","Essembo","Adulte","V44",3019.91995986196,"bantu_work","enyelle"
"Sobé","E106","F","Enyelle","Adolescent","V27",3079.55857038282,"dance","enyelle"
"Molapa_EN","E108","F","Enyelle","Adulte","V27",2813.93587762802,"dance","enyelle"
"Molapa_EN","E108","F","Enyelle","Adulte","V51",26090.9734223986,"dance","enyelle"
"Molapa_EN","E110","M","Enyelle","Adolescent","V27",2813.93587762802,"dance","enyelle"
"Molapa_EN","E110","M","Enyelle","Adolescent","V51",26090.9734223986,"dance","enyelle"
"Kombo2","E115","F","Enyelle","Adolescent","V41",126619.517893532,"dance","enyelle"
"Kombo2","E121","F","Enyelle","Adulte","V27",2531.45169856961,"dance","enyelle"
"Kombo2","E121","F","Enyelle","Adulte","V41",126619.517893532,"dance","enyelle"
"Kombo2","E121","F","Enyelle","Adulte","V42",39271.8686010244,"dance","enyelle"
"Kombo2","E123","F","Enyelle","Adolescent","V27",2531.45169856961,"dance","enyelle"
"Kombo2","E124","F","Enyelle","Personne âgée","V27",2531.45169856961,"dance","enyelle"
"Kombo2","E125","F","Enyelle","Adolescent","V27",2531.45169856961,"dance","enyelle"
"Kombo2","E127","F","Enyelle","Adolescent","V27",2531.45169856961,"dance","enyelle"
"Bopongo","E129","M","Boyelé","Adulte","V43",34279.7378552076,"dance","enyelle"
"Bopongo","E129","M","Boyelé","Adulte","V49",42169.0688285627,"dance","enyelle"
"Bopongo","E132","M","Boyelé","Adulte","V43",34279.7378552076,"dance","enyelle"
"Bopongo","E134","F","Enyelle","Adulte","V51",23352.2033650519,"dance","enyelle"
"Bopongo","E143","F","Enyelle","Adulte","V22",14843.8214571404,"dance","enyelle"
"Coconacoco1","E147","F","Bongoye","Adulte","V27",897.624516587003,"dance","enyelle"
"Coconacoco1","E147","F","Bongoye","Adulte","V31",1924.38521307363,"dance","enyelle"
"Coconacoco1","E151","M","Enyelle","Adolescent","V27",897.624516587003,"dance","enyelle"
"Coconacoco1","E151","M","Enyelle","Adolescent","V83",457244.124059387,"dance","enyelle"
"Coconacoco1","E152","F","Enyelle","Adulte","V27",897.624516587003,"dance","enyelle"
"Coconacoco1","E152","F","Enyelle","Adulte","V51",24242.0491909355,"dance","enyelle"
"Coconacoco1","E156","F","Enyelle","Adulte","V43",33392.0266317909,"dance","enyelle"
"Coconacoco1","E158","F","Enyelle","Adulte","V27",897.624516587003,"dance","enyelle"
"Coconacoco1","E161","F","Bongoye","Adolescent","V27",897.624516587003,"dance","enyelle"
"Coconacoco1","E162","F","Enyelle","Personne âgée","V27",897.624516587003,"dance","enyelle"
"Coconacoco1","E164","M","Mimbelli","Adulte","V27",897.624516587003,"dance","enyelle"
"Coconacoco1","E176","M","Coconacoco1","Adulte","V42",40880.1029341965,"dance","enyelle"
"Coconacoco1","E176","M","Coconacoco1","Adulte","V43",33392.0266317909,"dance","enyelle"
"Bopongo","E196","F","Mimbelli","Adulte","V43",34279.7378552076,"dance","enyelle"
"Bopongo","E205","M","Midjoukou","Personne âgée","V50",68477.1147491677,"dance","enyelle"
"Bopongo","E205","M","Midjoukou","Personne âgée","V58",841325.91730373,"dance","enyelle"
"Bopongo","E205","M","Midjoukou","Personne âgée","V61",250156.828172004,"dance","enyelle"
"Bopongo","E206","F","Mimbelli","Adulte","V58",841325.91730373,"dance","enyelle"
"Coconacoco1","E215","F","Enyelle","Personne âgée","V43",33392.0266317909,"dance","enyelle"
"Coconacoco1","E238","F","Enyelle","Personne âgée","V43",33392.0266317909,"dance","enyelle"
"Coconacoco1","E239","M","Kombo1","Adulte","V66",154586.216917405,"dance","enyelle"
"Coconacoco2","E246","M","Mimbelli","Adulte","V90",1080569.30146435,"dance","enyelle"
"Coconacoco2","E248","F","Bongoye","Personne âgée","V61",249943.286085343,"dance","enyelle"
"Ngouanguébé","E25","M","Enyelle","Adulte","V23",8176.21653346782,"dance","enyelle"
"Coconacoco2","E262","M","Mimbelli","Adulte","V50",68642.9260681508,"dance","enyelle"
"Coconacoco2","E272","F","Mimputu","Adulte","V43",33475.606540725,"dance","enyelle"
"Essembo1","E32","M","Essembo1","Adulte","V8",6760.86337963812,"dance","enyelle"
"Essembo1","E34","F","Enyelle","Personne âgée","V49",31972.0951744132,"dance","enyelle"
"Essembo1","E37","F","Enyelle","Personne âgée","V49",31972.0951744132,"dance","enyelle"
"Misseké","E39","F","Mokinda","Adulte","V50",52247.007957094,"dance","enyelle"
"Mossomé","E47","F","Enyelle","Adulte","V14",3147.6351801515,"dance","enyelle"
"Mossomé","E48","F","","Adulte","V22",12331.2572009051,"dance","enyelle"
"Mossomé","E48","F","","Adulte","V23",11928.8761232257,"dance","enyelle"
"Mossomé","E48","F","","Adulte","V51",32081.8784471813,"dance","enyelle"
"Mossomé","E50","F","Landza","Adulte","V23",11928.8761232257,"dance","enyelle"
"Lokoko4","E53","M","Enyelle","Adulte","V51",29044.3763270482,"dance","enyelle"
"Lokoko2","E58","M","Bétou","Adulte","V51",28900.6169470762,"dance","enyelle"
"Lokoko4","E59","F","Enyelle","Adulte","V51",29044.3763270482,"dance","enyelle"
"Mossomé","E64","M","Enyelle","Adulte","V50",55204.0192265266,"dance","enyelle"
"Lokoko6","E72","M","Essembo","Adolescent","V22",13673.3819162045,"dance","enyelle"
"Lokoko6","E72","M","Essembo","Adolescent","V23",14256.8995803071,"dance","enyelle"
"Lokoko1","E76","F","Enyelle","Adulte","V51",27815.2965443691,"dance","enyelle"
"Lokoko1","E94","M","Enyelle","Adulte","V22",13746.0410701778,"dance","enyelle"
"Lokoko1","E94","M","Enyelle","Adulte","V35",72659.814561325,"dance","enyelle"
"Lokoko1","E94","M","Enyelle","Adulte","V45",12642.1582359906,"dance","enyelle"
"Sobé","E104","M","Enyelle","Adulte","V22",12364.9746863724,"fam_visit","enyelle"
"Sobé","E104","M","Enyelle","Adulte","V42",40683.8383252678,"fam_visit","enyelle"
"Sobé","E104","M","Enyelle","Adulte","V43",32727.5660295331,"fam_visit","enyelle"
"Sobé","E104","M","Enyelle","Adulte","V51",25743.5000152573,"fam_visit","enyelle"
"Molapa_EN","E108","F","Enyelle","Adulte","V42",38987.7735191422,"fam_visit","enyelle"
"Molapa_EN","E110","M","Enyelle","Adolescent","V32",2750.73813670969,"fam_visit","enyelle"
"Molapa_EN","E110","M","Enyelle","Adolescent","V42",38987.7735191422,"fam_visit","enyelle"
"Kombo2","E114","M","Dongou","Adulte","V35",64984.2980268151,"fam_visit","enyelle"
"Kombo2","E114","M","Dongou","Adulte","V36",51951.5436331036,"fam_visit","enyelle"
"Kombo2","E114","M","Dongou","Adulte","V38",97825.5735164673,"fam_visit","enyelle"
"Kombo2","E114","M","Dongou","Adulte","V41",126619.517893532,"fam_visit","enyelle"
"Kombo2","E114","M","Dongou","Adulte","V43",31751.9115183544,"fam_visit","enyelle"
"Kombo2","E114","M","Dongou","Adulte","V49",40023.6226106578,"fam_visit","enyelle"
"Kombo2","E114","M","Dongou","Adulte","V50",67902.6177929762,"fam_visit","enyelle"
"Kombo2","E114","M","Dongou","Adulte","V51",25823.6831635475,"fam_visit","enyelle"
"Kombo2","E115","F","Enyelle","Adolescent","V33",72531.4615556838,"fam_visit","enyelle"
"Kombo2","E115","F","Enyelle","Adolescent","V34",79839.8454371039,"fam_visit","enyelle"
"Kombo2","E115","F","Enyelle","Adolescent","V35",64984.2980268151,"fam_visit","enyelle"
"Kombo2","E115","F","Enyelle","Adolescent","V51",25823.6831635475,"fam_visit","enyelle"
"Kombo2","E121","F","Enyelle","Adulte","V43",31751.9115183544,"fam_visit","enyelle"
"Kombo2","E121","F","Enyelle","Adulte","V51",25823.6831635475,"fam_visit","enyelle"
"Kombo2","E123","F","Enyelle","Adolescent","V34",79839.8454371039,"fam_visit","enyelle"
"Kombo2","E123","F","Enyelle","Adolescent","V41",126619.517893532,"fam_visit","enyelle"
"Kombo2","E124","F","Enyelle","Personne âgée","V41",126619.517893532,"fam_visit","enyelle"
"Kombo2","E124","F","Enyelle","Personne âgée","V51",25823.6831635475,"fam_visit","enyelle"
"Kombo2","E125","F","Enyelle","Adolescent","V51",25823.6831635475,"fam_visit","enyelle"
"Kombo2","E127","F","Enyelle","Adolescent","V35",64984.2980268151,"fam_visit","enyelle"
"Kombo2","E127","F","Enyelle","Adolescent","V36",51951.5436331036,"fam_visit","enyelle"
"Kombo2","E127","F","Enyelle","Adolescent","V41",126619.517893532,"fam_visit","enyelle"
"Kombo2","E127","F","Enyelle","Adolescent","V43",31751.9115183544,"fam_visit","enyelle"
"Kombo2","E127","F","Enyelle","Adolescent","V57",44298.536996589,"fam_visit","enyelle"
"Bopongo","E129","M","Boyelé","Adulte","V42",41727.1422015395,"fam_visit","enyelle"
"Essembo3","E13","M","Bétou","Adulte","V49",31907.5396058015,"fam_visit","enyelle"
"Bopongo","E130","M","Enyelle","Adulte","V35",67007.3252505513,"fam_visit","enyelle"
"Bopongo","E130","M","Enyelle","Adulte","V50",68477.1147491677,"fam_visit","enyelle"
"Bopongo","E137","M","Enyelle","Adulte","V51",23352.2033650519,"fam_visit","enyelle"
"Bopongo","E142","F","Enyelle","Adulte","V51",23352.2033650519,"fam_visit","enyelle"
"Bopongo","E143","F","Enyelle","Adulte","V51",23352.2033650519,"fam_visit","enyelle"
"Bopongo","E145","M","Enyelle","Adulte","V51",23352.2033650519,"fam_visit","enyelle"
"Coconacoco1","E148","M","Enyelle","Adulte","V51",24242.0491909355,"fam_visit","enyelle"
"Coconacoco1","E158","F","Enyelle","Adulte","V51",24242.0491909355,"fam_visit","enyelle"
"Coconacoco1","E161","F","Bongoye","Adolescent","V36",53266.426700519,"fam_visit","enyelle"
"Coconacoco1","E162","F","Enyelle","Personne âgée","V22",13984.8613850432,"fam_visit","enyelle"
"Coconacoco1","E164","M","Mimbelli","Adulte","V51",24242.0491909355,"fam_visit","enyelle"
"Coconacoco1","E176","M","Coconacoco1","Adulte","V51",24242.0491909355,"fam_visit","enyelle"
"Kombo3","E177","F","Enyelle","Adulte","V42",39195.5723493091,"fam_visit","enyelle"
"Essembo4","E18","F","Enyelle","Personne âgée","V8",6208.26797882981,"fam_visit","enyelle"
"Essembo4","E18","F","Enyelle","Personne âgée","V22",16093.2466025043,"fam_visit","enyelle"
"Essembo4","E18","F","Enyelle","Personne âgée","V50",49033.494201892,"fam_visit","enyelle"
"Kombo2","E182","F","Enyelle","Adulte","V51",25823.6831635475,"fam_visit","enyelle"
"Kombo2","E186","F","Kombo1","Adulte","V34",79839.8454371039,"fam_visit","enyelle"
"Kombo2","E186","F","Kombo1","Adulte","V51",25823.6831635475,"fam_visit","enyelle"
"Bopongo","E197","F","Bissambi","Adulte","V51",23352.2033650519,"fam_visit","enyelle"
"Essembo3","E20","F","Bétou","Adulte","V49",31907.5396058015,"fam_visit","enyelle"
"Bopongo","E200","F","Mimbelli","Adulte","V43",34279.7378552076,"fam_visit","enyelle"
"Bopongo","E201","F","Bissambi","Personne âgée","V43",34279.7378552076,"fam_visit","enyelle"
"Bopongo","E206","F","Mimbelli","Adulte","V51",23352.2033650519,"fam_visit","enyelle"
"Bopongo","E210","F","Mimbelli","Adulte","V51",23352.2033650519,"fam_visit","enyelle"
"Coconacoco1","E215","F","Enyelle","Personne âgée","V87",36282.5302706263,"fam_visit","enyelle"
"Coconacoco1","E217","F","Bongoye","Personne âgée","V51",24242.0491909355,"fam_visit","enyelle"
"Essembo4","E22","M","Enyelle","Adulte","V49",31469.0731061682,"fam_visit","enyelle"
"Coconacoco1","E225","M","Coconacoco1","Adulte","V43",33392.0266317909,"fam_visit","enyelle"
"Coconacoco1","E231","M","Enyelle","Personne âgée","V41",127962.015700203,"fam_visit","enyelle"
"Coconacoco1","E231","M","Enyelle","Personne âgée","V50",68181.0915340655,"fam_visit","enyelle"
"Coconacoco1","E238","F","Enyelle","Personne âgée","V89",59736.361171019,"fam_visit","enyelle"
"Coconacoco2","E240","F","Mimbelli","Adulte","V51",24042.5825917711,"fam_visit","enyelle"
"Coconacoco2","E241","F","Coconacoco2","Personne âgée","V51",24042.5825917711,"fam_visit","enyelle"
"Coconacoco2","E242","F","Mimbelli","Adulte","V51",24042.5825917711,"fam_visit","enyelle"
"Coconacoco2","E243","M","Enyelle","Adulte","V51",24042.5825917711,"fam_visit","enyelle"
"Coconacoco2","E248","F","Bongoye","Personne âgée","V34",81029.9133483854,"fam_visit","enyelle"
"Coconacoco2","E248","F","Bongoye","Personne âgée","V41",127770.29352969,"fam_visit","enyelle"
"Coconacoco2","E248","F","Bongoye","Personne âgée","V43",33475.606540725,"fam_visit","enyelle"
"Coconacoco2","E248","F","Bongoye","Personne âgée","V46",58031.9263976611,"fam_visit","enyelle"
"Coconacoco2","E248","F","Bongoye","Personne âgée","V51",24042.5825917711,"fam_visit","enyelle"
"Coconacoco2","E252","F","Enyelle","Adulte","V51",24042.5825917711,"fam_visit","enyelle"
"Coconacoco2","E254","F","Mimbelli","Adulte","V51",24042.5825917711,"fam_visit","enyelle"
"Coconacoco2","E255","M","Mimbelli","Adulte","V51",24042.5825917711,"fam_visit","enyelle"
"Essembo5","E26","M","Enyelle","Adulte","V8",6416.19675699656,"fam_visit","enyelle"
"Essembo5","E26","M","Enyelle","Adulte","V21",3830.37750086137,"fam_visit","enyelle"
"Coconacoco2","E261","F","Enyelle","Adulte","V22",14261.7121923816,"fam_visit","enyelle"
"Coconacoco2","E261","F","Enyelle","Adulte","V51",24042.5825917711,"fam_visit","enyelle"
"Coconacoco2","E262","M","Mimbelli","Adulte","V22",14261.7121923816,"fam_visit","enyelle"
"Coconacoco2","E268","F","","Personne âgée","V57",44564.7007626967,"fam_visit","enyelle"
"Coconacoco2","E269","M","Mimbelli","Personne âgée","V51",24042.5825917711,"fam_visit","enyelle"
"Coconacoco2","E276","F","","Adulte","V51",24042.5825917711,"fam_visit","enyelle"
"Coconacoco2","E276","F","","Adulte","V54",111968.812028574,"fam_visit","enyelle"
"Coconacoco2","E276","F","","Adulte","V91",253040.230210673,"fam_visit","enyelle"
"Coconacoco2","E279","M","Mimbelli","Adulte","V51",24042.5825917711,"fam_visit","enyelle"
"Essembo5","E31","M","Enyelle","Personne âgée","V49",31120.4141754541,"fam_visit","enyelle"
"Essembo1","E32","M","Essembo1","Adulte","V22",16927.0406866605,"fam_visit","enyelle"
"Essembo1","E34","F","Enyelle","Personne âgée","V50",48564.3659262619,"fam_visit","enyelle"
"Essembo1","E36","F","Enyelle","Adolescent","V44",13380.3346973944,"fam_visit","enyelle"
"Essembo1","E37","F","Enyelle","Personne âgée","V8",6760.86337963812,"fam_visit","enyelle"
"Essembo1","E37","F","Enyelle","Personne âgée","V14",3688.10490229406,"fam_visit","enyelle"
"Misseké","E40","F","Sambo","Personne âgée","V50",52247.007957094,"fam_visit","enyelle"
"Misseké","E41","F","Essembo","Adulte","V50",52247.007957094,"fam_visit","enyelle"
"Misseké","E44","F","Enyelle","Adulte","V50",52247.007957094,"fam_visit","enyelle"
"Mossomé","E45","M","Bétou","Adulte","V49",33560.7270311558,"fam_visit","enyelle"
"Mossomé","E47","F","Enyelle","Adulte","V23",11928.8761232257,"fam_visit","enyelle"
"Mossomé","E48","F","","Adulte","V49",33560.7270311558,"fam_visit","enyelle"
"Mossomé","E50","F","Landza","Adulte","V49",33560.7270311558,"fam_visit","enyelle"
"Mossomé","E50","F","Landza","Adulte","V50",55204.0192265266,"fam_visit","enyelle"
"Lokoko6","E51","F","Bétou","Adulte","V50",57488.0439046715,"fam_visit","enyelle"
"Lokoko4","E53","M","Enyelle","Adulte","V22",13540.9661181204,"fam_visit","enyelle"
"Lokoko4","E53","M","Enyelle","Adulte","V80",40932.4238684586,"fam_visit","enyelle"
"Lokoko2","E58","M","Bétou","Adulte","V24",11330.0407566691,"fam_visit","enyelle"
"Lokoko2","E58","M","Bétou","Adulte","V50",57704.3797569828,"fam_visit","enyelle"
"Mossomé","E62","F","Enyelle","Adulte","V50",55204.0192265266,"fam_visit","enyelle"
"Lokoko6","E63","M","Enyelle","Personne âgée","V49",36455.3364552399,"fam_visit","enyelle"
"Lokoko6","E63","M","Enyelle","Personne âgée","V50",57488.0439046715,"fam_visit","enyelle"
"Mossomé","E64","M","Enyelle","Adulte","V49",33560.7270311558,"fam_visit","enyelle"
"Lokoko2","E65","F","Enyelle","Personne âgée","V50",57704.3797569828,"fam_visit","enyelle"
"Lokoko2","E68","F","Enyelle","Adulte","V80",41014.9273925501,"fam_visit","enyelle"
"Lokoko6","E71","F","Enyelle","Personne âgée","V49",36455.3364552399,"fam_visit","enyelle"
"Lokoko6","E72","M","Essembo","Adolescent","V80",41054.8623338098,"fam_visit","enyelle"
"Lokoko1","E73","M","Bétou","Adulte","V22",13746.0410701778,"fam_visit","enyelle"
"Lokoko1","E73","M","Bétou","Adulte","V23",15718.5034083042,"fam_visit","enyelle"
"Lokoko1","E73","M","Bétou","Adulte","V24",12558.5599269666,"fam_visit","enyelle"
"Lokoko1","E73","M","Bétou","Adulte","V50",58938.5189839516,"fam_visit","enyelle"
"Lokoko1","E76","F","Enyelle","Adulte","V22",13746.0410701778,"fam_visit","enyelle"
"Lokoko1","E76","F","Enyelle","Adulte","V23",15718.5034083042,"fam_visit","enyelle"
"Lokoko1","E76","F","Enyelle","Adulte","V24",12558.5599269666,"fam_visit","enyelle"
"Lokoko1","E76","F","Enyelle","Adulte","V50",58938.5189839516,"fam_visit","enyelle"
"Lokoko1","E78","M","Bétou","Adulte","V22",13746.0410701778,"fam_visit","enyelle"
"Lokoko4","E80","F","Lokoko4","Adulte","V50",57588.5026928918,"fam_visit","enyelle"
"Lokoko4","E81","M","Lokoko4","Adulte","V50",57588.5026928918,"fam_visit","enyelle"
"Lokoko2","E83","F","Lokoko2","Adulte","V50",57704.3797569828,"fam_visit","enyelle"
"Lokoko1","E84","F","Enyelle","Adulte","V14",6773.35981556746,"fam_visit","enyelle"
"Lokoko1","E84","F","Enyelle","Adulte","V22",13746.0410701778,"fam_visit","enyelle"
"Lokoko1","E84","F","Enyelle","Adulte","V23",15718.5034083042,"fam_visit","enyelle"
"Lokoko1","E84","F","Enyelle","Adulte","V24",12558.5599269666,"fam_visit","enyelle"
"Lokoko1","E84","F","Enyelle","Adulte","V50",58938.5189839516,"fam_visit","enyelle"
"Lokoko4","E92","F","Lokoko4","Adulte","V50",57588.5026928918,"fam_visit","enyelle"
"Lokoko1","E94","M","Enyelle","Adulte","V9",4346.94636745387,"fam_visit","enyelle"
"Lokoko1","E94","M","Enyelle","Adulte","V23",15718.5034083042,"fam_visit","enyelle"
"Lokoko1","E94","M","Enyelle","Adulte","V36",59944.2698721518,"fam_visit","enyelle"
"Lokoko1","E94","M","Enyelle","Adulte","V49",37427.4903394973,"fam_visit","enyelle"
"Lokoko1","E94","M","Enyelle","Adulte","V50",58938.5189839516,"fam_visit","enyelle"
"Lokoko1","E94","M","Enyelle","Adulte","V65",119542.267566495,"fam_visit","enyelle"
"Lokoko1","E96","F","Bangui_CAR","Personne âgée","V50",58938.5189839516,"fam_visit","enyelle"
"Molapa_EN","E108","F","Enyelle","Adulte","V43",31467.7823180439,"fish","enyelle"
"Likeko","E11","M","","Adulte","V21",12387.8460156948,"fish","enyelle"
"Essembo4","E18","F","Enyelle","Personne âgée","V14",3255.60333069605,"fish","enyelle"
"Kombo2","E185","F","Enyelle","Adulte","V43",31751.9115183544,"fish","enyelle"
"Lokoko6","E2","F","Enyelle","Personne âgée","V23",14256.8995803071,"fish","enyelle"
"Lokoko6","E2","F","Enyelle","Personne âgée","V24",11112.7556506255,"fish","enyelle"
"Misseké","E44","F","Enyelle","Adulte","V21",4559.5399994455,"fish","enyelle"
"Mossomé","E47","F","Enyelle","Adulte","V20",6536.0427737522,"fish","enyelle"
"Mossomé","E47","F","Enyelle","Adulte","V21",5613.02749991611,"fish","enyelle"
"Mossomé","E48","F","","Adulte","V20",6536.0427737522,"fish","enyelle"
"Mossomé","E48","F","","Adulte","V21",5613.02749991611,"fish","enyelle"
"Mossomé","E50","F","Landza","Adulte","V20",6536.0427737522,"fish","enyelle"
"Mossomé","E50","F","Landza","Adulte","V21",5613.02749991611,"fish","enyelle"
"Lokoko4","E53","M","Enyelle","Adulte","V14",5391.86807314013,"fish","enyelle"
"Lokoko4","E53","M","Enyelle","Adulte","V21",8648.48675565143,"fish","enyelle"
"Lokoko4","E54","F","Mokinda","Personne âgée","V20",9385.14234992548,"fish","enyelle"
"Lokoko4","E54","F","Mokinda","Personne âgée","V21",8648.48675565143,"fish","enyelle"
