"men_mean","men_median","women_mean","women_median","t_statistic","p_value","wilcox_result","wilcox_p_value"
15975.3495754406,9420.29841478483,11995.8495688952,9011.84018413536,1.45089669174449,0.149052716566887,9214,0.0039549392538362
