"men_mean","men_median","women_mean","women_median","t_statistic","p_value","wilcox_result","wilcox_p_value"
51769.5977269241,40023.6226106578,48198.5762938661,33560.7270311558,0.963150003268638,0.335919155341073,42296,0.189610828720124
