"men_mean","men_median","women_mean","women_median","t_statistic","p_value","wilcox_result","wilcox_p_value"
134368.052771275,76513.4345967005,47876.1415845378,27609.5700731503,6.40663954290128,3.58906374949003e-10,38359.5,1.42271210500503e-17
