"men_mean","men_median","women_mean","women_median","t_statistic","p_value","wilcox_result","wilcox_p_value"
30221.8699103738,15822.2538222557,26490.5769886471,18503.5645087812,0.65784801187717,0.512540307363906,2736.5,0.531213700855951
