"men_mean","men_median","women_mean","women_median","t_statistic","p_value","wilcox_result","wilcox_p_value"
51364.9285013795,26066.7979121671,46475.1997467925,24242.0491909355,0.440722002904176,0.660506329575899,1428.5,0.764963775460217
