"Region","men_mean","men_median","women_mean","women_median","t_statistic","t_p_value","wilcox_statistic","wilcox_p_value","men_n","women_n"
"Dongou",62002.3116669778,45829.6481810396,78075.8642135869,64266.9980444152,-0.53306440546262,0.601044197799119,36,0.487286148844313,10,9
"Macao",142469.373489485,67990.6458306737,43444.9905438913,31106.7974446578,1.81416175944615,0.0761333453122825,314,0.0980120652939893,43,11
"Enyelle",53701.6107419886,36959.3648044907,24380.0673105105,24242.0491909355,2.02454472007523,0.0649982802530854,46,0.206206104775399,11,6
"Betou",26776.9765312125,1160.68810129554,18779.0508588147,1525.42154195271,0.343480989641413,0.733754236990353,113.5,0.820487965805489,24,10
"Minganga",24774.9244857007,11823.4947689813,6135.35059750327,2597.51989962392,2.81655610966299,0.00770345724126733,283.5,0.0290883741590004,33,12
