"Region","men_mean","men_median","women_mean","women_median","t_statistic","t_p_value","wilcox_statistic","wilcox_p_value","men_n","women_n"
"Dongou",42056.2187375067,41109.3952660362,72849.853315472,24120.0273086659,-0.987202699381718,0.344235129642191,22,0.594894761095299,6,9
"Macao",83398.5299536217,106301.595178181,52793.5064968851,51970.7309203976,1.23792298850335,0.241323328888231,48,0.276593994241053,8,9
"Enyelle",130452.601882697,33835.8822434992,51612.7901214294,23352.2033650519,1.38434580704886,0.175005727025372,642.5,0.0244283642857793,26,37
"Betou",131988.377524937,135002.882226774,34207.6205778051,19037.0975179338,4.2741201601052,0.000134599544979833,245,0.00544371383756897,26,12
"Minganga",49638.7040952917,24300.1225044234,28637.9871071922,24010.0708034357,1.85632947551541,0.0697671894284159,355,0.230262978873061,31,19
