"Region","men_mean","men_median","women_mean","women_median","t_statistic","t_p_value","wilcox_statistic","wilcox_p_value","men_n","women_n"
"Dongou",43619.4311290833,19337.9385959339,32922.126282711,22925.3386539034,0.602523925268736,0.557057038019406,168,1,12,28
"Macao",79762.3078767039,27783.0722781368,22089.5062523054,19137.792731905,1.09294026953339,0.283002937577238,497.5,0.482029904010067,31,29
"Enyelle",38632.690451744,29403.1593712758,33537.2654211833,25912.7851588169,0.401884974223918,0.69269375782723,151.5,0.974090100161869,12,25
"Betou",13827.6858503255,16786.1996039867,24870.2402290546,20030.300121231,-2.11473994652914,0.0605704059432536,18,0.0907971095104747,8,9
"Minganga",14695.599868808,14695.599868808,25085.7085065417,14858.3080405246,-1.48369873645367,0.163645774500104,12,0.932081958830182,2,13
