"men_mean","men_median","women_mean","women_median","t_statistic","p_value","wilcox_result","wilcox_p_value"
11225.6386867444,737.781239285454,16127.2880394304,541.609485679695,-0.670034096092385,0.504539694978738,3918,0.189132831489227
