"Region","men_mean","men_median","women_mean","women_median","t_statistic","t_p_value","wilcox_statistic","wilcox_p_value","men_n","women_n"
"Betou",48535.1857957573,41908.8680516593,65621.536312979,41908.8680516593,-0.750787204014663,0.457902776957305,301,0.838249251908167,26,24
