"","residence_camp","ref","sex","birthplace","age","median_dist","max_dist","min_dist","places_visited","times_fam_visit","region"
"885","Koueta","BE90","M","Wongo1","Adulte",239.982576047827,239.982576047827,239.982576047827,18,2,"betou"
"894","Popo2","BE91","F","Wongo2","Adulte",NA,-Inf,-Inf,5,1,"betou"
"917","Popo2","BE93","M","Wongo4","Adulte",47619.7961692448,49738.0831856771,239.982576047827,23,3,"betou"
"923","Popo1","BE94","M","","Adulte",NA,-Inf,-Inf,17,0,"betou"
"942","Popo1","BE96","F","Bétou","Adulte",45920.2204447816,45920.2204447816,45920.2204447816,15,2,"betou"
"1004","Bobo1","BE102","F","Bétou","Adulte",249742.303476106,457575.738900553,41908.8680516593,18,2,"betou"
"1054","Bobo1","BE107","F","Enyelle","Adulte",NA,-Inf,-Inf,12,0,"betou"
"1063","Bobo1","BE108","M","","Adulte",NA,-Inf,-Inf,17,0,"betou"
"1073","Bobo1","BE109","M","Bétou","Adulte",41908.8680516593,41908.8680516593,41908.8680516593,20,1,"betou"
"1114","Bobo1","BE113","M","Bobo1","Adulte",41908.8680516593,41908.8680516593,41908.8680516593,14,1,"betou"
"1123","Ngola2","BE114","M","","Adolescent",NA,-Inf,-Inf,12,0,"betou"
"1133","Bobo1","BE115","F","Boyelé","Adulte",NA,-Inf,-Inf,12,0,"betou"
"1153","Ngola2","BE117","F","Bétou","Adulte",NA,-Inf,-Inf,13,0,"betou"
"1193","Mondika","BE121","M","Bétou","Adulte",49229.383807769,49229.383807769,49229.383807769,7,1,"betou"
"1223","Mondika","BE124","F","Bétou","Adolescent",NA,-Inf,-Inf,1,0,"betou"
"1234","Mondika","BE125","F","Bétou","Adulte",49229.383807769,49229.383807769,49229.383807769,8,2,"betou"
"1254","Mondika","BE127","M","Mondika","FALSE",NA,-Inf,-Inf,0,0,"betou"
"1263","Mondika","BE128","M","Bétou","Adolescent",NA,-Inf,-Inf,10,0,"betou"
"1274","Mondika","BE129","F","Bétou","Adulte",7445.23624227663,12796.6505218314,7425.05111960083,14,3,"betou"
