"Region","men_mean","men_median","women_mean","women_median","t_statistic","t_p_value","wilcox_statistic","wilcox_p_value","men_n","women_n"
"Dongou",12758.0635163911,12758.0635163911,NA,NA,NA,NA,NA,NA,1,0
"Macao",14883.9010513706,2052.54797463501,9291.05413279117,591.479098966977,0.683397590700574,0.498710391288068,294,0.392466569184257,30,17
"Enyelle",26674.0006892438,23352.2033650519,14083.620702864,2847.94379574055,0.78718218846131,0.44820303632731,31,0.12376565570832,5,8
"Betou",527.101973078348,570.637756133114,14549.3769322199,450.129624156412,-1.07257382735692,0.291016276148451,751.5,0.587520499901222,40,35
"Minganga",3953.36480576837,1136.56639853505,19326.4009659471,3710.98902551092,-1.98406936559277,0.0628567816936095,190,0.122628854405127,29,18
