"Region","men_mean","men_median","women_mean","women_median","t_statistic","t_p_value","wilcox_statistic","wilcox_p_value","men_n","women_n"
"Macao",83398.5299536217,106301.595178181,52793.5064968851,51970.7309203976,1.23792298850335,0.241323328888231,48,0.276593994241053,8,9
