"Region","men_mean","men_median","women_mean","women_median","t_statistic","t_p_value","wilcox_statistic","wilcox_p_value","men_n","women_n"
"Enyelle",53701.6107419886,36959.3648044907,24380.0673105105,24242.0491909355,2.02454472007523,0.0649982802530854,46,0.206206104775399,11,6
