"men_mean","men_median","women_mean","women_median","t_statistic","p_value","wilcox_result","wilcox_p_value"
13681.0195341551,9966.12287989998,11021.4764084205,9680.27274734853,1.3547613550139,0.177174641566818,8706,0.179838217280816
