"","Nom.du.campement","Old_person","Adulte","Enfant...Notez.si.la.personne.est.un.enfant.","MY.REFERENCE","Sexe","Lieu.de.naissance.coded","Est.ce.que.la.personne.à.des.enfants.....La.personne.à.des.enfants....Combien.d.enfants.en.vie","Tranche.d.age","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","median","max"
"52","Kakélo6",0,0,"Oui","M112","F","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,8148.95067736465,2796.94375733602,2341.8448165916,1797.2539444575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11840.2978704713,0,0,0,0,0,50376.2539772928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5472.94721735033,50376.2539772928
"53","Papé",0,0,"Non","M49","F","Papé",NA,"Adolescent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34925.8157462238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34925.8157462238,34925.8157462238
"54","Kakélo4",0,0,"Oui","M168","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"55","Boua2",0,0,"Oui","M128","F","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,2139.85027524602,9011.84018413536,8919.50767534176,9372.23789720004,9863.62628293346,9944.53369670127,10235.1190240658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48714.5232436876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9617.93209006675,48714.5232436876
"56","Kakélo3",0,1,"Non","M140","M","Bangui",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212.33052015549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43045.4885805609,0,0,0,0,80723.6061875882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43045.4885805609,80723.6061875882
"57","Atanga",0,0,"Oui","M178","M","Macao",NA,"Enfant",0,1189.62061529255,7933.23578343522,13414.890310879,13207.5851184748,7467.34026956874,8433.82904666263,3761.25540820606,4046.18989633476,6995.97727717917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16245.3167618125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7700.28802650198,16245.3167618125
"58","Kakélo6",0,1,"Non","M103","M","Bangui",2,"Adulte",0,0,0,0,0,0,0,0,0,14201.1111326123,10411.3955637844,10235.1190240658,0,0,0,1797.2539444575,0,0,0,0,96471.9191831083,89274.8286974479,0,0,0,0,0,123770.103643903,0,0,0,0,44837.0938030068,0,11840.2978704713,0,0,0,0,22658.7100423075,50376.2539772928,0,0,59677.487538282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33747.9019226571,123770.103643903
"59","Boua1",0,1,"Non","M92","F","Bangui",2,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,2306.38930255378,9172.8837897126,9085.00963425744,9540.52380693512,10038.0800338818,10120.0868718259,10411.3955637844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752.49987354925,0,0,0,0,0,48740.7224788328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9540.52380693512,48740.7224788328
"60","Boua2",0,0,"Oui","M77","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,10180.0960465773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1874.17275648421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6027.13440153074,10180.0960465773
"61","Boua1",0,0,"Oui","M91","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752.49987354925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752.49987354925,1752.49987354925
"62","Boua2",0,0,"Oui","M76","","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,2139.85027524602,9011.84018413536,8919.50767534176,9372.23789720004,9863.62628293346,9944.53369670127,10235.1190240658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1874.17275648421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9192.0390406677,10235.1190240658
"63","Kakélo6",0,1,"Non","M108","F","Bangui",2,"Adulte",0,0,0,0,0,0,0,0,0,0,10411.3955637844,10235.1190240658,8148.95067736465,2796.94375733602,2341.8448165916,1797.2539444575,0,0,0,0,96471.9191831083,89274.8286974479,83339.1148518959,0,0,0,0,0,0,0,0,0,0,0,11840.2978704713,0,0,0,0,0,50376.2539772928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10411.3955637844,96471.9191831083
"64","Bakouengué",0,1,"Non","M31","M","Berandjokou",6,"Adulte",0,0,12358.4418328894,5792.10744501965,5706.8278067743,2354.70991101907,0,0,0,0,0,0,0,0,0,0,0,0,0,115957.801986761,119852.135101528,0,103119.595029403,0,0,0,0,0,0,0,0,0,65289.7993787792,0,23900.5982679839,0,0,0,0,0,24156.7445854683,0,0,77389.9041091885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24156.7445854683,119852.135101528
"65","Kakélo5",0,1,"Non","M99","F","Bangui",1,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,7848.88419351203,2480.03501039679,2009.72857423378,1483.03121989781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11567.8787351302,0,0,0,0,0,50486.2716079486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5164.45960195441,50486.2716079486
"66","Boua2",0,0,"Oui","M79","F","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1874.17275648421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1874.17275648421,1874.17275648421
"67","Kakélo5",0,0,"Oui","M144","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,2480.03501039679,2009.72857423378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50486.2716079486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2480.03501039679,50486.2716079486
"68","Kakélo6",0,0,"Oui","M110","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,8148.95067736465,2796.94375733602,2341.8448165916,1797.2539444575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11840.2978704713,0,0,0,0,0,50376.2539772928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5472.94721735033,50376.2539772928
"69","Kakélo6",0,0,"Oui","M106","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11840.2978704713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11840.2978704713,11840.2978704713
"70","Kakélo6",0,0,"Oui","M155","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"71","Molapa_MA",0,1,"Non","M24","M","Bangui",0,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118055.666746253,109043.327784915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25618.6685608506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109043.327784915,118055.666746253
"72","Kakélo4",0,0,"Oui","M117","F","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,2211.02980634604,1750.38603825094,1212.33052015549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11509.7489234474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980.70792229849,11509.7489234474
"73","Kakélo2",0,1,"Non","M83","M","Bangui",6,"Adulte",0,0,0,0,0,0,0,0,0,14631.1288382643,9085.00963425744,8919.50767534176,6779.67222175919,0,0,0,1750.38603825094,2009.72857423378,2341.8448165916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10679.8033303923,0,0,0,0,0,51756.9057453129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8919.50767534176,51756.9057453129
"74","Bateké1",0,0,"Oui","M13","F","Macao",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20395.0632459383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20395.0632459383,20395.0632459383
"75","Bateké1",0,1,"Non","M12","F","Macao",1,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20395.0632459383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20395.0632459383,20395.0632459383
"76","Kakélo4",0,0,"Oui","M163","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50714.8513661867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50714.8513661867,50714.8513661867
"77","Kakélo6",0,1,"Non","M150","M","Macao",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,10411.3955637844,10235.1190240658,0,2796.94375733602,2341.8448165916,1797.2539444575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50376.2539772928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6516.0313907009,50376.2539772928
"78","Kakélo4",0,0,"Oui","M169","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"79","Mopendé",0,1,"Non","M41","F","Papé",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16600.904756644,0,0,0,0,0,31106.7974446578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23853.8511006509,31106.7974446578
"80","Kakélo4",0,1,"Non","M115","M","",NA,"Adulte",0,0,0,0,0,0,0,0,0,14270.526473673,10038.0800338818,9863.62628293346,7756.07326036817,2211.02980634604,1750.38603825094,1212.33052015549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11509.7489234474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8809.84977165081,14270.526473673
"81","Kakélo2",0,1,"Non","M131","M","Bangui",3,"Adulte",0,0,0,0,0,0,0,0,0,0,9085.00963425744,8919.50767534176,6779.67222175919,0,0,0,1750.38603825094,0,2341.8448165916,0,94426.4274009964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7849.58994855048,94426.4274009964
"82","Molapa_MA",0,1,"Non","M25","F","Macao",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25618.6685608506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25618.6685608506,25618.6685608506
"83","Boua2",0,0,"Oui","M123","F","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,2139.85027524602,9011.84018413536,8919.50767534176,9372.23789720004,9863.62628293346,9944.53369670127,10235.1190240658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48714.5232436876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9617.93209006675,48714.5232436876
"84","Boua1",0,1,"Non","M137","F","Dongou",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,2306.38930255378,9172.8837897126,9085.00963425744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9085.00963425744,9172.8837897126
"85","Kakélo1",0,1,"Non","M97","F","Bangui",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,6877.51579948087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10804.3359712803,0,0,0,0,0,52276.2931404123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10804.3359712803,52276.2931404123
"86","Papé",0,0,"Oui","M50","F","Papé",NA,"Enfant",0,0,0,0,0,0,0,0,0,3665.17937187599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34925.8157462238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19295.4975590499,34925.8157462238
"87","Papé",0,0,"Oui","M45","F","Papé",NA,"Enfant",0,0,0,0,0,0,0,0,0,3665.17937187599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5795.34338897457,34925.8157462238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5795.34338897457,34925.8157462238
"88","Atanga",0,0,"Non","M172","F","Macao",NA,"Adolescent",0,1189.62061529255,0,13414.890310879,13207.5851184748,7467.34026956874,0,0,4046.18989633476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32571.7269187918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10337.4626940218,32571.7269187918
"89","Kakélo4",0,0,"Oui","M166","F","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"90","Boua2",0,1,"Non","M122","F","Bangui",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,2139.85027524602,9011.84018413536,8919.50767534176,9372.23789720004,9863.62628293346,9944.53369670127,10235.1190240658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9372.23789720004,10235.1190240658
"91","Kakélo4",0,1,"Non","M161","M","Bangui",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750.38603825094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750.38603825094,1750.38603825094
"92","Boua2",0,0,"Oui","M125","F","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"93","Kakélo4",0,0,"Oui","M165","F","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"94","Kakélo2",0,0,"Non","M89","M","Bangui",NA,"Adolescent",0,0,0,0,0,26605.6277532863,0,0,0,14631.1288382643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10679.8033303923,0,0,0,0,0,51756.9057453129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20618.3782957753,51756.9057453129
"95","Moyimbi",0,1,"Non","M1","F","Dongou",6,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35003.7855742702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35003.7855742702,35003.7855742702
"96","Kakélo6",0,1,"Non","M107","M","Bayanga",2,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,2796.94375733602,2341.8448165916,1797.2539444575,0,0,0,0,96471.9191831083,0,0,0,0,0,0,123770.103643903,0,0,0,0,0,0,11840.2978704713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7318.62081390365,123770.103643903
"97","Moyimbi",0,1,"Non","M7","M","Macao",2,"Adulte",0,0,0,14609.3987819375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53423.603270404,0,0,0,0,0,0,0,35003.7855742702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35003.7855742702,53423.603270404
"98","Mopendé",1,1,"Non","M33","M","Papé",NA,"Personne âgée",3761.25540820606,4604.49087805054,0,0,0,0,0,0,3837.0658469564,0,0,0,0,0,0,0,0,0,0,0,112567.302450811,0,0,0,0,0,0,143078.520478858,0,0,0,0,0,0,0,0,0,0,0,0,31106.7974446578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17855.6441613542,143078.520478858
"99","Mopendé",0,0,"Non","M37","M","Papé",NA,"Adolescent",0,0,0,0,0,0,0,0,3837.0658469564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16600.904756644,0,0,0,0,0,31106.7974446578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16600.904756644,31106.7974446578
"100","Malomba",1,1,"Non","M55","M","Bangui",NA,"Personne âgée",0,0,0,0,0,0,0,0,3665.17937187599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38589.2466746511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138926.602994419,0,0,0,0,0,0,38589.2466746511,138926.602994419
"101","Malomba",0,0,"Oui","M61","M","Molapa_MA",NA,"Enfant",0,0,0,0,0,12972.1312867542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9328.28308549739,0,0,0,0,0,38589.2466746511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12972.1312867542,38589.2466746511
"102","Atanga",0,1,"Non","M177","F","Macao",NA,"Adulte",0,1189.62061529255,7933.23578343522,13414.890310879,13207.5851184748,7467.34026956874,8433.82904666263,3761.25540820606,4046.18989633476,6995.97727717917,0,0,0,0,0,0,0,0,0,108144.948418122,0,0,95909.3469828529,0,0,0,0,0,0,0,0,0,0,0,16245.3167618125,0,0,80522.0878234565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8433.82904666263,108144.948418122
"103","Mopendé",0,1,"Non","M39","M","Papé",5,"Adulte",3761.25540820606,4604.49087805054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4182.8731431283,4604.49087805054
"104","Kakélo1",0,0,"Oui","M147","F","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"105","Boua1",0,1,"Non","M67","M","Bangui",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,2306.38930255378,9172.8837897126,9085.00963425744,9540.52380693512,10038.0800338818,10120.0868718259,10411.3955637844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752.49987354925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9356.70379832386,10411.3955637844
"106","Atanga",0,1,"Non","M171","F","Macao",4,"Adulte",0,1189.62061529255,7933.23578343522,13414.890310879,13207.5851184748,7467.34026956874,8433.82904666263,3761.25540820606,4046.18989633476,6995.97727717917,16961.3778610414,16892.6238053873,0,0,0,0,0,0,0,108144.948418122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16245.3167618125,0,0,80522.0878234565,0,0,32571.7269187918,0,0,70533.4263583732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13311.2377146769,108144.948418122
"107","Kakélo3",0,0,"Oui","M149","F","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212.33052015549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212.33052015549,1212.33052015549
"108","Kakélo6",0,1,"Non","M159","F","Bangui",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,10411.3955637844,10235.1190240658,0,2796.94375733602,2341.8448165916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6516.0313907009,10411.3955637844
"109","Moyimbi",0,0,"Oui","M3","F","Macao",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35003.7855742702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35003.7855742702,35003.7855742702
"110","Moyimbi",0,0,"Oui","M6","M","Macao",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35003.7855742702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35003.7855742702,35003.7855742702
"111","Kakélo4",0,0,"Oui","M118","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212.33052015549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11509.7489234474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6361.03972180146,11509.7489234474
"112","Bateké2",1,1,"Non","M16","F","Moudjanda",NA,"Personne âgée",0,13165.7680084803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26986.3058374308,0,0,0,0,0,20702.8091778309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20702.8091778309,26986.3058374308
"113","Molapa_MA",0,0,"Oui","M23","F","Macao",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22094.6699141686,0,0,0,0,0,25618.6685608506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23856.6692375096,25618.6685608506
"114","Boua2",0,0,"Oui","M129","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"115","Atanga",0,0,"Non","M176","F","Thanry",0,"Adolescent",0,1189.62061529255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32571.7269187918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16880.6737670422,32571.7269187918
"116","Papé",0,0,"Oui","M47","F","Loundoungou",NA,"Enfant",0,0,0,0,0,0,0,0,0,3665.17937187599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34925.8157462238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19295.4975590499,34925.8157462238
"117","Molapa_MA",0,1,"Non","M19","F","Bangui",NA,"Adulte",0,0,0,0,0,0,2354.70991101907,5503.53725419411,0,0,0,0,0,0,0,0,0,0,0,0,118055.666746253,109043.327784915,0,0,0,0,0,0,0,0,0,0,63337.1112124924,0,22094.6699141686,0,0,0,0,0,25618.6685608506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25618.6685608506,118055.666746253
"118","Boua1",1,1,"Non","M62","M","Bangui",5,"Personne âgée",0,0,0,0,0,0,0,0,0,0,0,0,2306.38930255378,9172.8837897126,9085.00963425744,9540.52380693512,10038.0800338818,10120.0868718259,10411.3955637844,91195.6654036681,0,86401.3595411749,0,0,0,0,0,0,0,0,0,0,40825.8113128382,0,1752.49987354925,0,0,0,0,0,48740.7224788328,0,0,54109.1673271042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10120.0868718259,91195.6654036681
