"","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"hr_model_brm9",0,0,-5577.58706964205,32.0825083781459,75.9543786853266,11.2835204401849,11155.1741392841,64.1650167562917
"hr_model_brm8",-1.75789482313648,4.13006644701048,-5579.34496446519,32.1851178458139,65.1979874021805,10.415032250465,11158.6899289304,64.3702356916278
"hr_model_brm10",-2.66514167759607,2.83999524807775,-5580.25221131964,32.5224726683562,74.0178469096133,11.3155576734577,11160.5044226393,65.0449453367124
