"","Nom.du.campement","Old_person","Adulte","Enfant...Notez.si.la.personne.est.un.enfant.","MY.REFERENCE","Sexe","Lieu.de.naissance.coded","Est.ce.que.la.personne.à.des.enfants.....La.personne.à.des.enfants....Combien.d.enfants.en.vie","Tranche.d.age","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V67.1","median","max"
"108","Makossa3",0,1,0,"MI77","F","Mbili",NA,"Adulte",0,0,0,0,0,0,0,15161.8323621648,12557.2287500892,11748.2197056644,10680.6172513185,6369.20790186196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12846.5461050492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,12152.7242278768,15161.8323621648
"109","Makossa3",0,1,0,"MI78","F","Mossombo",NA,"Adulte",0,0,0,0,0,0,0,15161.8323621648,12557.2287500892,11748.2197056644,10680.6172513185,6369.20790186196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12846.5461050492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35003.8117668715,35122.9771189301,26187.7318112722,0,0,NA,12846.5461050492,35122.9771189301
"110","Makossa3",0,0,1,"MI79","F","Bonilé",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,-Inf
"111","Makossa3",0,1,0,"MI8","F","Mossombo",NA,"Adulte",0,0,0,0,0,0,0,15161.8323621648,12557.2287500892,11748.2197056644,10680.6172513185,6369.20790186196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12846.5461050492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26187.7318112722,1831.5821899513,0,NA,12152.7242278768,26187.7318112722
"112","Makossa3",0,0,1,"MI80","M","Minganga",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,-Inf
"113","Makossa3",0,0,0,"MI81","M","Mossombo",NA,"Adolescent",0,0,0,0,0,0,0,15161.8323621648,12557.2287500892,11748.2197056644,10680.6172513185,6369.20790186196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12846.5461050492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1831.5821899513,0,NA,11748.2197056644,15161.8323621648
"114","Makossa3",0,0,1,"MI82","M","Mossombo",NA,"Enfant",0,0,0,0,0,0,0,15161.8323621648,12557.2287500892,11748.2197056644,10680.6172513185,6369.20790186196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12846.5461050492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,12152.7242278768,15161.8323621648
"115","Makossa3",0,0,1,"MI83","M","Mossombo",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,-Inf
"116","Mbaya",0,0,1,"MI84","M","Mbaya",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6482.71147905199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6482.71147905199,6482.71147905199
"117","Mbaya",0,0,1,"MI85","M","Minganga",NA,"Enfant",0,0,0,0,0,0,0,8977.81551371977,6262.38807279238,5419.28879393557,4315.92147441158,0,5885.9973622766,5941.77161417767,6369.20790186196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6482.71147905199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8166.58045220154,0,NA,6262.38807279238,8977.81551371977
"118","Mbaya",0,1,0,"MI86","F","",NA,"Adulte",0,0,0,0,0,0,0,8977.81551371977,6262.38807279238,5419.28879393557,4315.92147441158,0,5885.9973622766,5941.77161417767,6369.20790186196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6482.71147905199,0,0,0,0,0,0,0,0,0,95460.0041877715,0,0,0,0,0,0,0,0,0,29693.5014605877,0,8166.58045220154,0,NA,6369.20790186196,95460.0041877715
"119","Mbaya",0,0,1,"MI87","M","Mossombo",NA,"Enfant",0,0,0,0,0,0,0,8977.81551371977,6262.38807279238,5419.28879393557,4315.92147441158,0,5885.9973622766,5941.77161417767,6369.20790186196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6482.71147905199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8166.58045220154,0,NA,6262.38807279238,8977.81551371977
"120","Mbaya",0,1,0,"MI88","M","Minganga",NA,"Adulte",13467.7183631116,13399.6244670648,11840.8383864408,11494.2139861372,10931.578390827,10788.7283652747,13090.9381926525,8977.81551371977,6262.38807279238,5419.28879393557,4315.92147441158,0,5885.9973622766,5941.77161417767,6369.20790186196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158455.326985449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29693.5014605877,20470.5867014215,0,0,NA,10931.578390827,158455.326985449
"121","Mbaya",0,0,1,"MI89","F","Mossombo",NA,"Enfant",0,0,0,0,0,0,0,8977.81551371977,6262.38807279238,5419.28879393557,4315.92147441158,0,5885.9973622766,5941.77161417767,6369.20790186196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6482.71147905199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8166.58045220154,0,NA,6262.38807279238,8977.81551371977
"122","Makossa3",0,0,1,"MI9","F","Mossombo",NA,"Enfant",0,0,0,0,0,0,0,15161.8323621648,12557.2287500892,11748.2197056644,10680.6172513185,6369.20790186196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12846.5461050492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,12152.7242278768,15161.8323621648
"123","Mbaya",0,1,0,"MI90","M","Mossombo",NA,"Adulte",0,0,0,0,0,0,0,8977.81551371977,6262.38807279238,5419.28879393557,4315.92147441158,0,5885.9973622766,5941.77161417767,6369.20790186196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6482.71147905199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8166.58045220154,0,NA,6262.38807279238,8977.81551371977
"124","Mbaya",0,0,1,"MI91","M","Mossombo",NA,"Enfant",0,0,0,0,0,0,0,8977.81551371977,6262.38807279238,5419.28879393557,4315.92147441158,0,5885.9973622766,5941.77161417767,6369.20790186196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6482.71147905199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8166.58045220154,0,NA,6262.38807279238,8977.81551371977
"125","Mbaya",0,1,0,"MI92","F","Minganga",NA,"Adulte",13467.7183631116,13399.6244670648,11840.8383864408,11494.2139861372,10931.578390827,10788.7283652747,13090.9381926525,8977.81551371977,6262.38807279238,5419.28879393557,4315.92147441158,0,5885.9973622766,5941.77161417767,6369.20790186196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,9883.27193949723,13467.7183631116
"126","Mbaya",0,0,1,"MI93","M","Mossombo",NA,"Enfant",0,0,0,0,0,0,0,8977.81551371977,6262.38807279238,5419.28879393557,4315.92147441158,0,5885.9973622766,5941.77161417767,6369.20790186196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8166.58045220154,0,NA,6102.07984348502,8977.81551371977
"127","Bylikombo2",0,0,1,"MI94","F","Ngandziko",NA,"Enfant",0,0,0,0,0,0,0,3708.34757203055,0,0,1217.94156755871,5419.28879393557,11280.8157334613,11336.9783121699,11748.2197056644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,8350.05226369842,11748.2197056644
"128","Bylikombo2",0,0,1,"MI95","M","Bylikombo2",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,-Inf
"129","Bylikombo2",0,1,0,"MI96","M","Minganga",NA,"Adulte",9957.93839292735,9956.7634994966,9185.81149924313,8937.05379773415,0,0,9553.47761684404,0,0,0,0,5419.28879393557,11280.8157334613,11336.9783121699,11748.2197056644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241.30171438424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25167.9742996709,24892.005416506,15503.8883848124,13563.5585566147,0,NA,10619.3770631943,25167.9742996709
"130","Bylikombo2",0,0,1,"MI97","M","",NA,"Enfant",0,0,0,0,0,0,0,3708.34757203055,0,0,1217.94156755871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2463.14456979463,3708.34757203055
"131","VMA",0,1,0,"MI98","M","Attention",NA,"Adulte",7478.8284048274,7537.93364653566,7584.78657077929,7467.5444966458,7307.86802039352,7283.85752063297,7095.06219146973,0,2814.01352185165,3708.34757203055,4926.1498649356,8977.81551371977,14723.2585856623,14779.5745511928,15161.8323621648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3173.7113423696,0,0,0,0,52674.5566574721,0,0,0,0,0,0,0,0,0,0,0,0,0,21580.6975445257,0,11823.4947689813,16992.4332653818,0,NA,7537.93364653566,52674.5566574721
"132","Bylikombo2",0,1,0,"MI99","F","Minganga",NA,"Adulte",0,0,0,0,0,0,0,3708.34757203055,0,0,1217.94156755871,5419.28879393557,11280.8157334613,11336.9783121699,11748.2197056644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24892.005416506,15503.8883848124,13563.5585566147,0,NA,11336.9783121699,24892.005416506
