"","residence_camp","ref","sex","birthplace","age","children_alive","median_dist","max_dist","region"
"300","Banga","M332","F","Macao","Adulte","5",93914.0008066126,103169.003798667,"Macao"
"301","Banga","M333","M","Seke","Adulte","5",113314.821864866,123971.148708894,"Macao"
"302","Banga","M334","M","Bangui","Adulte","2",145842.278116602,215486.526093233,"Macao"
"303","Banga","M335","M","Seke","Adolescent","0",94191.6335303777,94191.6335303777,"Macao"
"304","Ndobalikanbo","M336","F","Macao","Adulte","0",31555.3469088322,31555.3469088322,"Macao"
"305","Ndobalikanbo","M337","M","Macao","Adulte","0",62817.5829446307,111880.174593146,"Macao"
"306","Ndobalikanbo","M338","M","Macao","Adulte","2",31555.3469088322,31555.3469088322,"Macao"
"307","Ndobalikanbo","M339","F","Macao","Adulte","2",31555.3469088322,31555.3469088322,"Macao"
"308","Macao_camp1","M340","M","Thanry","Adulte","2",28473.0443862932,28473.0443862932,"Macao"
"309","Macao_camp1","M341","F","Nzingou","Adulte","2",23805.4185590991,28473.0443862932,"Macao"
"310","Macao_camp3","M342","F","Bangui","Adulte","1",19711.1447616102,27896.0473511169,"Macao"
"311","Macao_camp3","M343","F","Macao","Adulte","2",23803.5960563636,27896.0473511169,"Macao"
"312","Macao_camp3","M344","M","Bangui","Adulte","5",19711.1447616102,27896.0473511169,"Macao"
"313","Macao_camp3","M345","M","Macao","Adolescent","1",23803.5960563636,27896.0473511169,"Macao"
"314","Macao_camp5","M346","M","Macao","Personne âgée","1",19652.184419319,27954.4860068108,"Macao"
"315","Macao_camp5","M347","F","Djoube","Personne âgée","3",14691.0915689399,27954.4860068108,"Macao"
"316","Macao_camp4","M348","M","","Adulte","2",23803.4247665702,27877.0563641224,"Macao"
"317","Macao_camp6","M349","F","Macao","Adulte","8",23803.9675567832,28417.3136676547,"Macao"
"318","Macao_camp1","M350","F","Zingo","Personne âgée","1",28473.0443862932,28473.0443862932,"Macao"
"319","Macao_camp7","M351","F","Macao","Adulte","4",23805.1437677743,28507.1706957234,"Macao"
"320","Macao_camp7","M352","M","","Adulte","5",50276.7315990168,77767.0266117185,"Macao"
"321","Macao_camp6","M353","F","Pape_village","Adulte","4",28417.3136676547,28417.3136676547,"Macao"
"322","Macao_camp8","M354","F","Thanry","Adulte","6",28575.2458818185,28575.2458818185,"Macao"
"323","Macao_camp8","M355","M","Pape","Adolescent","0",28575.2458818185,28575.2458818185,"Macao"
"324","Macao_camp2","M356","","","","0",NA,-Inf,"Macao"
"325","Macao_camp9","M357","","Macao","Adulte","3",23804.6668328865,28506.7770502886,"Macao"
"326","Macao_camp9","M359","M","Macao","Adulte","3",19102.5566154844,28506.7770502886,"Macao"
"327","Macao_camp10","M360","F","Macao","Adulte","5",23803.5721326891,27783.0722781368,"Macao"
"328","Macao_camp4","M361","F","Macao","Adolescent","2",27877.0563641224,27877.0563641224,"Macao"
"329","Pape_village","M362","M","Berandjokou","Adulte","0",46777.5163593986,46777.5163593986,"Macao"
"330","Macao_camp10","M363","M","Macao","Adulte","1",23803.5721326891,27783.0722781368,"Macao"
"331","Pape_village","M364","F","Pape_village","Adolescent","0",32189.9154873331,46777.5163593986,"Macao"
"332","Pape_village","M365","M","Berandjokou","Adolescent","0",NA,-Inf,"Macao"
"333","Pape_village","M366","F","Pape_village","Adolescent","0",24080.5326087765,46777.5163593986,"Macao"
"334","Pape_village","M367","M","Bangui-motaba","Personne âgée","3",86405.5377353105,129049.520639194,"Macao"
"335","Pape_village","M368","M","Pape_village","Adulte","4",1383.54885815451,1383.54885815451,"Macao"
"336","Pape_village","M369","F","","Adolescent","4",1383.54885815451,1383.54885815451,"Macao"
"337","Pape_village","M370","F","","Adulte","4",1383.54885815451,1383.54885815451,"Macao"
"338","Pape_village","M370","F","","Adulte","1",1383.54885815451,1383.54885815451,"Macao"
"339","Pape_village","M370","F","Bangui","Personne âgée","4",1383.54885815451,1383.54885815451,"Macao"
"340","Pape_village","M370","F","Bangui","Personne âgée","1",1383.54885815451,1383.54885815451,"Macao"
"341","Pape_village","M372","M","Pape_village","Personne âgée","4",24080.5326087765,46777.5163593986,"Macao"
"342","Bayamoto","M400","F","Bangui","","0",NA,-Inf,"Macao"
"343","Bete2","M375","","Bangui","Adolescent","0",23886.6847334389,46378.5853212635,"Macao"
"344","Bete1","M374","M","Bangui","Adulte","1",NA,-Inf,"Macao"
"345","Bylikombo1","MI205","M","Mossombo","Adulte","6",19312.6790064674,24300.1225044234,"Minganga"
"346","Bylikombo1","MI206","F","Mossombo","Adulte","6",14497.0509640701,24010.0708034357,"Minganga"
"347","Bylikombo1","MI209","F","Mossombo","Adulte","5",14378.8147186411,14615.287209499,"Minganga"
"348","Bylikombo1","MI211","F","Mossombo","Adulte","3",14615.287209499,14615.287209499,"Minganga"
"349","Bylikombo1","MI212","M","Mossombo","Adolescent","0",14497.0509640701,24010.0708034357,"Minganga"
"350","Bylikombo2","MI210","F","Mossombo","Personne âgée","4",15503.8883848124,25167.9742996709,"Minganga"
"351","Bouma","MI154","M","Minganga","Adulte","4",21306.4783913082,27984.5061024109,"Minganga"
"352","Bouma","MI155","F","Minganga","Adulte","4",27984.5061024109,36883.222265333,"Minganga"
"353","Bouma","MI156","F","Mbaya","Enfant","0",NA,-Inf,"Minganga"
"354","Bouma","MI157","M","Minganga","Enfant","0",NA,-Inf,"Minganga"
"355","Bouma","MI158","M","Mbaya","Enfant","0",NA,-Inf,"Minganga"
"356","Bouma","MI159","F","Pokola","Enfant","0",NA,-Inf,"Minganga"
"357","Bouma","MI160","M","Mossombo","Adulte","5",36883.222265333,36883.222265333,"Minganga"
"358","Bouma","MI161","F","Impfondo","Adulte","5",25755.8364727692,36883.222265333,"Minganga"
"359","Bouma","MI162","F","Mossombo","Personne âgée","5",79352.5487787244,137317.169288959,"Minganga"
"360","Bouma","MI163","F","Minganga","Enfant","0",NA,-Inf,"Minganga"
"361","Bouma","MI164","M","Mossombo","Enfant","0",NA,-Inf,"Minganga"
"362","Bouma","MI165","F","Mossombo","Enfant","0",NA,-Inf,"Minganga"
"363","Bouma","MI166","M","Mossombo","Enfant","0",NA,-Inf,"Minganga"
"364","Bouma","MI178","F","Mossombo","Adolescent","0",27984.5061024109,27984.5061024109,"Minganga"
"365","Bouma","MI179","F","Mossombo","Adolescent","0",NA,-Inf,"Minganga"
"366","Bouma","MI180","F","Mossombo","Adulte","3",14628.4506802055,14628.4506802055,"Minganga"
"367","Bouma","MI181","M","Mossombo","Adulte","3",14628.4506802055,14628.4506802055,"Minganga"
"368","Bylikombo1","MI204","M","Mbaya","Enfant","0",NA,-Inf,"Minganga"
"369","Bylikombo1","MI207","M","Mossombo","Adulte","5",7708.19925535747,14378.8147186411,"Minganga"
"370","Bylikombo1","MI208","F","Mossombo","Personne âgée","1",14378.8147186411,14378.8147186411,"Minganga"
"371","Bylikombo1","MI213","M","Mossombo","Enfant","0",NA,-Inf,"Minganga"
"372","Bylikombo1","MI214","F","Mbili","Enfant","0",NA,-Inf,"Minganga"
"373","Bylikombo1","MI215","F","Komo","Enfant","0",NA,-Inf,"Minganga"
"374","Bylikombo1","MI217","M","Mossombo","Enfant","0",NA,-Inf,"Minganga"
"375","Bylikombo1","MI218","F","Mossombo","Enfant","0",NA,-Inf,"Minganga"
"376","Bylikombo1","MI219","M","Mossombo","Enfant","0",NA,-Inf,"Minganga"
"377","Bylikombo1","MI220","F","Mbaya","Enfant","0",NA,-Inf,"Minganga"
"378","Bylikombo1","MI221","M","Mbaya","Enfant","0",NA,-Inf,"Minganga"
"379","Bylikombo2","MI216","M","Mobangui","Adulte","4",63316.3530569365,125764.744236896,"Minganga"
"380","Bylikombo2","MI222","M","Mossombo","Enfant","0",NA,-Inf,"Minganga"
"381","Bylikombo2","MI223","F","Mossombo","Enfant","0",NA,-Inf,"Minganga"
"382","Bylikombo2","MI224","M","Mossombo","Enfant","0",NA,-Inf,"Minganga"
"383","Bylikombo2","MI225","M","Mossombo","Enfant","0",NA,-Inf,"Minganga"
"384","Bylikombo2","MI226","F","Mossombo","Adulte","4",13563.5585566147,24892.005416506,"Minganga"
"385","Essesse","MI187","M","Mbili","Adulte","5",28173.8878017831,36901.2018340414,"Minganga"
"386","Essesse","MI188","F","Mossombo","Adulte","5",37056.2834914006,37056.2834914006,"Minganga"
"387","Essesse","MI189","F","Mossombo","Adolescent","2",32537.5448179123,37056.2834914006,"Minganga"
"388","Essesse","MI190","M","Essesse","Enfant","0",NA,-Inf,"Minganga"
"389","Essesse","MI191","M","Mbaya","Enfant","0",NA,-Inf,"Minganga"
"390","Essesse","MI192","F","Toukoulaka","Adolescent","0",14858.3080405246,14858.3080405246,"Minganga"
"391","Essesse","MI193","F","Mossombo","Personne âgée","0",NA,-Inf,"Minganga"
"392","Essesse","MI195","M","Mbili","Adulte","0",32537.5448179123,37056.2834914006,"Minganga"
"393","Essesse","MI196","F","Mbili","Adolescent","0",14858.3080405246,14858.3080405246,"Minganga"
"394","Essesse","MI197","F","Mbili","Adulte","0",32537.5448179123,37056.2834914006,"Minganga"
"395","Essesse","MI198","F","Mbili","Adulte","5",21516.0979211539,28173.8878017831,"Minganga"
"396","Essesse","MI199","M","Mbili","Enfant","0",NA,-Inf,"Minganga"
"397","Essesse","MI200","F","Mbili","Enfant","0",NA,-Inf,"Minganga"
"398","Essesse","MI201","M","Mbili","Enfant","0",NA,-Inf,"Minganga"
"399","Essesse","MI227","","","","0",NA,-Inf,"Minganga"
"400","Mbaya","MI202","F","","Adolescent","0",8166.58045220154,8166.58045220154,"Minganga"
"401","Mbaya","MI203","M","","Adolescent","0",8166.58045220154,8166.58045220154,"Minganga"
"402","Mbila","MI167","F","Mbili","Personne âgée","0",82608.9216140982,137271.680369523,"Minganga"
"403","Mbila","MI168","M","Mossombo","Adulte","7",14603.8990702511,14603.8990702511,"Minganga"
"404","Mbila","MI169","F","Mbili","Adulte","6",36694.1180608076,36841.5597820256,"Minganga"
"405","Mbila","MI170","M","Mossombo","Enfant","0",NA,-Inf,"Minganga"
"406","Mbila","MI171","M","Mossombo","Enfant","0",NA,-Inf,"Minganga"
"407","Mbila","MI172","M","Pokola","Enfant","0",NA,-Inf,"Minganga"
"408","Mbila","MI173","F","Mossombo","Enfant","0",NA,-Inf,"Minganga"
"409","Mbila","MI174","F","Mossombo","Enfant","0",NA,-Inf,"Minganga"
"410","Mbila","MI175","M","Minganga","Adulte","4",36694.1180608076,36841.5597820256,"Minganga"
"411","Mbila","MI176","F","Mossombo","Adulte","4",27946.1628586738,36841.5597820256,"Minganga"
"412","Mbila","MI177","M","Mossombo","Adulte","3",21275.0309644624,27946.1628586738,"Minganga"
"413","Misseké_MI","MI145","M","Attention","Adulte","2",16990.0128031136,17117.8989489782,"Minganga"
"414","Misseké_MI","MI146","F","Attention","Adulte","2",20247.9700693714,23633.8134814937,"Minganga"
"415","Misseké_MI","MI147","M","Attention","Enfant","0",NA,-Inf,"Minganga"
"416","Misseké_MI","MI148","M","Attention","Enfant","0",NA,-Inf,"Minganga"
"417","Misseké_MI","MI149","M","Ikelemba","Personne âgée","3",19983.7804834451,23633.8134814937,"Minganga"
"418","Misseké_MI","MI150","M","Attention","Adulte","3",17117.8989489782,17117.8989489782,"Minganga"
"419","Misseké_MI","MI151","F","Attention","Adulte","3",19983.7804834451,23633.8134814937,"Minganga"
"420","Misseké_MI","MI152","F","Attention","Enfant","0",NA,-Inf,"Minganga"
"421","Misseké_MI","MI153","F","Attention","Enfant","0",NA,-Inf,"Minganga"
"422","Mongo","MI134","M","Minganga","Adulte","5",14674.5662616089,22213.2999245403,"Minganga"
"423","Mongo","MI135","F","Minganga","Enfant","0",NA,-Inf,"Minganga"
"424","Mongo","MI136","F","Mossombo","Adulte","5",14054.1351027708,14674.5662616089,"Minganga"
"425","Mongo","MI137","F","Mossombo","Personne âgée","4",18393.959805217,22213.2999245403,"Minganga"
"426","Mongo","MI138","M","Mbili","Adulte","5",14054.1351027708,14674.5662616089,"Minganga"
"427","Mongo","MI139","F","Mbili","Enfant","0",NA,-Inf,"Minganga"
"428","Mongo","MI140","M","Mbili","Enfant","0",NA,-Inf,"Minganga"
"429","Mongo","MI141","M","Mossombo","Enfant","0",NA,-Inf,"Minganga"
"430","Mongo","MI142","M","Mbili","Enfant","0",NA,-Inf,"Minganga"
"431","Mongo","MI143","M","Mossombo","Adulte","0",18393.959805217,22213.2999245403,"Minganga"
"432","Mossombo","MI144","M","Mossombo","Adulte","2",42024.1459705234,64529.2789148512,"Minganga"
"433","Ngata","MI182","F","Mbili","","0",NA,-Inf,"Minganga"
"434","Ngata","MI183","F","Mbili","Personne âgée","6",25590.9505945444,36649.0094919975,"Minganga"
"435","Ngata","MI184","M","Ikelemba","Adulte","0",NA,-Inf,"Minganga"
"436","Ngata","MI185","M","Mbili","Adolescent","1",32270.2780626981,36793.045491175,"Minganga"
"437","Ngata","MI194","F","Mbili","Enfant","0",NA,-Inf,"Minganga"
"438","Makossa1","MI1","F","Minganga","Enfant","0",7325.34816214832,12367.846125473,"Minganga"
"439","Makossa1","MI10","M","Minganga","Adulte","2",14846.9991886236,34795.0694156737,"Minganga"
"440","Bylikombo2","MI100","M","Mossombo","Enfant",NA,11280.8157334613,13563.5585566147,"Minganga"
"441","VMA","MI101","F","Mossombo","Enfant",NA,NA,-Inf,"Minganga"
"442","VMA","MI102","M","Mossombo","Enfant",NA,NA,-Inf,"Minganga"
"443","VMA","MI103","F","Mossombo","Enfant",NA,NA,-Inf,"Minganga"
"444","VMA","MI104","M","Mossombo","Enfant",NA,3173.7113423696,3173.7113423696,"Minganga"
"445","VMA","MI105","F","Mbili","Personne âgée",NA,19116.1590284522,21580.6975445257,"Minganga"
"446","VMA","MI106","F","Mossombo","Adulte",NA,7508.38102568153,21239.8847915227,"Minganga"
"447","Bokéya1","MI107","M","Attention","Adolescent",NA,14643.1035865803,99725.1687021239,"Minganga"
"448","Bokéya1","MI108","M","Komo","Enfant",NA,NA,-Inf,"Minganga"
"449","Bokéya1","MI109","M","Attention","Adulte",NA,9975.40314477158,19394.168014374,"Minganga"
"450","Makossa3","MI11","F","Mossombo","Personne âgée","3",12152.7242278768,15161.8323621648,"Minganga"
"451","Bokéya1","MI110","F","Toukoulaka","Adulte",NA,10721.371721567,19394.168014374,"Minganga"
"452","Bokéya1","MI111","F","Attention","Enfant",NA,2371.18359249432,19394.168014374,"Minganga"
"453","Bokéya1","MI112","M","Attention","Enfant",NA,8134.74707446421,19394.168014374,"Minganga"
"454","Bokéya1","MI113","M","Attention","Adulte",NA,10721.371721567,19394.168014374,"Minganga"
"455","Moundouala1","MI114","M","","Adulte",NA,10447.6064260229,19962.8730411335,"Minganga"
"456","Bokéya1","MI115","F","Bène","Adulte",NA,9975.40314477158,19394.168014374,"Minganga"
"457","Bokéya1","MI116","F","Minganga","Adulte",NA,9580.60732200735,19394.168014374,"Minganga"
"458","Moundouala1","MI117","F","Toukoulaka","Adulte",NA,9622.52880282648,19962.8730411335,"Minganga"
"459","Moundouala1","MI118","M","Attention","Enfant",NA,10447.6064260229,19962.8730411335,"Minganga"
"460","Ndémiko","MI119","M","Minganga","Enfant",NA,8246.89440366055,20488.4030588227,"Minganga"
"461","Makossa3","MI12","F","Mossombo","Personne âgée","5",15161.8323621648,26187.7318112722,"Minganga"
"462","Ndémiko","MI120","M","Minganga","Enfant",NA,9974.05659243301,20488.4030588227,"Minganga"
"463","Ndémiko","MI121","M","","Enfant",NA,10788.7283652747,76513.4345967005,"Minganga"
"464","Ndémiko","MI122","F","Toukoulaka","Adulte","3",9159.38481959133,20488.4030588227,"Minganga"
"465","Ndémiko","MI123","M","Minganga","Adulte",NA,11596.8963734129,120631.960151461,"Minganga"
"466","Ndémiko","MI124","M","Attention","Enfant",NA,7934.02371192873,20488.4030588227,"Minganga"
"467","Ndémiko","MI125","M","Attention","Adulte",NA,9159.38481959133,20488.4030588227,"Minganga"
"468","Ndémiko","MI126","M","Attention","Adolescent",NA,9974.05659243301,20488.4030588227,"Minganga"
"469","Epopé","MI127","M","Attention","Adulte",NA,11812.5010944918,54023.8103506314,"Minganga"
"470","Ndémiko","MI128","F","Attention","Adulte",NA,9159.38481959133,20166.4470397444,"Minganga"
"471","Ndémiko","MI129","F","Bène","Adulte",NA,9159.38481959133,20166.4470397444,"Minganga"
"472","Makossa1","MI13","F","Minganga","Adulte","2",11689.2293966961,14723.2585856623,"Minganga"
"473","Ndémiko","MI130","F","Attention","Enfant",NA,7934.02371192873,20488.4030588227,"Minganga"
"474","Ndémiko","MI131","M","Minganga","Enfant",NA,7934.02371192873,20488.4030588227,"Minganga"
"475","Ndémiko","MI132","M","Misseké","Enfant",NA,9974.05659243301,20488.4030588227,"Minganga"
"476","Epopé","MI133","F","Minganga","Adulte",NA,10043.7708065876,63229.2596671059,"Minganga"
"477","Mbaya","MI14","F","Mbili","Enfant",NA,6102.07984348502,8977.81551371977,"Minganga"
"478","Mbaya","MI15","F","Mbili","Adolescent",NA,6369.20790186196,29781.789239708,"Minganga"
"479","VMA","MI16","F","VMA","Enfant",NA,11850.537049691,21580.6975445257,"Minganga"
"480","Mbaya","MI17","M","Mossombo","Personne âgée","6",10931.578390827,76010.2140638245,"Minganga"
"481","Mbaya","MI18","F","Mbili","Adulte","1",8572.19798296066,13467.7183631116,"Minganga"
"482","VMA","MI19","M","Minganga","Adolescent",NA,7537.93364653566,21239.8847915227,"Minganga"
"483","Makossa1","MI2","M","Minganga","Enfant",NA,11280.8157334613,14723.2585856623,"Minganga"
"484","Mbaya","MI20","F","Mbaya","Adolescent",NA,6315.79798732717,29693.5014605877,"Minganga"
"485","Mbaya","MI21","F","Mossombo","Personne âgée","6",6425.95969045698,29781.789239708,"Minganga"
"486","Mbaya","MI22","M","Minganga","Adulte","1",8977.81551371977,20470.5867014215,"Minganga"
"487","Bylikombo2","MI23","M","Minganga","Enfant",NA,8350.05226369842,13563.5585566147,"Minganga"
"488","Bylikombo2","MI24","M","Minganga","Enfant",NA,8350.05226369842,13563.5585566147,"Minganga"
"489","VMA","MI25","M","Minganga","Personne âgée","6",7526.16553371254,21580.6975445257,"Minganga"
"490","VMA","MI26","F","Minganga","Personne âgée","6",11850.537049691,21239.8847915227,"Minganga"
"491","Bylikombo2","MI27","F","Minganga","Adolescent",NA,8350.05226369842,13563.5585566147,"Minganga"
"492","Bylikombo2","MI28","F","Minganga","Personne âgée","4",11308.8970228156,24892.005416506,"Minganga"
"493","Bylikombo2","MI29","M","Minganga","Adulte","3",11280.8157334613,13563.5585566147,"Minganga"
"494","Makossa3","MI3","F","","Adolescent",NA,11748.2197056644,15161.8323621648,"Minganga"
"495","Avocat","MI30","M","Toukoulaka","Adolescent","0",10097.5038481931,20332.8587070465,"Minganga"
"496","Epopé","MI31","F","Toukoulaka","Personne âgée","5",9553.47761684404,17925.2081375192,"Minganga"
"497","Avocat","MI32","M","Attention","Adolescent",NA,9116.40696497551,20332.8587070465,"Minganga"
"498","Avocat","MI34","M","Toukoulaka","Adolescent","0",10097.5038481931,20332.8587070465,"Minganga"
"499","Avocat","MI35","M","Attention","Enfant",NA,9116.40696497551,20332.8587070465,"Minganga"
"500","Avocat","MI36","F","Attention","Enfant",NA,3312.37979917717,12267.2823928173,"Minganga"
"501","Avocat","MI37","M","Attention","Enfant",NA,10691.8446788964,20332.8587070465,"Minganga"
"502","Avocat","MI38","F","Attention","Adulte","4",10097.5038481931,20332.8587070465,"Minganga"
"503","Avocat","MI39","M","Attention","Adulte","4",10097.5038481931,20332.8587070465,"Minganga"
"504","Makossa3","MI4","M","Mossombo","Enfant",NA,11748.2197056644,15161.8323621648,"Minganga"
"505","Avocat","MI40","M","Attention","Enfant",NA,9263.42930555923,20332.8587070465,"Minganga"
"506","Avocat","MI41","M","Minganga","Personne âgée","8",10097.5038481931,63025.9297236075,"Minganga"
"507","Avocat","MI42","F","Attention","Adolescent",NA,8330.4067398125,20332.8587070465,"Minganga"
"508","Avocat","MI43","F","Attention","Adulte","2",9263.42930555923,20332.8587070465,"Minganga"
"509","Avocat","MI44","F","Bène","Personne âgée","8",9263.42930555923,20332.8587070465,"Minganga"
"510","Avocat","MI45","M","Attention","Adulte","1",10097.5038481931,20332.8587070465,"Minganga"
"511","Avocat","MI46","F","Attention","Enfant",NA,9116.40696497551,20332.8587070465,"Minganga"
"512","Moundouala2","MI47","M","Attention","Adolescent",NA,10163.0045857466,18135.9743717931,"Minganga"
"513","Moundouala2","MI48","F","Attention","Adolescent",NA,10163.0045857466,18135.9743717931,"Minganga"
"514","Moundouala2","MI49","F","Attention","Adolescent",NA,3231.83693879142,10163.0045857466,"Minganga"
"515","Makossa3","MI5","F","","Enfant",NA,11748.2197056644,15161.8323621648,"Minganga"
"516","Moundouala2","MI50","M","Attention","Adulte","5",10439.7816193571,19844.68987725,"Minganga"
"517","Moundouala2","MI51","F","Attention","Enfant",NA,9689.68721013885,10163.0045857466,"Minganga"
"518","Moundouala2","MI52","M","Attention","Enfant",NA,3231.83693879142,10163.0045857466,"Minganga"
"519","Moundouala2","MI53","F","","Adulte","5",10163.0045857466,19844.68987725,"Minganga"
"520","Moundouala2","MI54","F","Attention","Enfant",NA,3231.83693879142,10163.0045857466,"Minganga"
"521","Bokéya2","MI55","M","Attention","Adulte","4",11494.2139861372,19751.5915268764,"Minganga"
"522","Bokéya2","MI56","M","Attention","Enfant",NA,2682.82006844259,9446.02859421298,"Minganga"
"523","Bokéya2","MI57","F","Minganga","Personne âgée","5",9573.21666365713,17446.8304434043,"Minganga"
"524","Bokéya2","MI58","M","","Personne âgée",NA,9700.40473310127,17446.8304434043,"Minganga"
"525","Bokéya2","MI59","F","Attention","Enfant",NA,9446.02859421298,15780.2744202094,"Minganga"
"526","Makossa3","MI6","F","Mbili","Adulte","3",12701.8874275692,35122.9771189301,"Minganga"
"527","Bokéya2","MI60","F","Minganga","Enfant",NA,9318.72926541771,15780.2744202094,"Minganga"
"528","Bokéya2","MI61","M","Attention","Enfant",NA,9446.02859421298,15780.2744202094,"Minganga"
"529","Bokéya2","MI62","F","Attention","Adulte","4",10597.3093596192,19751.5915268764,"Minganga"
"530","Epopé","MI63","M","Attention","Adulte","4",9553.47761684404,19647.3839041298,"Minganga"
"531","Epopé","MI64","F","Attention","Enfant",NA,3178.22429191264,9739.37192194878,"Minganga"
"532","Epopé","MI65","M","Attention","Enfant",NA,3250.392007215,19647.3839041298,"Minganga"
"533","Epopé","MI66","M","Attention","Enfant",NA,NA,-Inf,"Minganga"
"534","Epopé","MI67","F","Toukoulaka","Adulte","4",9646.42476939641,19647.3839041298,"Minganga"
"535","Makossa2","MI68","F","Minganga","Adulte",NA,12423.7118627824,25875.1425396089,"Minganga"
"536","Makossa2","MI69","M","Mbili","Enfant",NA,12153.9165438039,34848.2605579712,"Minganga"
"537","Makossa3","MI7","M","Mossombo","Personne âgée","4",12152.7242278768,15161.8323621648,"Minganga"
"538","Makossa2","MI70","M","Mbili","Adulte",NA,14974.8245812683,34848.2605579712,"Minganga"
"539","Makossa2","MI71","F","Mbili","Adulte",NA,15579.7322410547,34848.2605579712,"Minganga"
"540","Makossa2","MI72","F","Mossombo","Enfant",NA,11745.4474279869,14779.5745511928,"Minganga"
"541","Makossa2","MI73","M","Mbili","Enfant",NA,2226.74474036455,2226.74474036455,"Minganga"
"542","Makossa2","MI74","M","Mbili","Enfant",NA,10796.9847527713,14779.5745511928,"Minganga"
"543","Makossa2","MI75","F","Mossombo","Enfant",NA,11745.4474279869,14779.5745511928,"Minganga"
"544","Makossa3","MI76","M","Mossombo","Adulte",NA,12701.8874275692,35122.9771189301,"Minganga"
"545","Makossa3","MI77","F","Mbili","Adulte",NA,12152.7242278768,15161.8323621648,"Minganga"
"546","Makossa3","MI78","F","Mossombo","Adulte",NA,12846.5461050492,35122.9771189301,"Minganga"
"547","Makossa3","MI79","F","Bonilé","Enfant",NA,NA,-Inf,"Minganga"
"548","Makossa3","MI8","F","Mossombo","Adulte",NA,12152.7242278768,26187.7318112722,"Minganga"
"549","Makossa3","MI80","M","Minganga","Enfant",NA,NA,-Inf,"Minganga"
"550","Makossa3","MI81","M","Mossombo","Adolescent",NA,11748.2197056644,15161.8323621648,"Minganga"
"551","Makossa3","MI82","M","Mossombo","Enfant",NA,12152.7242278768,15161.8323621648,"Minganga"
"552","Makossa3","MI83","M","Mossombo","Enfant",NA,NA,-Inf,"Minganga"
"553","Mbaya","MI84","M","Mbaya","Enfant",NA,6482.71147905199,6482.71147905199,"Minganga"
"554","Mbaya","MI85","M","Minganga","Enfant",NA,6262.38807279238,8977.81551371977,"Minganga"
"555","Mbaya","MI86","F","","Adulte",NA,6369.20790186196,95460.0041877715,"Minganga"
"556","Mbaya","MI87","M","Mossombo","Enfant",NA,6262.38807279238,8977.81551371977,"Minganga"
"557","Mbaya","MI88","M","Minganga","Adulte",NA,10931.578390827,158455.326985449,"Minganga"
"558","Mbaya","MI89","F","Mossombo","Enfant",NA,6262.38807279238,8977.81551371977,"Minganga"
"559","Makossa3","MI9","F","Mossombo","Enfant",NA,12152.7242278768,15161.8323621648,"Minganga"
"560","Mbaya","MI90","M","Mossombo","Adulte",NA,6262.38807279238,8977.81551371977,"Minganga"
"561","Mbaya","MI91","M","Mossombo","Enfant",NA,6262.38807279238,8977.81551371977,"Minganga"
"562","Mbaya","MI92","F","Minganga","Adulte",NA,9883.27193949723,13467.7183631116,"Minganga"
"563","Mbaya","MI93","M","Mossombo","Enfant",NA,6102.07984348502,8977.81551371977,"Minganga"
"564","Bylikombo2","MI94","F","Ngandziko","Enfant",NA,8350.05226369842,11748.2197056644,"Minganga"
"565","Bylikombo2","MI95","M","Bylikombo2","Enfant",NA,NA,-Inf,"Minganga"
"566","Bylikombo2","MI96","M","Minganga","Adulte",NA,10619.3770631943,25167.9742996709,"Minganga"
"567","Bylikombo2","MI97","M","","Enfant",NA,2463.14456979463,3708.34757203055,"Minganga"
"568","VMA","MI98","M","Attention","Adulte",NA,7537.93364653566,52674.5566574721,"Minganga"
"569","Bylikombo2","MI99","F","Minganga","Adulte",NA,11336.9783121699,24892.005416506,"Minganga"
"570","Lokoko6","E1","F","Lokoko6","Enfant",NA,9353.79716259781,57488.0439046715,"Enyelle"
"571","Likeko","E10","M","Likeko","Enfant",NA,13602.8003664751,13602.8003664751,"Enyelle"
"572","Lokoko1","E100","F","Lokoko1","Enfant",NA,3019.91995986196,3019.91995986196,"Enyelle"
"573","Lokoko1","E101","F","Lokoko1","Enfant",NA,3019.91995986196,3019.91995986196,"Enyelle"
"574","Lokoko1","E102","F","Enyelle","Adulte",NA,10151.9769215505,58938.5189839516,"Enyelle"
"575","Sobé","E103","F","Sobé","Enfant",NA,NA,-Inf,"Enyelle"
"576","Sobé","E104","M","Enyelle","Adulte",NA,3079.55857038282,40683.8383252678,"Enyelle"
"577","Sobé","E105","F","Enyelle","Adulte",NA,3041.07615964603,8406.90368172991,"Enyelle"
"578","Sobé","E106","F","Enyelle","Adolescent",NA,2684.01967429356,4476.77789597856,"Enyelle"
"579","Molapa_EN","E107","M","Enyelle","Adulte",NA,2050.79522727313,7226.89474625398,"Enyelle"
"580","Molapa_EN","E108","F","Enyelle","Adulte",NA,14452.4546500133,38987.7735191422,"Enyelle"
"581","Molapa_EN","E109","F","Enyelle","Enfant",NA,NA,-Inf,"Enyelle"
"582","Likeko","E11","M","","Adulte",NA,13746.0410701778,16927.0406866605,"Enyelle"
"583","Molapa_EN","E110","M","Enyelle","Adolescent",NA,5020.415311941,38987.7735191422,"Enyelle"
"584","Molapa_EN","E111","M","Enyelle","Adulte",NA,11184.0145615771,72278.8427024988,"Enyelle"
"585","Kombo2","E112","M","Enyelle","Enfant",NA,NA,-Inf,"Enyelle"
