"","residence_camp","ref","sex","birthplace","age","children_alive","median_dist","max_dist","region"
"586","Kombo2","E113","M","Ibenga","Enfant",NA,NA,-Inf,"Enyelle"
"587","Kombo2","E114","M","Dongou","Adulte",NA,19392.7235498491,273647.966567597,"Enyelle"
"588","Kombo2","E115","F","Enyelle","Adolescent",NA,4852.86889569347,72531.4615556838,"Enyelle"
"589","Kombo2","E116","M","Enyelle","Enfant",NA,NA,-Inf,"Enyelle"
"590","Kombo2","E117","M","Ibenga","Enfant",NA,NA,-Inf,"Enyelle"
"591","Kombo2","E118","F","Kombo2","Enfant",NA,NA,-Inf,"Enyelle"
"592","Kombo2","E119","F","Ibenga","Enfant",NA,NA,-Inf,"Enyelle"
"593","Essembo3","E12","F","Bétou","Enfant",NA,30975.1767616832,48705.5734973461,"Enyelle"
"594","Kombo2","E120","F","Enyelle","Enfant",NA,NA,-Inf,"Enyelle"
"595","Kombo2","E121","F","Enyelle","Adulte",NA,10924.3184312439,72531.4615556838,"Enyelle"
"596","Kombo2","E122","F","Enyelle","Enfant",NA,NA,-Inf,"Enyelle"
"597","Kombo2","E123","F","Enyelle","Adolescent",NA,1781.10218214871,2531.45169856961,"Enyelle"
"598","Kombo2","E124","F","Enyelle","Personne âgée",NA,2531.45169856961,25823.6831635475,"Enyelle"
"599","Kombo2","E125","F","Enyelle","Adolescent",NA,2156.27694035916,25823.6831635475,"Enyelle"
"600","Kombo2","E126","F","Kombo2","Enfant",NA,NA,-Inf,"Enyelle"
"601","Kombo2","E127","F","Enyelle","Adolescent",NA,23180.6386856566,72531.4615556838,"Enyelle"
"602","Bopongo","E128","F","Enyelle","Enfant",NA,NA,-Inf,"Enyelle"
"603","Bopongo","E129","M","Boyelé","Adulte",NA,10970.7074131786,67007.3252505513,"Enyelle"
"604","Essembo3","E13","M","Bétou","Adulte",NA,9014.07080953847,128818.17929109,"Enyelle"
"605","Bopongo","E130","M","Enyelle","Adulte",NA,10987.8938276679,58543.9197384673,"Enyelle"
"606","Bopongo","E131","M","Bopongo","Enfant",NA,NA,-Inf,"Enyelle"
"607","Bopongo","E132","M","Boyelé","Adulte",NA,10886.3459484929,34279.7378552076,"Enyelle"
"608","Bopongo","E133","F","Enyelle","Enfant",NA,NA,-Inf,"Enyelle"
"609","Bopongo","E134","F","Enyelle","Adulte",NA,19880.0451156939,23352.2033650519,"Enyelle"
"610","Bopongo","E135","F","Bopongo","Enfant",NA,NA,-Inf,"Enyelle"
"611","Bopongo","E136","F","Enyelle","Enfant",NA,NA,-Inf,"Enyelle"
"612","Bopongo","E137","M","Enyelle","Adulte",NA,17143.7236060569,74580.3305486522,"Enyelle"
"613","Bopongo","E138","F","Enyelle","Enfant",NA,NA,-Inf,"Enyelle"
"614","Bopongo","E139","M","Enyelle","Enfant",NA,NA,-Inf,"Enyelle"
"615","Essembo3","E14","F","Essembo","Enfant",NA,9026.49090692525,48705.5734973461,"Enyelle"
"616","Bopongo","E140","F","Enyelle","Enfant",NA,NA,-Inf,"Enyelle"
"617","Bopongo","E141","F","Enyelle","Adulte",NA,12854.8844070993,23352.2033650519,"Enyelle"
"618","Bopongo","E142","F","Enyelle","Adulte",NA,2813.93587762802,23352.2033650519,"Enyelle"
"619","Bopongo","E143","F","Enyelle","Adulte",NA,2813.93587762802,23352.2033650519,"Enyelle"
"620","Bopongo","E144","F","Enyelle","Enfant",NA,NA,-Inf,"Enyelle"
"621","Bopongo","E145","M","Enyelle","Adulte",NA,2813.93587762802,23352.2033650519,"Enyelle"
"622","Coconacoco1","E146","F","Bongoye","Enfant",NA,NA,-Inf,"Enyelle"
"623","Coconacoco1","E147","F","Bongoye","Adulte",NA,1824.44683660491,53266.426700519,"Enyelle"
"624","Coconacoco1","E148","M","Enyelle","Adulte",NA,1924.38521307363,24242.0491909355,"Enyelle"
"625","Coconacoco1","E149","M","Enyelle","Enfant",NA,1682.31661758476,1924.38521307363,"Enyelle"
"626","Essembo3","E15","F","Bétou","Enfant",NA,31907.5396058015,48705.5734973461,"Enyelle"
"627","Coconacoco1","E150","M","Enyelle","Enfant",NA,NA,-Inf,"Enyelle"
"628","Coconacoco1","E151","M","Enyelle","Adolescent",NA,1924.38521307363,6652.88690832192,"Enyelle"
"629","Coconacoco1","E152","F","Enyelle","Adulte",NA,8130.25439927663,24242.0491909355,"Enyelle"
"630","Coconacoco1","E153","M","Enyelle","Adulte",NA,10171.5741396718,24242.0491909355,"Enyelle"
"631","Coconacoco1","E154","M","Bongoye","Enfant",NA,NA,-Inf,"Enyelle"
"632","Coconacoco1","E155","M","Enyelle","Enfant",NA,NA,-Inf,"Enyelle"
"633","Coconacoco1","E156","F","Enyelle","Adulte",NA,24242.0491909355,33392.0266317909,"Enyelle"
"634","Coconacoco1","E157","M","Bongoye","Enfant",NA,NA,-Inf,"Enyelle"
"635","Coconacoco1","E158","F","Enyelle","Adulte",NA,6652.88690832192,24242.0491909355,"Enyelle"
"636","Coconacoco1","E159","M","Bongoye","Enfant",NA,1682.31661758476,1924.38521307363,"Enyelle"
"637","Essembo3","E16","F","Bétou","Enfant",NA,9026.49090692525,48705.5734973461,"Enyelle"
"638","Coconacoco1","E160","M","Enyelle","Enfant",NA,1824.44683660491,6652.88690832192,"Enyelle"
"639","Coconacoco1","E161","F","Bongoye","Adolescent",NA,29959.6568044204,53266.426700519,"Enyelle"
"640","Coconacoco1","E162","F","Enyelle","Personne âgée",NA,10735.5263891123,19675.6752030935,"Enyelle"
"641","Coconacoco1","E163","M","Enyelle","Enfant",NA,1724.50846013619,2582.18169629846,"Enyelle"
"642","Coconacoco1","E164","M","Mimbelli","Adulte",NA,1924.38521307363,24242.0491909355,"Enyelle"
"643","Coconacoco1","E165","M","Coconacoco1","FALSE",NA,NA,-Inf,"Enyelle"
"644","Coconacoco1","E166","F","Mimbelli","Enfant",NA,NA,-Inf,"Enyelle"
"645","Kombo1","E167","F","Kombo3","Personne âgée",NA,2357.56544914674,7005.84173453645,"Enyelle"
"646","Kombo1","E168","M","","Enfant",NA,2357.56544914674,7005.84173453645,"Enyelle"
"647","Kombo1","E169","M","","Enfant",NA,2357.56544914674,7005.84173453645,"Enyelle"
"648","Essembo3","E17","M","Essembo4","Enfant",NA,9650.78999292567,48705.5734973461,"Enyelle"
"649","Kombo1","E170","M","","Enfant",NA,1987.89759463626,2542.59355596808,"Enyelle"
"650","Kombo1","E171","F","Enyelle","Adulte","2",1987.89759463626,2542.59355596808,"Enyelle"
"651","Kombo1","E172","M","Kombo2","Enfant",NA,2542.59355596808,19537.3847515182,"Enyelle"
"652","Kombo3","E173","M","Kombo3","Adulte","1",13020.0223299494,19518.8784520749,"Enyelle"
"653","Kombo1","E174","M","Enyelle","Enfant",NA,2357.56544914674,7005.84173453645,"Enyelle"
"654","Kombo1","E175","F","Enyelle","Personne âgée","3",2357.56544914674,7005.84173453645,"Enyelle"
"655","Coconacoco1","E176","M","Coconacoco1","Adulte","1",19358.9152112673,117610.508735199,"Enyelle"
"656","Kombo3","E177","F","Enyelle","Adulte","0",2617.23344009308,39195.5723493091,"Enyelle"
"657","Kombo3","E178","F","Molapa_EN","Adulte","1",2617.16566830872,25912.7851588169,"Enyelle"
"658","Kombo3","E179","F","Kombo3","Enfant",NA,2617.16566830872,7093.19336956691,"Enyelle"
"659","Essembo4","E18","F","Enyelle","Personne âgée","5",8621.10521153866,19622.1657079122,"Enyelle"
"660","Kombo3","E180","F","Enyelle","Adulte","0",2617.23344009308,25912.7851588169,"Enyelle"
"661","Kombo2","E181","M","Kombo2","Enfant",NA,2531.45169856961,7089.40877028868,"Enyelle"
"662","Kombo2","E182","F","Enyelle","Adulte","2",2616.32902109827,31751.9115183544,"Enyelle"
"663","Kombo2","E183","M","Kombo2","Enfant",NA,2531.45169856961,7089.40877028868,"Enyelle"
"664","Kombo2","E184","M","Enyelle","Adulte","2",18982.5522820627,25823.6831635475,"Enyelle"
"665","Kombo2","E185","F","Enyelle","Adulte","1",2616.32902109827,40023.6226106578,"Enyelle"
"666","Kombo2","E186","F","Kombo1","Adulte","0",28787.797340951,39271.8686010244,"Enyelle"
"667","Bopongo","E187","M","Bopongo","Enfant",NA,2813.93587762802,23352.2033650519,"Enyelle"
"668","Bopongo","E188","F","Bopongo","Enfant",NA,2946.74722400542,23352.2033650519,"Enyelle"
"669","Bopongo","E189","F","Bopongo","Enfant",NA,2946.74722400542,23352.2033650519,"Enyelle"
"670","Essembo3","E19","F","Bétou","Personne âgée",NA,8953.33977669806,48705.5734973461,"Enyelle"
"671","Bopongo","E190","F","Enyelle","Enfant",NA,2813.93587762802,23352.2033650519,"Enyelle"
"672","Bopongo","E191","F","Mimbelli","Adulte",NA,2715.55077296837,23352.2033650519,"Enyelle"
"673","Bopongo","E192","F","Mimbelli","Enfant",NA,2813.93587762802,23352.2033650519,"Enyelle"
"674","Bopongo","E193","F","Mimbelli","Adulte","5",2813.93587762802,23352.2033650519,"Enyelle"
"675","Bopongo","E194","F","Mimbelli","Adulte","1",2715.55077296837,23352.2033650519,"Enyelle"
"676","Bopongo","E195","F","Mimbelli","Adulte","0",2715.55077296837,23352.2033650519,"Enyelle"
"677","Bopongo","E196","F","Mimbelli","Adulte","0",2946.74722400542,34279.7378552076,"Enyelle"
"678","Bopongo","E197","F","Bissambi","Adulte","2",28815.9706101298,58543.9197384673,"Enyelle"
"679","Bopongo","E198","M","Bissambi","Enfant",NA,128616.80901772,128616.80901772,"Enyelle"
"680","Bopongo","E199","M","Djoubé","Adulte","1",2813.93587762802,23352.2033650519,"Enyelle"
"681","Lokoko6","E2","F","Enyelle","Personne âgée",NA,8890.63110631333,57488.0439046715,"Enyelle"
"682","Essembo3","E20","F","Bétou","Adulte","3",9001.65071215168,48705.5734973461,"Enyelle"
"683","Bopongo","E200","F","Mimbelli","Adulte",NA,2813.93587762802,34279.7378552076,"Enyelle"
"684","Bopongo","E201","F","Bissambi","Personne âgée","5",2946.74722400542,34279.7378552076,"Enyelle"
"685","Bopongo","E202","M","Mimbelli","Personne âgée","4",2946.74722400542,23352.2033650519,"Enyelle"
"686","Bopongo","E203","F","","Personne âgée",NA,13774.1179953278,23352.2033650519,"Enyelle"
"687","Bopongo","E204","F","Mimbelli","Enfant",NA,4620.16683229347,23352.2033650519,"Enyelle"
"688","Bopongo","E205","M","Midjoukou","Personne âgée","5",14440.6945738536,318549.648707747,"Enyelle"
"689","Bopongo","E206","F","Mimbelli","Adulte","1",2946.74722400542,23352.2033650519,"Enyelle"
"690","Bopongo","E207","M","Bopongo","Enfant",NA,4533.22370758203,6708.88196601732,"Enyelle"
"691","Bopongo","E208","M","Coconacoco2","FALSE",NA,6708.88196601732,6708.88196601732,"Enyelle"
"692","Bopongo","E209","F","Bopongo","Enfant",NA,15030.5426655346,23352.2033650519,"Enyelle"
"693","Essembo3","E21","F","Essembo","Enfant",NA,9026.49090692525,48705.5734973461,"Enyelle"
"694","Bopongo","E210","F","Mimbelli","Adulte","2",2813.93587762802,23352.2033650519,"Enyelle"
"695","Bopongo","E211","F","Mimbelli","Personne âgée","5",2813.93587762802,34279.7378552076,"Enyelle"
"696","Coconacoco1","E212","F","Enyelle","Personne âgée",NA,1824.44683660491,24242.0491909355,"Enyelle"
"697","Coconacoco1","E213","F","Coconacoco1","Enfant",NA,1640.12477503333,6652.88690832192,"Enyelle"
"698","Coconacoco1","E214","M","Coconacoco1","Enfant",NA,1724.50846013619,6652.88690832192,"Enyelle"
"699","Coconacoco1","E215","F","Enyelle","Personne âgée","7",2253.28345468604,33392.0266317909,"Enyelle"
"700","Coconacoco1","E216","F","Enyelle","Enfant",NA,1724.50846013619,6652.88690832192,"Enyelle"
"701","Coconacoco1","E217","F","Bongoye","Personne âgée",NA,1724.50846013619,24242.0491909355,"Enyelle"
"702","Coconacoco1","E218","F","Coconacoco1","Adulte","1",1824.44683660491,6652.88690832192,"Enyelle"
"703","Coconacoco1","E219","M","Coconacoco1","Enfant",NA,1682.31661758476,6652.88690832192,"Enyelle"
"704","Essembo4","E22","M","Enyelle","Adulte","1",10028.8647641748,31469.0731061682,"Enyelle"
"705","Coconacoco1","E220","F","Enyelle","Adulte","5",1782.25499405348,2582.18169629846,"Enyelle"
"706","Coconacoco1","E221","M","Dongou","Adulte","5",11229.5621904671,19675.6752030935,"Enyelle"
"707","Coconacoco1","E222","M","Enyelle","Enfant",NA,4288.63606069777,19524.6936489018,"Enyelle"
"708","Coconacoco1","E223","F","Coconacoco1","Adulte","2",1640.12477503333,1724.50846013619,"Enyelle"
"709","Coconacoco1","E224","F","Coconacoco1","Enfant",NA,1640.12477503333,6652.88690832192,"Enyelle"
"710","Coconacoco1","E225","M","Coconacoco1","Adulte","2",2582.18169629846,40880.1029341965,"Enyelle"
"711","Coconacoco1","E226","M","Enyelle","Enfant",NA,6652.88690832192,6652.88690832192,"Enyelle"
"712","Coconacoco1","E227","F","Enyelle","Enfant",NA,1824.44683660491,21946.8644534212,"Enyelle"
"713","Coconacoco2","E228","M","Mokaza","Enfant",NA,1960.50242282447,7091.28187354173,"Enyelle"
"714","Coconacoco2","E229","M","Enyelle","Enfant",NA,1781.10218214871,7091.28187354173,"Enyelle"
"715","Essembo5","E23","M","Enyelle","Enfant",NA,7527.06508847385,13219.8201201152,"Enyelle"
"716","Coconacoco2","E230","","Enyelle","Enfant",NA,1960.50242282447,7091.28187354173,"Enyelle"
"717","Coconacoco1","E231","M","Enyelle","Personne âgée",NA,53266.426700519,274632.141675623,"Enyelle"
"718","Coconacoco2","E232","F","Coconacoco2","Enfant",NA,4354.75580683375,7091.28187354173,"Enyelle"
"719","Coconacoco2","E233","M","Enyelle","Enfant",NA,1960.50242282447,7091.28187354173,"Enyelle"
"720","Coconacoco2","E234","F","Mokaza","Enfant",NA,1960.50242282447,7091.28187354173,"Enyelle"
"721","Coconacoco1","E235","M","Enyelle","Adulte","3",2253.28345468604,127962.015700203,"Enyelle"
"722","Coconacoco1","E236","F","Enyelle","Adulte","2",1924.38521307363,24242.0491909355,"Enyelle"
"723","Coconacoco1","E237","F","Coconacoco1","Adulte",NA,1824.44683660491,6652.88690832192,"Enyelle"
"724","Coconacoco1","E238","F","Enyelle","Personne âgée",NA,1924.38521307363,33392.0266317909,"Enyelle"
"725","Coconacoco1","E239","M","Kombo1","Adulte",NA,1724.50846013619,2582.18169629846,"Enyelle"
"726","Essembo5","E24","F","Lokoko6","Enfant",NA,1074.45553102565,13219.8201201152,"Enyelle"
"727","Coconacoco2","E240","F","Mimbelli","Adulte","3",2050.79522727313,127770.29352969,"Enyelle"
"728","Coconacoco2","E241","F","Coconacoco2","Personne âgée",NA,24042.5825917711,24042.5825917711,"Enyelle"
"729","Coconacoco2","E242","F","Mimbelli","Adulte","3",4480.74574595877,24042.5825917711,"Enyelle"
"730","Coconacoco2","E243","M","Enyelle","Adulte","3",2050.79522727313,24042.5825917711,"Enyelle"
"731","Coconacoco2","E245","M","Enyelle","Enfant",NA,4436.19202784522,22406.8080979877,"Enyelle"
"732","Coconacoco2","E246","M","Mimbelli","Adulte","6",19727.4975122602,291170.342610103,"Enyelle"
"733","Coconacoco2","E248","F","Bongoye","Personne âgée",NA,7091.28187354173,75066.0916490084,"Enyelle"
"734","Coconacoco2","E249","M","Coconacoco2","Enfant",NA,1781.10218214871,7091.28187354173,"Enyelle"
"735","Ngouanguébé","E25","M","Enyelle","Adulte","5",6582.09786209289,18301.1294408008,"Enyelle"
"736","Coconacoco2","E250","M","Coconacoco2","Enfant",NA,1825.65590026226,7091.28187354173,"Enyelle"
"737","Coconacoco2","E251","F","Coconacoco2","Enfant",NA,2050.79522727313,7091.28187354173,"Enyelle"
"738","Coconacoco2","E252","F","Enyelle","Adulte","4",1960.50242282447,24042.5825917711,"Enyelle"
"739","Coconacoco2","E253","F","Coconacoco2","Enfant",NA,2050.79522727313,14261.7121923816,"Enyelle"
"740","Coconacoco2","E254","F","Mimbelli","Adulte","2",2050.79522727313,24042.5825917711,"Enyelle"
"741","Coconacoco2","E255","M","Mimbelli","Adulte","2",1781.10218214871,24042.5825917711,"Enyelle"
"742","Coconacoco2","E256","M","Coconacoco2","Enfant",NA,4354.75580683375,7091.28187354173,"Enyelle"
"743","Coconacoco2","E257","M","","Enfant",NA,7091.28187354173,7091.28187354173,"Enyelle"
"744","Coconacoco2","E258","M","Coconacoco2","Enfant",NA,7091.28187354173,24042.5825917711,"Enyelle"
"745","Coconacoco2","E259","F","","Enfant",NA,2050.79522727313,20041.8327646858,"Enyelle"
"746","Essembo5","E26","M","Enyelle","Adulte","2",8969.4324132187,48813.3500377645,"Enyelle"
"747","Coconacoco2","E260","F","","Enfant",NA,2050.79522727313,24042.5825917711,"Enyelle"
"748","Coconacoco2","E261","F","Enyelle","Adulte",NA,2545.93569345958,24042.5825917711,"Enyelle"
"749","Coconacoco2","E262","M","Mimbelli","Adulte","8",2545.93569345958,25366.5006677023,"Enyelle"
"750","Coconacoco2","E263","F","Enyelle","Enfant",NA,2050.79522727313,7091.28187354173,"Enyelle"
"751","Coconacoco2","E264","F","Enyelle","Enfant",NA,1960.50242282447,7091.28187354173,"Enyelle"
"752","Coconacoco2","E265","M","Enyelle","Enfant",NA,2050.79522727313,7091.28187354173,"Enyelle"
"753","Coconacoco2","E266","F","Enyelle","Adulte","4",2050.79522727313,24042.5825917711,"Enyelle"
"754","Coconacoco2","E267","M","Enyelle","Enfant",NA,1960.50242282447,7091.28187354173,"Enyelle"
"755","Coconacoco2","E268","F","","Personne âgée","0",2050.79522727313,24042.5825917711,"Enyelle"
"756","Coconacoco2","E269","M","Mimbelli","Personne âgée","1",2050.79522727313,24042.5825917711,"Enyelle"
"757","Essembo5","E27","M","Lokoko6","Enfant",NA,9033.66004006285,13219.8201201152,"Enyelle"
"758","Kombo3","E270","F","Kombo3","Adulte","1",2243.68764334227,2617.30121187744,"Enyelle"
"759","Coconacoco2","E271","M","Mimbelli","Adulte","0",2050.79522727313,24042.5825917711,"Enyelle"
"760","Coconacoco2","E272","F","Mimputu","Adulte","1",28759.0945662481,33475.606540725,"Enyelle"
"761","Coconacoco2","E273","F","Coconacoco2","Enfant",NA,NA,-Inf,"Enyelle"
"762","Coconacoco2","E274","M","Coconacoco2","Enfant",NA,4436.19202784522,24042.5825917711,"Enyelle"
"763","Coconacoco2","E275","F","Coconacoco2","Enfant",NA,1960.50242282447,7091.28187354173,"Enyelle"
"764","Coconacoco2","E276","F","","Adulte",NA,2545.93569345958,111968.812028574,"Enyelle"
"765","Coconacoco2","E277","F","Enyelle","Adulte","4",1960.50242282447,24042.5825917711,"Enyelle"
"766","Coconacoco2","E278","M","Coconacoco2","Enfant",NA,1960.50242282447,7091.28187354173,"Enyelle"
"767","Coconacoco2","E279","M","Mimbelli","Adulte","4",28759.0945662481,274318.795342014,"Enyelle"
"768","Essembo5","E28","F","Essembo","Enfant",NA,9023.62890117329,137357.536142891,"Enyelle"
"769","Essembo5","E29","F","Enyelle","Adulte","2",8969.4324132187,31120.4141754541,"Enyelle"
"770","Lokoko6","E3","F","Lokoko6","Enfant",NA,9353.79716259781,57488.0439046715,"Enyelle"
"771","Essembo5","E31","M","Enyelle","Personne âgée","5",8300.24665888515,36959.3648044907,"Enyelle"
"772","Essembo1","E32","M","Essembo1","Adulte","2",9037.88138465983,48564.3659262619,"Enyelle"
"773","Essembo1","E33","F","Zinamon","Enfant",NA,7199.09287408345,13380.3346973944,"Enyelle"
"774","Essembo1","E34","F","Enyelle","Personne âgée",NA,9158.23633971454,48564.3659262619,"Enyelle"
"775","Essembo1","E35","M","Enyelle","Adolescent",NA,9085.30047108239,48564.3659262619,"Enyelle"
"776","Essembo1","E36","F","Enyelle","Adolescent",NA,9132.71955750495,13380.3346973944,"Enyelle"
"777","Essembo1","E37","F","Enyelle","Personne âgée","5",7007.79078689532,31972.0951744132,"Enyelle"
"778","Misseké","E38","F","Enyelle","Enfant",NA,5496.9315214554,52247.007957094,"Enyelle"
"779","Misseké","E39","F","Mokinda","Adulte","1",3392.59138773514,52247.007957094,"Enyelle"
"780","Lokoko6","E4","F","Lokoko6","Enfant",NA,4450.69474488852,57488.0439046715,"Enyelle"
"781","Misseké","E40","F","Sambo","Personne âgée","8",3688.10490229406,9716.33069989258,"Enyelle"
"782","Misseké","E41","F","Essembo","Adulte","2",3688.10490229406,52247.007957094,"Enyelle"
"783","Misseké","E42","F","Lokoko","Adolescent",NA,5367.32874088929,9716.33069989258,"Enyelle"
"784","Misseké","E43","M","Enyelle","Enfant",NA,5379.59840701471,52247.007957094,"Enyelle"
"785","Misseké","E44","F","Enyelle","Adulte",NA,5309.27679603882,52247.007957094,"Enyelle"
"786","Mossomé","E45","M","Bétou","Adulte",NA,6292.58498091158,55204.0192265266,"Enyelle"
"787","Mossomé","E46","M","Lokoko","Enfant",NA,NA,-Inf,"Enyelle"
"788","Mossomé","E47","F","Enyelle","Adulte",NA,4979.98693368499,11928.8761232257,"Enyelle"
"789","Mossomé","E48","F","","Adulte",NA,5902.24238322636,33560.7270311558,"Enyelle"
"790","Mossomé","E49","F","Mibala","Enfant",NA,NA,-Inf,"Enyelle"
"791","Likeko","E5","F","Enyelle","Personne âgée",NA,14886.5499140389,16927.0406866605,"Enyelle"
"792","Mossomé","E50","F","Landza","Adulte",NA,5613.02749991611,55204.0192265266,"Enyelle"
"793","Lokoko6","E51","F","Bétou","Adulte",NA,8824.85311330576,57488.0439046715,"Enyelle"
"794","Lokoko4","E52","M","Lokoko4","Enfant",NA,NA,-Inf,"Enyelle"
"795","Lokoko4","E53","M","Enyelle","Adulte",NA,8910.13238325427,29044.3763270482,"Enyelle"
"796","Lokoko4","E54","F","Mokinda","Personne âgée",NA,8647.90309808486,14348.3944236845,"Enyelle"
"797","Lokoko4","E55","F","Lokoko4","Enfant",NA,NA,-Inf,"Enyelle"
"798","Lokoko4","E56","M","Lokoko4","Enfant",NA,NA,-Inf,"Enyelle"
"799","Lokoko4","E57","M","Lokoko4","Enfant",NA,NA,-Inf,"Enyelle"
"800","Lokoko2","E58","M","Bétou","Adulte",NA,8792.51599785608,57704.3797569828,"Enyelle"
"801","Lokoko4","E59","F","Enyelle","Adulte",NA,5391.86807314013,29044.3763270482,"Enyelle"
"802","Likeko","E6","F","Makodi","Enfant",NA,13602.8003664751,13602.8003664751,"Enyelle"
"803","Lokoko4","E60","F","Enyelle","Adolescent",NA,3385.03938270493,9037.88138465983,"Enyelle"
"804","Lokoko2","E61","F","Lokoko2","Enfant",NA,NA,-Inf,"Enyelle"
"805","Mossomé","E62","F","Enyelle","Adulte",NA,4346.94636745387,55204.0192265266,"Enyelle"
"806","Lokoko6","E63","M","Enyelle","Personne âgée","4",8634.60040933234,57488.0439046715,"Enyelle"
"807","Mossomé","E64","M","Enyelle","Adulte",NA,6191.45726653662,55204.0192265266,"Enyelle"
"808","Lokoko2","E65","F","Enyelle","Personne âgée",NA,4510.58310099059,57704.3797569828,"Enyelle"
"809","Lokoko2","E66","M","Lokoko2","Enfant",NA,NA,-Inf,"Enyelle"
"810","Lokoko2","E67","M","Lokoko2","Enfant",NA,NA,-Inf,"Enyelle"
"811","Lokoko2","E68","F","Enyelle","Adulte",NA,3502.88029740457,9158.23633971454,"Enyelle"
"812","Lokoko6","E69","F","Essembo","Enfant",NA,8836.42077275942,9333.8538253437,"Enyelle"
"813","Likeko","E7","F","Makodi","Enfant",NA,16419.5625055072,16927.0406866605,"Enyelle"
"814","Lokoko6","E70","F","Lokoko6","Adulte","1",8824.85311330576,8944.3376574404,"Enyelle"
"815","Lokoko6","E71","F","Enyelle","Personne âgée",NA,8824.85311330576,36455.3364552399,"Enyelle"
"816","Lokoko6","E72","M","Essembo","Adolescent",NA,8813.2854538521,14256.8995803071,"Enyelle"
"817","Lokoko1","E73","M","Bétou","Adulte",NA,5760.67142569863,58938.5189839516,"Enyelle"
"818","Lokoko2","E74","F","","Enfant",NA,2744.80916494282,4233.33634140066,"Enyelle"
"819","Lokoko1","E75","M","","Enfant",NA,NA,-Inf,"Enyelle"
"820","Lokoko1","E76","F","Enyelle","Adulte",NA,10151.9769215505,58938.5189839516,"Enyelle"
"821","Lokoko1","E77","M","Enyelle","Enfant",NA,NA,-Inf,"Enyelle"
"822","Lokoko1","E78","M","Bétou","Adulte",NA,8401.11228987115,58938.5189839516,"Enyelle"
"823","Lokoko4","E79","M","Lokoko4","Enfant",NA,4347.54775612813,4347.54775612813,"Enyelle"
"824","Likeko","E8","F","Enyelle","Adulte","3",16419.5625055072,16927.0406866605,"Enyelle"
"825","Lokoko4","E80","F","Lokoko4","Adulte","1",8915.2359252641,57588.5026928918,"Enyelle"
"826","Lokoko4","E81","M","Lokoko4","Adulte","6",8648.48675565143,57588.5026928918,"Enyelle"
"827","Lokoko4","E82","M","Lokoko4","Adulte",NA,8647.3194405183,9037.88138465983,"Enyelle"
"828","Lokoko2","E83","F","Lokoko2","Adulte",NA,8792.51599785608,57704.3797569828,"Enyelle"
"829","Lokoko1","E84","F","Enyelle","Adulte",NA,10151.9769215505,58938.5189839516,"Enyelle"
"830","Lokoko4","E85","M","Lokoko4","Enfant",NA,4347.54775612813,57588.5026928918,"Enyelle"
"831","Lokoko4","E86","M","Lokoko4","Enfant",NA,6016.17941161161,57588.5026928918,"Enyelle"
"832","Lokoko4","E87","M","Lokoko4","Enfant",NA,4347.54775612813,57588.5026928918,"Enyelle"
"833","Lokoko1","E88","M","Essembo2","Enfant",NA,NA,-Inf,"Enyelle"
"834","Lokoko1","E89","M","Mokinda","Enfant",NA,NA,-Inf,"Enyelle"
"835","Likeko","E9","F","Essembo","Adulte","1",14886.5499140389,60952.0856720275,"Enyelle"
"836","Lokoko1","E90","M","Essembo","Enfant",NA,NA,-Inf,"Enyelle"
"837","Lokoko4","E91","","Lokoko4","Enfant",NA,4347.54775612813,57588.5026928918,"Enyelle"
"838","Lokoko4","E92","F","Lokoko4","Adulte","6",5391.86807314013,57588.5026928918,"Enyelle"
"839","Lokoko4","E93","F","Lokoko4","Enfant","0",29488.1010745839,57588.5026928918,"Enyelle"
"840","Lokoko1","E94","M","Enyelle","Adulte","2",9965.16499516064,282759.041049034,"Enyelle"
"841","Lokoko1","E95","M","","Enfant",NA,1387.699456276,3019.91995986196,"Enyelle"
"842","Lokoko1","E96","F","Bangui_CAR","Personne âgée",NA,10275.0890789261,58938.5189839516,"Enyelle"
"843","Lokoko1","E97","F","Bétou","Adulte","2",10028.8647641748,58938.5189839516,"Enyelle"
"844","Lokoko1","E98","F","Bissambi","Adulte",NA,1332.06387564505,1440.45584065828,"Enyelle"
"845","Lokoko1","E99","F","Essembo","Adulte","2",3675.83575535113,10404.8772481664,"Enyelle"
"846","Wongo5","BE1","M","Kenkenze","Enfant",NA,2401.7019833776,2401.7019833776,"Betou"
"847","Wongo5","BE2","M","Kenkenze","Enfant",NA,2401.7019833776,2401.7019833776,"Betou"
"848","Wongo5","BE3","F","Kenkenze","Enfant",NA,2401.7019833776,2401.7019833776,"Betou"
"849","Wongo5","BE4","M","Ngongou","Adulte","6",2401.7019833776,184535.547070501,"Betou"
"850","Wongo5","BE5","F","Kenkenze","Enfant",NA,2401.7019833776,2401.7019833776,"Betou"
"851","Wongo5","BE6","M","Kenkenze","Enfant",NA,2401.7019833776,15188.9594725149,"Betou"
"852","Wongo5","BE7","M","Kenkenze","Enfant",NA,2401.7019833776,2401.7019833776,"Betou"
"853","Wongo5","BE8","F","","Adulte","6",8795.33072794626,184535.547070501,"Betou"
"854","Wongo3","BE9","M","Kenkenze","Enfant",NA,8499.24464477434,14756.3570286135,"Betou"
"855","Wongo3","BE10","M","Kenkenze","Adulte","2",34710.8123591054,184173.381567898,"Betou"
"856","Wongo3","BE12","F","","Adulte","2",1211.96981216187,184173.381567898,"Betou"
