"","age","median_dist_mean","median_dist_median","max_dist_mean","max_dist_median"
"1","Adolescent",15.3443554666382,9.95929514456714,29.8167390893515,20.3328587070465
"2","Adulte",18.054795693272,10.0288647641748,51.675980902575,31.7519115183544
"3","Personne âgée",17.6035710346778,10.6798033303923,54.3879772057329,31.9720951744132
