"","Nom.du.campement.coded","Old_person","Enfant...Notez.si.la.personne.est.un.enfant.","MY.REFERENCE","Sexe","Est.ce.que.la.personne.à.des.enfants.....La.personne.à.des.enfants....Oui.","Est.ce.que.la.personne.à.des.enfants.....La.personne.à.des.enfants....Combien.d.enfants.en.vie","Est.ce.que.la.personne.à.des.enfants.....La.personne.à.des.enfants....Combien.d.enfants.morts","Lieu.de.naissance.coded","Tranche.d.age","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","median","max"
"75","Misseké_MI",0,"Adulte","MI151","F",1,3,NA,"Attention","Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22849.662017912,23633.8134814937,17117.8989489782,16862.126657249,0,0,0,0,0,0,0,0,19983.7804834451,23633.8134814937
"76","Misseké_MI",0,"Enfant","MI152","F",0,NA,NA,"Attention","Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"77","Misseké_MI",0,"Enfant","MI153","F",0,NA,NA,"Attention","Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"78","Mongo",0,"Adulte","MI134","M",1,5,0,"Minganga","Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22213.2999245403,13433.7039439327,14674.5662616089,0,0,0,0,0,0,0,0,14674.5662616089,22213.2999245403
"79","Mongo",0,"Enfant","MI135","F",0,NA,NA,"Minganga","Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"80","Mongo",0,"Adulte","MI136","F",1,5,2,"Mossombo","Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13433.7039439327,14674.5662616089,0,0,0,0,0,0,0,0,14054.1351027708,14674.5662616089
"81","Mongo",1,"Personne âgée","MI137","F",1,4,2,"Mossombo","Personne âgée",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22113.3533488251,22213.2999245403,13433.7039439327,14674.5662616089,0,0,0,0,0,0,0,0,18393.959805217,22213.2999245403
"82","Mongo",0,"Adulte","MI138","M",1,5,2,"Mbili","Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13433.7039439327,14674.5662616089,0,0,0,0,0,0,0,0,14054.1351027708,14674.5662616089
"83","Mongo",0,"Enfant","MI139","F",0,NA,NA,"Mbili","Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"84","Mongo",0,"Enfant","MI140","M",0,NA,NA,"Mbili","Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"85","Mongo",0,"Enfant","MI141","M",0,NA,NA,"Mossombo","Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"86","Mongo",0,"Enfant","MI142","M",0,NA,NA,"Mbili","Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"87","Mongo",0,"Adulte","MI143","M",0,NA,NA,"Mossombo","Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22113.3533488251,22213.2999245403,13433.7039439327,14674.5662616089,0,0,0,0,0,0,0,0,18393.959805217,22213.2999245403
"88","Mossombo",0,"Adulte","MI144","M",1,2,1,"Mossombo","Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19519.0130261955,64529.2789148512,0,0,0,0,0,0,0,42024.1459705234,64529.2789148512
"89","Ngata",0,"","MI182","F",0,NA,NA,"Mbili","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"90","Ngata",1,"Personne âgée","MI183","F",1,6,3,"Mbili","Personne âgée",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14532.8916970913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36649.0094919975,0,0,0,0,0,0,0,0,0,0,0,25590.9505945444,36649.0094919975
"91","Ngata",0,"Adulte","MI184","M",0,NA,NA,"Ikelemba","Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"92","Ngata",0,"Adolescent","MI185","M",1,1,0,"Mbili","Adolescent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14532.8916970913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36649.0094919975,36793.045491175,27891.5466333987,0,0,0,0,0,0,0,0,0,32270.2780626981,36793.045491175
"93","Ngata",0,"Enfant","MI194","F",0,NA,NA,"Mbili","Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
