"","Nom.du.campement","Old_person","Adulte","Enfant...Notez.si.la.personne.est.un.enfant.","MY.REFERENCE","Sexe","Lieu.de.naissance.coded","Est.ce.que.la.personne.à.des.enfants.....La.personne.à.des.enfants....Combien.d.enfants.en.vie","Tranche.d.age","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","median","max"
"23","Popo3",0,0,"Oui","BE24","F","Bétou",NA,"Enfant",8278.51669856986,5901.46102763287,3992.7576761351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16988.5136699146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,7089.98886310136,16988.5136699146
"24","Popo3",0,0,"Oui","BE25","F","Popo",NA,"Enfant",8278.51669856986,5901.46102763287,3992.7576761351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16988.5136699146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,7089.98886310136,16988.5136699146
"25","Popo3",0,1,"Non","BE26","M","Bétou",6,"Adulte",8278.51669856986,5901.46102763287,3992.7576761351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47697.8257632452,0,0,0,0,0,16988.5136699146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,8278.51669856986,47697.8257632452
"26","Popo3",0,0,"Oui","BE27","F","Bétou",NA,"Enfant",8278.51669856986,5901.46102763287,3992.7576761351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16988.5136699146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,7089.98886310136,16988.5136699146
"27","Popo3",0,0,"Oui","BE28","M","Bétou",NA,"Enfant",8278.51669856986,5901.46102763287,3992.7576761351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16988.5136699146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,7089.98886310136,16988.5136699146
"28","Popo3",0,0,"Oui","BE29","F","Bétou",NA,"Enfant",8278.51669856986,5901.46102763287,3992.7576761351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16988.5136699146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,7089.98886310136,16988.5136699146
"29","Popo3",0,0,"Oui","BE30","","Bétou",NA,"Enfant",8278.51669856986,5901.46102763287,3992.7576761351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16988.5136699146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,7089.98886310136,16988.5136699146
"30","Popo1",0,1,"Non","BE31","M","Bétou",7,"Adulte",4888.71977624945,2327.92306718681,0,3920.87992144392,3992.7576761351,4156.72065727035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45920.2204447816,0,0,0,0,0,16786.1996039867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161193.300163803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,4522.7202167599,161193.300163803
"31","Bobo1",0,1,"Non","BE32","F","Enyelle",2,"Adulte",1764.7472167051,3426.43822528737,5542.55909212492,9240.5125114101,9322.65975117146,0,0,0,0,0,0,0,0,0,0,NA,6008.33871270013,6015.1607861229,5888.5896668716,4699.51680135417,NA,0,0,0,0,109919.389543818,0,0,0,0,0,0,0,0,0,41908.8680516593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,28848.0876034545,0,6011.74974941151,109919.389543818
"32","Popo1",0,1,"Non","BE33","F","",7,"Adulte",4888.71977624945,2327.92306718681,0,3920.87992144392,3992.7576761351,4156.72065727035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,23809.6832486286,0,4074.73916670272,23809.6832486286
"33","Bobo1",0,0,"Oui","BE34","F","Bétou",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6008.33871270013,6015.1607861229,5888.5896668716,4699.51680135417,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20030.300121231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6008.33871270013,20030.300121231
"34","Bobo1",0,0,"Oui","BE35","F","Bétou",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"35","Popo3",0,1,"Non","BE36","M","Bétou",6,"Adulte",8278.51669856986,5901.46102763287,3992.7576761351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47697.8257632452,0,0,0,0,0,16988.5136699146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,8278.51669856986,47697.8257632452
"36","Popo3",0,0,"Oui","BE37","F","Bétou",NA,"Enfant",8278.51669856986,5901.46102763287,3992.7576761351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16988.5136699146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,7089.98886310136,16988.5136699146
"37","Popo3",0,1,"Non","BE39","F","Bétou",2,"Adulte",8278.51669856986,5901.46102763287,3992.7576761351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16988.5136699146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,7089.98886310136,16988.5136699146
"38","Popo3",0,1,"Non","BE40","F","Bétou",6,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47697.8257632452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,47697.8257632452,47697.8257632452
"39","Popo1",0,0,"Oui","BE41","F","Bétou",NA,"Enfant",4888.71977624945,2327.92306718681,0,3920.87992144392,3992.7576761351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16786.1996039867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3992.7576761351,16786.1996039867
"40","Popo1",0,0,"Oui","BE42","M","Bétou",NA,"Enfant",4888.71977624945,2327.92306718681,0,3920.87992144392,3992.7576761351,4156.72065727035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16786.1996039867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161193.300163803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4156.72065727035,161193.300163803
"41","Popo1",0,0,"Oui","BE43","M","Bétou",NA,"Enfant",4888.71977624945,2327.92306718681,0,3920.87992144392,3992.7576761351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16786.1996039867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3992.7576761351,16786.1996039867
"42","Popo1",0,0,"Oui","BE44","M","Popo1",NA,"Enfant",4888.71977624945,2327.92306718681,0,3920.87992144392,3992.7576761351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16786.1996039867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3992.7576761351,16786.1996039867
"43","Popo1",0,0,"Oui","BE45","","Bétou",NA,"Enfant",4888.71977624945,2327.92306718681,0,3920.87992144392,3992.7576761351,4156.72065727035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16786.1996039867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4074.73916670272,16786.1996039867
"44","Bobo1",0,0,"Oui","BE46","M","Bétou",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6008.33871270013,6015.1607861229,5888.5896668716,4699.51680135417,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20030.300121231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6008.33871270013,20030.300121231
"45","Bobo1",0,0,"Oui","BE47","M","Mondika",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6008.33871270013,6015.1607861229,5888.5896668716,4699.51680135417,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20030.300121231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6008.33871270013,20030.300121231
"46","Bobo1",0,1,"Non","BE48","M","Bétou",0,"Adulte",1764.7472167051,3426.43822528737,5542.55909212492,9240.5125114101,9322.65975117146,9479.96063143912,0,0,0,0,0,0,0,0,0,NA,6008.33871270013,6015.1607861229,5888.5896668716,4699.51680135417,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41908.8680516593,0,0,0,0,0,20030.300121231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156387.844005655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6015.1607861229,156387.844005655
"47","Bobo1",0,0,"Oui","BE49","F","Bétou",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6008.33871270013,6015.1607861229,5888.5896668716,4699.51680135417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20030.300121231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6008.33871270013,20030.300121231
"48","Bobo1",0,0,"Non","BE50","F","Bétou",NA,"Adolescent",1764.7472167051,3426.43822528737,5542.55909212492,9240.5125114101,9322.65975117146,9479.96063143912,0,0,0,0,0,0,0,0,0,NA,6008.33871270013,6015.1607861229,5888.5896668716,4699.51680135417,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41908.8680516593,0,0,0,0,0,20030.300121231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,6011.74974941151,41908.8680516593
"49","Bobo1",0,1,"Non","BE51","M","",6,"Adulte",1764.7472167051,3426.43822528737,5542.55909212492,9240.5125114101,9322.65975117146,9479.96063143912,0,0,0,0,0,0,0,0,0,NA,6008.33871270013,6015.1607861229,5888.5896668716,4699.51680135417,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156387.844005655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,6008.33871270013,156387.844005655
"50","Bobo1",0,1,"Non","BE52","F","Bobo1",3,"Adulte",1764.7472167051,3426.43822528737,5542.55909212492,9240.5125114101,9322.65975117146,9479.96063143912,0,0,0,0,0,0,0,0,0,NA,6008.33871270013,6015.1607861229,5888.5896668716,4699.51680135417,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41908.8680516593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156387.844005655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,6011.74974941151,156387.844005655
"51","Bobo1",0,0,"Oui","BE53","F","Bobo1",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"52","Ngola3",0,0,"Oui","BE54","M","Bétou",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1893.5394848263,NA,5888.5896668716,5876.50761834792,5856.46259780541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14395.5356495419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5876.50761834792,14395.5356495419
"53","Bobo1",0,0,"Oui","BE55","F","Bobo1",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20030.300121231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20030.300121231,20030.300121231
"54","Bobo1",0,0,"Oui","BE56","M","Mondika",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20030.300121231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20030.300121231,20030.300121231
"55","Ngola3",0,1,"Non","BE57","F","Mimbelli",5,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1893.5394848263,NA,5888.5896668716,5876.50761834792,5856.46259780541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14395.5356495419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,5876.50761834792,14395.5356495419
