"","age","sex","median_dist_mean","median_dist_median","max_dist_mean","max_dist_median"
"1","Adolescent","F",1.87872404165477,0.458550417275102,3.60614497286127,1.10094942371367
"2","Adolescent","M",3.72711499285847,0.331261088141256,4.99894093723168,0.342890795877421
"3","Adulte","F",6.2397338870503,0.573314519672603,19.4117861631609,0.95612716771244
"4","Adulte","M",5.84189319712162,0.571976137902859,10.0463483940375,0.878247308161611
"5","Personne âgée","F",0.532157894844689,0.384822699303598,0.532157894844689,0.384822699303598
"6","Personne âgée","M",2.14221473591518,2.14221473591518,2.3727677456317,2.3727677456317
