"","age","median_dist_mean","median_dist_median","max_dist_mean","max_dist_median"
"1","Adolescent",2.88693728776588,0.458550417275102,4.36585186251785,0.862155913126479
"2","Adulte",6.02092150758952,0.572645328787731,14.2607953901431,0.878247308161611
"3","Personne âgée",1.06884350853485,0.384822699303598,1.14569451177369,0.384822699303598
