"","age","median_dist_mean","median_dist_median","max_dist_mean","max_dist_median"
"1","Adolescent",127.072670682974,11.6028266298329,127.930701028988,11.7897796657393
"2","Adulte",48.7964354156003,20.6950316043099,52.8983806958591,23.9098770260322
"3","Personne âgée",21.2110680341052,13.4337039439327,21.2110680341052,13.4337039439327
