"","age","sex","median_dist_mean","median_dist_median","max_dist_mean","max_dist_median"
"1","Adolescent","F",17.0371604174486,7.53526524967439,17.04293431498,7.53526524967439
"2","Adolescent","M",9.9855536781637,8.24689440366055,10.0823335255723,8.45709662493089
"3","Adulte","F",11.6882180700327,9.18581149924313,13.7925144998346,10.4113955637844
"4","Adulte","M",18.3186428527742,9.01184018413536,20.5946484367474,9.95793839292735
"5","Personne âgée","F",5.2346441719744,3.13953928314682,6.38281947945729,5.39186807314013
"6","Personne âgée","M",7.57132586036724,7.68359555232452,9.60277700846712,9.69595968020895
