"Region","men_mean","men_median","women_mean","women_median","t_statistic","t_p_value","wilcox_statistic","wilcox_p_value","men_n","women_n"
"Macao",14883.9010513706,2052.54797463501,9291.05413279117,591.479098966977,0.683397590700574,0.498710391288068,294,0.392466569184257,30,17
"Enyelle",26674.0006892438,23352.2033650519,2120.48458663497,2616.32902109827,2.31147115639751,0.0812593979664705,31,0.0344388753941173,5,7
"Betou",527.101973078348,570.637756133114,14549.3769322199,450.129624156412,-1.07257382735692,0.291016276148451,751.5,0.587520499901222,40,35
"Minganga",3953.36480576837,1136.56639853505,5589.73299401868,1217.94156755871,-0.753246281824535,0.457983107779411,190,0.503481418502998,29,15
