"Region","men_mean","men_median","women_mean","women_median","t_statistic","t_p_value","wilcox_statistic","wilcox_p_value","men_n","women_n"
"Enyelle",21484.785320293,8648.48675565143,9953.58735746718,6536.0427737522,0.874674888401017,0.395157663480453,198,0.699584041571459,16,23
