"Region","men_mean","men_median","women_mean","women_median","t_statistic","t_p_value","wilcox_statistic","wilcox_p_value","men_n","women_n"
"Betou",47750.01342834,41908.8680516593,53489.7244256961,14756.3570286135,-0.215864146245915,0.830851033990669,268,0.476434360941884,25,19
