"","age","sex","median_dist_mean","median_dist_median","max_dist_mean","max_dist_median"
"1","Adolescent","F",9.07144507108184,2.80550513447621,9.08171347605201,2.80550513447621
"2","Adolescent","M",284.407638165496,16.9233113321936,286.396017766235,22.7425707183863
"3","Adulte","F",70.2260267945538,23.3178380072542,74.7706260307704,24.892005416506
"4","Adulte","M",24.7693178088948,19.394168014374,28.3749541082313,20.4884030588227
"5","Personne âgée","F",18.2014563524998,13.4337039439327,18.2014563524998,13.4337039439327
"6","Personne âgée","M",34.7543206013298,34.7543206013298,34.7543206013298,34.7543206013298
