"elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
0,0,-15488.1027358977,65.4868135032922,230.580160790006,18.2437304444813,30976.2054717954,130.973627006584
-2.34940722844906,4.78380276398116,-15490.4521431262,65.4183618504051,236.614157789229,18.439550249678,30980.9042862524,130.83672370081
-49.3643949982312,14.0657554201647,-15537.4671308959,65.3046581986672,219.671510853302,19.2938326326646,31074.9342617919,130.609316397334
-51.2124104147572,15.578654203798,-15539.3151463125,64.8616219816735,225.954141794867,18.665996133887,31078.630292625,129.723243963347
