"Region","men_mean","men_median","women_mean","women_median","t_statistic","t_p_value","wilcox_statistic","wilcox_p_value","men_n","women_n"
"Minganga",20095.2705517974,18185.8757300706,23557.0180285542,19246.0607610092,-0.545953558874351,0.590238030811777,157,0.93651903557307,20,16
