"men_mean","men_median","women_mean","women_median","t_statistic","p_value","wilcox_result","wilcox_p_value"
46232.4240076352,31120.4141754541,31991.5462691744,23767.2058747388,3.04298802788846,0.00254749640635796,15138.5,0.00182242895814871
