"Region","men_mean","men_median","women_mean","women_median","t_statistic","t_p_value","wilcox_statistic","wilcox_p_value","men_n","women_n"
"Macao",297513.955855528,31784.0652362835,291745.392039458,20924.6657441096,0.0151852741280183,0.98818310100533,18.5,1,6,6
"Enyelle",24777.1168534699,26090.9734223986,17126.2119792955,12331.2572009051,1.47394769390912,0.150618386711114,396,0.118428564472471,19,33
"Betou",34420.1932043796,15039.1636828563,35739.8035001887,23317.8380072542,-0.0608359083574944,0.952414660526154,42,0.500211312595214,8,13
"Minganga",20095.2705517974,18185.8757300706,23557.0180285542,19246.0607610092,-0.545953558874351,0.590238030811777,157,0.93651903557307,20,16
