"Region","men_mean","men_median","women_mean","women_median","t_statistic","t_p_value","wilcox_statistic","wilcox_p_value","men_n","women_n"
"Macao",14883.9010513706,2052.54797463501,9291.05413279117,591.479098966977,0.683397590700574,0.498710391288068,294,0.392466569184257,30,17
