"","age","median_dist_mean","median_dist_median","max_dist_mean","max_dist_median"
"1","Adolescent",28.4386531052628,17.377466478621,29.1576858390395,20.1815794141387
"2","Adulte",63.2604776445318,13.3864530107968,67.8186797295941,14.4687961643726
"3","Personne âgée",17.0511905971468,12.9464768537159,19.2873906829776,19.2860657919457
