"","age","median_dist_mean","median_dist_median","max_dist_mean","max_dist_median"
"1","Adolescent",13.7464106057823,7.60319022978003,13.7946539465898,7.60319022978003
"2","Adulte",14.493397785808,9.17934764447787,16.6703403962208,10.4113955637844
"3","Personne âgée",5.95362315301835,6.46195992336132,7.37357564222954,8.42633787066172
