"men_mean","men_median","women_mean","women_median","t_statistic","p_value","wilcox_result","wilcox_p_value"
14745.8815913656,9287.11921272562,9303.00247101973,9011.84018413536,2.53587056926221,0.012777391407945,8947,0.00187686902666057
