"Region","men_mean","men_median","women_mean","women_median","t_statistic","t_p_value","wilcox_statistic","wilcox_p_value","men_n","women_n"
"Betou",527.101973078348,570.637756133114,14549.3769322199,450.129624156412,-1.07257382735692,0.291016276148451,751.5,0.587520499901222,40,35
