"","age","sex","median_dist_mean","median_dist_median","max_dist_mean","max_dist_median"
"1","Adolescent","F",NA,NA,NA,NA
"2","Adolescent","M",12.666176570098,15.074822758391,12.7328420215131,15.1748209355137
"3","Adulte","F",NA,NA,NA,NA
"4","Adulte","M",28.9992381545855,10.148656943179,45.9300160666422,10.6000619645295
"5","Personne âgée","F",NA,NA,NA,NA
"6","Personne âgée","M",25.8802132413746,25.8802132413746,25.909523759908,25.909523759908
