"Region","men_mean","men_median","women_mean","women_median","t_statistic","t_p_value","wilcox_statistic","wilcox_p_value","men_n","women_n"
"Betou",34420.1932043796,15039.1636828563,35739.8035001887,23317.8380072542,-0.0608359083574944,0.952414660526154,42,0.500211312595214,8,13
