"men_mean","men_median","women_mean","women_median","t_statistic","p_value","wilcox_result","wilcox_p_value"
13212.1999329664,9863.62628293346,10124.0072266957,8977.81551371977,1.63838523942503,0.103449414030861,7966,0.117656672952904
