"Region","men_mean","men_median","women_mean","women_median","t_statistic","t_p_value","wilcox_statistic","wilcox_p_value","men_n","women_n"
"Minganga",3953.36480576837,1136.56639853505,5589.73299401868,1217.94156755871,-0.753246281824535,0.457983107779411,190,0.503481418502998,29,15
