"","age","sex","median_dist_mean","median_dist_median","max_dist_mean","max_dist_median"
"1","Adolescent","F",13.7255370987445,11.5097489234474,13.7255370987445,11.5097489234474
"2","Adolescent","M",15.727939242233,14.3892652268536,15.727939242233,14.3892652268536
"3","Adulte","F",22.0069714710925,23.3522033650519,22.8599827946175,23.3522033650519
"4","Adulte","M",78.9737956853889,24.7111323086071,80.1681692886174,26.7008704194937
"5","Personne âgée","F",18.4316300431491,13.3803346973944,18.9614209840067,13.3803346973944
"6","Personne âgée","M",15.2062936623213,17.0782696681661,16.0404265796983,17.0782696681661
