"Region","men_mean","men_median","women_mean","women_median","t_statistic","t_p_value","wilcox_statistic","wilcox_p_value","men_n","women_n"
"Enyelle",47666.1841881719,29044.3763270482,24380.0673105105,24242.0491909355,1.38575681122698,0.197596128125478,34,0.439543149588243,9,6
