"men_mean","men_median","women_mean","women_median","t_statistic","p_value","wilcox_result","wilcox_p_value"
11209.5078990639,729.946678511615,11817.930882394,480.080421053032,-0.0825745429930922,0.934382232362726,3843,0.0596679793660516
