"Region","men_mean","men_median","women_mean","women_median","t_statistic","t_p_value","wilcox_statistic","wilcox_p_value","men_n","women_n"
"Macao",79762.3078767039,27783.0722781368,18321.8362889776,15489.0453011882,1.1672464011229,0.252272067746923,496.5,0.346359327650806,31,28
"Enyelle",25946.59178051,23352.2033650519,24044.6912049093,23352.2033650519,0.237934799317025,0.8158533974729,90.5,0.87390731257773,9,21
"Betou",12558.1320873313,16786.1996039867,19253.1056676353,15634.5690997679,-1.317834254888,0.207667692725737,43.5,0.474841190863825,9,12
"Minganga",14695.599868808,14695.599868808,14683.7048052959,12846.5461050492,0.00358051301926067,0.997230437297565,11,0.72123254009691,2,9
