"men_mean","men_median","women_mean","women_median","t_statistic","p_value","wilcox_result","wilcox_p_value"
22412.3877147375,12877.6938400317,18492.2759054881,12796.6505218314,0.926044222565141,0.358340978415278,1439,0.759504297530208
